Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWC_M_R
4704,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4705,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4706,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
4707,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4708,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4709,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
4710,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4711,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4712,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
4713,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4714,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4715,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4716,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4717,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
4718,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4719,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4720,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Built-up
4721,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
4722,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
4723,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4724,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4725,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
4726,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4727,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
4728,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
4729,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
4730,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
4731,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4732,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4733,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
4734,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4735,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Wetland
4736,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4737,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4738,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4739,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4740,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4741,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4742,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4743,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4744,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
4745,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
4746,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4747,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4748,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
4749,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4750,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4751,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4752,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4753,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4754,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4755,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
4756,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4757,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4758,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
4759,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4760,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
4761,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4762,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4763,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
4764,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4765,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4766,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
4767,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
4768,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4769,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4770,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4771,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4772,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4773,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4774,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
4775,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
4776,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
4777,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4778,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
4779,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4780,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
4781,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
4782,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4783,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4784,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4785,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Water
4786,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
4787,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
4788,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4789,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4790,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
4791,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
4792,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4793,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Water
4794,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4795,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4796,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
4797,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
4798,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4799,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
4800,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4801,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
4802,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
4803,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4804,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4805,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
4806,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4807,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4808,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
4809,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
4810,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Bareland
4811,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
4812,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
4813,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
4814,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
4815,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
4816,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
4817,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
4818,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
4819,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4820,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
4821,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4822,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
4823,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
4824,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
4825,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
4826,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
4827,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
4828,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
4829,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Bareland
4830,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
4831,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
4832,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
4833,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4834,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
4835,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
4836,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
4837,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4838,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4839,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4840,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4841,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
4842,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
4843,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4844,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4845,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4846,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
4847,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
4848,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4849,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
4850,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
4851,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
4852,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Water
4853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4854,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4855,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4856,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
4857,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
4858,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Built-up
4859,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Forest
4860,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Shrubland,Forest
4861,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
4862,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
4863,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4864,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
4865,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
4866,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
4867,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
4868,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
4869,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
4870,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
4871,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
4872,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
4873,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
4874,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
4875,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
4876,NULL,Built-up,Water,NULL,Water,NULL,Shrubland,Grassland
4877,NULL,Built-up,Water,NULL,Water,NULL,Shrubland,Forest
4878,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Forest
4879,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Grassland
4880,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
4881,NULL,Built-up,Water,NULL,Water,NULL,Built-up,Forest
4882,NULL,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
4883,NULL,Built-up,Water,NULL,Water,Shrubland,NULL,Built-up
4884,NULL,Built-up,Water,NULL,Water,Shrubland,NULL,Forest
4885,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,NULL
4886,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Grassland
4887,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Built-up
4888,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
4889,NULL,Built-up,Water,NULL,Water,Shrubland,Grassland,Water
4890,NULL,Built-up,Water,NULL,Water,Shrubland,Grassland,Forest
4891,NULL,Built-up,Water,NULL,Water,Shrubland,Bareland,Forest
4892,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Grassland
4893,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Built-up
4894,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Forest
4895,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Grassland
4896,NULL,Built-up,Water,NULL,Water,Shrubland,Water,Water
4897,NULL,Built-up,Water,NULL,Water,Shrubland,Forest,Forest
4898,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
4899,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Built-up
4900,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
4901,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Grassland
4902,NULL,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
4903,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
4904,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Bareland
4905,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Built-up
4906,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
4907,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Grassland
4908,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
4909,NULL,Built-up,Water,NULL,Water,Grassland,Water,Grassland
4910,NULL,Built-up,Water,NULL,Water,Grassland,Water,Water
4911,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
4912,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Grassland
4913,NULL,Built-up,Water,NULL,Water,Wetland,NULL,Forest
4914,NULL,Built-up,Water,NULL,Water,Wetland,Shrubland,Grassland
4915,NULL,Built-up,Water,NULL,Water,Wetland,Shrubland,Forest
4916,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Wetland
4917,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Water
4918,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
4919,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,NULL
4920,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Grassland
4921,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Built-up
4922,NULL,Built-up,Water,NULL,Water,Wetland,Built-up,Forest
4923,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
4924,NULL,Built-up,Water,NULL,Water,Wetland,Forest,Grassland
4925,NULL,Built-up,Water,NULL,Water,Wetland,Forest,Forest
4926,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
4927,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
4928,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Water
4929,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
4930,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Grassland
4931,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Built-up
4932,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Water
4933,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
4934,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
4935,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
4936,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
4937,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Water
4938,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
4939,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
4940,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
4941,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
4942,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
4943,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
4944,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,NULL
4945,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
4946,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
4947,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
4948,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
4949,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
4950,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
4951,NULL,Built-up,Water,NULL,Water,Bareland,Water,Water
4952,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
4953,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Grassland
4954,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Built-up
4955,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Forest
4956,NULL,Built-up,Water,NULL,Water,Built-up,NULL,NULL
4957,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Grassland
4958,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Built-up
4959,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Forest
4960,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Grassland
4961,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Built-up
4962,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Water
4963,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Forest
4964,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
4965,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Built-up
4966,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Water
4967,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
4968,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
4969,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Bareland
4970,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
4971,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
4972,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,NULL
4973,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
4974,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Wetland
4975,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
4976,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
4977,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
4978,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
4979,NULL,Built-up,Water,NULL,Water,Built-up,Water,Grassland
4980,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
4981,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
4982,NULL,Built-up,Water,NULL,Water,Built-up,Water,Forest
4983,NULL,Built-up,Water,NULL,Water,Built-up,Forest,Built-up
4984,NULL,Built-up,Water,NULL,Water,Built-up,Forest,Forest
4985,NULL,Built-up,Water,NULL,Water,Water,Shrubland,Grassland
4986,NULL,Built-up,Water,NULL,Water,Water,Built-up,Forest
4987,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
4988,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Built-up
4989,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
4990,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Forest
4991,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Built-up
4992,NULL,Built-up,Water,NULL,Water,Forest,Bareland,Forest
4993,NULL,Built-up,Water,NULL,Water,Forest,Built-up,Grassland
4994,NULL,Built-up,Water,NULL,Water,Forest,Built-up,Built-up
4995,NULL,Built-up,Water,NULL,Water,Forest,Built-up,Forest
4996,NULL,Built-up,Water,NULL,Water,Forest,Water,Forest
4997,NULL,Built-up,Water,NULL,Water,Forest,Forest,Built-up
4998,NULL,Built-up,Water,NULL,Water,Forest,Forest,Forest
4999,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Grassland
5000,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Built-up
5001,NULL,Built-up,Water,Non_Water,Water,NULL,Built-up,Forest
5002,NULL,Built-up,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
5003,NULL,Built-up,Water,Non_Water,Water,Shrubland,Built-up,Grassland
5004,NULL,Built-up,Water,Non_Water,Water,Grassland,Grassland,Grassland
5005,NULL,Built-up,Water,Non_Water,Water,Grassland,Grassland,Forest
5006,NULL,Built-up,Water,Non_Water,Water,Grassland,Built-up,Grassland
5007,NULL,Built-up,Water,Non_Water,Water,Grassland,Water,Water
5008,NULL,Built-up,Water,Non_Water,Water,Wetland,Built-up,Forest
5009,NULL,Built-up,Water,Non_Water,Water,Bareland,Shrubland,Forest
5010,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Water
5011,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Forest
5012,NULL,Built-up,Water,Non_Water,Water,Built-up,Grassland,Grassland
5013,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Grassland
5014,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Forest
5015,NULL,Built-up,Water,Non_Water,Water,Built-up,Forest,Forest
5016,NULL,Built-up,Water,Non_Water,Water,Forest,Shrubland,Forest
5017,NULL,Built-up,Water,Non_Water,Water,Forest,Bareland,Forest
5018,NULL,Built-up,Water,Non_Water,Water,Forest,Built-up,Forest
5019,NULL,Built-up,Water,Water,Water,Shrubland,Shrubland,Forest
5020,NULL,Built-up,Water,Water,Water,Bareland,Shrubland,Grassland
5021,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
5022,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
5023,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
5024,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
5025,NULL,Built-up,Water,Water,Water,Bareland,Built-up,Water
5026,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
5027,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
5028,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Built-up
5029,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Water
5030,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Forest
5031,NULL,Built-up,Water,Water,Water,Built-up,Water,Grassland
5032,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
5033,NULL,Built-up,Water,Water,Water,Water,Shrubland,Forest
5034,NULL,Built-up,Water,Water,Water,Forest,Built-up,Water
5035,NULL,Built-up,Water,Water,Water,Forest,Built-up,Forest
5036,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5037,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5038,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5039,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5040,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5041,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5042,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5043,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5044,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5045,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Wetland
