Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGF_M_R
345,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
346,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
348,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
349,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
351,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
352,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
354,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
355,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
356,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
357,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
358,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
359,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
361,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
365,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
366,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
370,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
371,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
372,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
373,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
374,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
378,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
379,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
382,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
383,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
384,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
385,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
386,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
391,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
392,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
394,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
397,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
400,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
402,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
404,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
411,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
412,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
413,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
414,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
416,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
417,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
420,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
422,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
423,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
424,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
425,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
426,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
427,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
428,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
430,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
431,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
432,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
433,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
434,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
436,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
437,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
438,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
439,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
440,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
446,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
447,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
448,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
449,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
450,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
452,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
455,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
456,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
458,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
459,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
460,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
462,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
463,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
464,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
465,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
466,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
467,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
468,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
469,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
470,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
471,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
472,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
473,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
474,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
475,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
481,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
485,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
486,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
487,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
488,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
489,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
490,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
491,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
492,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
493,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
494,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
499,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
500,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
502,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
503,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
508,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
509,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
510,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
511,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
512,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
513,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
514,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
517,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
518,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
520,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
523,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
524,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
525,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
526,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
527,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
529,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
532,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
534,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
535,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
537,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
540,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
541,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
542,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
544,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
545,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
546,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
547,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
548,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
549,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
550,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
551,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
552,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
555,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
556,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
557,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
558,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
559,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
560,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
561,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
562,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
563,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
564,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
565,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
566,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
567,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
568,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
570,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
573,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
574,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
576,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
577,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
580,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
583,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
585,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
586,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
587,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
588,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
589,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
590,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
591,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
592,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
593,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
595,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
596,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
597,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
598,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
599,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
600,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
601,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
602,Grassland,Water,Water,Water,Water,NULL,NULL,Water
603,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
606,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
609,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
611,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
612,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
614,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
615,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
617,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
619,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
620,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
621,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
622,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
624,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
625,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
629,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
631,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
632,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
633,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
634,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
635,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
636,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
637,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
638,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
639,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
640,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
641,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
642,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
647,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
649,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
651,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
652,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
653,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
654,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
655,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
656,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
657,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
658,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
659,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
660,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
662,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
663,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
665,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
668,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
671,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
672,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
673,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
676,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
677,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
678,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
679,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
680,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
681,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
683,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
685,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
686,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
687,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
688,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
689,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
691,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
