Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXE_M_R
214,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
215,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
216,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
217,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
218,NULL,Forest,Water,Water,Water,NULL,NULL,Wetland
219,NULL,Forest,Water,Water,Water,NULL,NULL,Water
220,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
221,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
222,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
223,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
224,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
227,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
229,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
230,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
