Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLM_M_R
3268,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3269,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3270,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3271,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3272,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3273,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3274,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
3275,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
3276,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3277,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
3278,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3279,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3280,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3281,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3282,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3283,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3284,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3285,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3286,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3287,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3288,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3289,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
3290,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3291,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3292,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3293,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3294,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3295,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3296,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3297,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3298,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3299,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3300,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
3301,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
3302,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3303,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3304,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3305,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3306,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3307,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3308,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3309,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3310,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3311,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3312,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3313,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3314,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3315,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3316,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3317,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3318,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3319,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3320,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3321,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3322,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3323,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3324,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3325,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3326,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3327,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3328,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3329,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3330,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3331,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3332,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3333,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3334,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3335,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Built-up
3336,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
3337,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
3338,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
3339,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3340,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3341,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3342,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3343,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3344,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3345,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3346,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3347,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3348,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3349,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3350,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3351,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3352,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3353,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3354,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3355,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3356,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3357,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3358,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3359,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3360,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3361,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3362,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3363,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3364,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3365,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3366,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3367,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3368,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3369,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3370,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3371,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3372,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3373,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3374,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3375,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3376,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
3377,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3378,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3379,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3380,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3381,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3382,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3383,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3384,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3385,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3386,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3387,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
3388,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3389,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3390,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3391,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3392,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
3393,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
3394,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3395,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
3396,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3397,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3398,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3399,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3400,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3401,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3402,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3403,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3404,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3405,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
3406,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3407,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3408,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
3409,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
3410,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
3411,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
3412,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3413,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3414,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3415,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
3416,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3417,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3418,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3419,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3420,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3421,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Built-up
3422,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3423,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3424,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Built-up
3425,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Water,Built-up
3426,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3427,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3428,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Shrubland,Built-up
3429,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Forest
3430,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3431,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
3432,NULL,Built-up,Water,NULL,Water,Shrubland,Shrubland,Forest
3433,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
3434,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Grassland
3435,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Built-up
3436,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
3437,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3438,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
3439,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
3440,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
3441,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
3442,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
3443,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
3444,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
3445,NULL,Built-up,Water,NULL,Water,Built-up,Shrubland,Grassland
3446,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3447,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3448,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3449,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
3450,NULL,Built-up,Water,NULL,Water,Forest,Shrubland,Forest
3451,NULL,Built-up,Water,Non_Water,Water,Shrubland,Shrubland,Bareland
3452,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
3453,NULL,Built-up,Water,Non_Water,Water,Forest,Water,Forest
3454,NULL,Built-up,Water,Water,Water,Bareland,Water,Grassland
3455,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3456,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3457,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3458,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3459,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3460,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3461,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3462,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3463,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3464,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3465,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3466,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3467,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3468,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3469,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3470,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3471,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3472,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3473,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3474,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3475,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3476,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3477,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3478,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3479,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3480,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Bareland
3481,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3482,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3483,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3484,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3485,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3486,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3487,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3488,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3492,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3493,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3494,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3495,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3496,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3497,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3498,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3499,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3500,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3501,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3502,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3503,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3504,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3505,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3506,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3507,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3508,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3509,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3510,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3511,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3512,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3513,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3514,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3515,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3516,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3517,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3518,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3519,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3520,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3521,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3522,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3523,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3524,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3525,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3526,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
3527,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3528,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3529,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3530,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3531,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
3532,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3533,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3534,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3535,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3536,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3537,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3538,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
3539,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3540,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3541,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
3542,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3543,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3544,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
3545,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3546,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3547,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
3548,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3549,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3550,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3551,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
3552,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3553,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3554,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3555,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3556,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3557,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
3558,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3559,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3560,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3561,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3562,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3563,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
3564,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3565,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
3566,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3567,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3568,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3569,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3570,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3571,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3572,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3573,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3574,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3575,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3576,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
3577,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3578,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3579,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3580,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3581,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3582,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3583,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3584,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3585,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3586,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3587,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
3588,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
