Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCU_M_R
1451,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1452,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1453,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1454,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1455,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1456,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1457,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1458,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1459,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1460,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1461,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1462,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1463,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1464,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1465,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1466,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1467,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1470,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1471,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1472,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1473,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1474,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1475,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1476,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1477,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1478,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1479,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1480,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1481,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1482,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1483,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1484,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1485,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1486,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1487,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1488,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1489,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1490,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1491,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1492,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1493,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1494,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1495,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1496,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1497,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1498,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1499,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1500,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1501,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1502,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1503,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1504,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1505,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1506,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1507,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1508,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1509,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1510,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1511,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1512,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1513,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1514,NULL,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1515,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1516,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1517,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1518,NULL,Forest,Water,NULL,Water,Grassland,Water,Forest
1519,NULL,Forest,Water,Water,Water,Grassland,Grassland,Grassland
1520,NULL,Forest,Water,Water,Water,Grassland,Water,Forest
1521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1524,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1525,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1526,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1527,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1528,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1529,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1530,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1531,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1532,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1533,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1534,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1535,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1536,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1537,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1538,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1539,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1540,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1541,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1542,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1543,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1544,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1545,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1546,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1547,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1548,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1549,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1550,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1551,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1552,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1553,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1554,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1555,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1556,NULL,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1557,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1558,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1559,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1560,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1561,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1562,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1563,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1564,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1565,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1566,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1567,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1568,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1569,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1570,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1571,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1572,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1573,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
1574,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1575,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1576,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1577,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1578,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1579,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1580,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1581,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1582,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1583,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1584,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1585,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1586,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1587,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1588,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1589,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1590,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1591,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1592,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1593,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1594,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1595,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1596,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1597,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1598,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1599,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1600,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1601,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1602,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1603,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1604,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1605,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1606,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1607,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1608,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1609,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1610,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1611,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1612,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1613,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
1614,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1615,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1616,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1617,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1618,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1679,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1680,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1681,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1682,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1683,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1684,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1685,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1686,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1687,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1688,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1689,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
1690,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1691,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1692,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1693,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1694,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1695,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1696,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1697,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1698,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1699,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1700,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1701,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1702,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1703,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1704,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1705,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1706,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1707,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1708,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1709,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1710,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1711,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1712,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1713,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1714,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1715,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1716,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1717,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1718,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1719,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1720,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1721,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1722,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1723,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1724,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1725,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1726,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1727,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1728,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1729,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1730,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1731,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1732,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1733,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1734,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1735,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1736,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1737,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1738,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1739,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1740,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1741,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1742,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1743,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1744,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1745,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1746,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1747,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1748,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1749,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1750,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1751,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1752,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1753,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1754,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1755,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1756,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1757,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1758,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1759,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1760,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
1761,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1762,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1763,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1764,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1765,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1766,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1767,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1768,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1769,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1770,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
