Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQU_M_R
911,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
912,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
913,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
914,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
915,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
916,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
917,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
918,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
919,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
920,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
921,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
922,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
923,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
924,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
925,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
926,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
927,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
928,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
929,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
930,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
931,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
932,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
933,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
934,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
935,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
936,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
937,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
938,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
939,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
940,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
941,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
942,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
943,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
944,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
945,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
946,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
947,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
948,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
949,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
950,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
951,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
952,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
953,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
954,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
955,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
956,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
957,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
958,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
959,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
960,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
961,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
962,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
963,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
964,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
965,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
966,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
967,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
968,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
969,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
970,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
971,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
972,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
973,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
974,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
975,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
976,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
977,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
978,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
979,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
980,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
981,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
982,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
983,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
984,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
985,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
986,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
987,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
988,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
989,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
990,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
991,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
992,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
993,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
994,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
995,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
996,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
997,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
998,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
999,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1000,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1001,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1002,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1003,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1004,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1005,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1006,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1007,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1008,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1009,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1010,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1011,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1012,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1013,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1014,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1015,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1016,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1017,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1018,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1019,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1020,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1021,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1022,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1023,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1030,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1031,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1032,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1033,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1034,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1035,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1036,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1037,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1038,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1039,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1040,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1042,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1043,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1044,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1045,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1046,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1047,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1048,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1049,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1050,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1051,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1052,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1053,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1054,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1055,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1056,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1057,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1058,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1059,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1060,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1061,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1062,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1063,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1064,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1065,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1066,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1067,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1068,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1069,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1070,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1071,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1072,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1073,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1074,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1075,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1076,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1077,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1078,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
1079,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1080,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1081,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1082,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1083,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1084,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1085,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1086,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1087,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1088,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1089,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1090,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1091,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1092,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1093,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1094,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1095,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1096,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1097,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1098,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1099,Grassland,NULL,Water,Water,Water,Water,Water,Water
1100,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1101,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1102,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1103,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1106,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1107,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1108,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1110,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1111,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1112,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1113,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1114,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1115,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1116,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1118,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1119,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1120,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1121,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1122,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1123,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1124,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1125,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1126,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1127,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1128,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1129,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1130,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1131,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1132,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1133,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1134,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1135,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1136,Grassland,Water,Water,Water,Water,Water,Water,Wetland
1137,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1138,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1139,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1140,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1141,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1142,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1143,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1144,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1145,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1146,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1147,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1148,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1149,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1150,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1151,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1152,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1153,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1154,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1155,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1156,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1157,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1158,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
1159,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1160,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1161,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1162,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1163,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1164,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1165,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1166,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1167,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1169,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1171,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1172,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1173,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1174,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1175,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1177,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1178,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1179,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1180,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1181,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1182,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1183,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1184,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1185,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1186,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1187,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1188,Cropland,NULL,Water,Water,Water,Water,Water,Water
1189,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1190,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1191,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1192,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1193,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1194,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1195,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1196,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1197,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1198,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1199,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1200,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1201,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1202,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1203,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1204,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1205,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1206,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1207,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1208,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1209,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1210,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1211,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1212,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1213,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1214,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1215,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1216,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1217,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1218,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1219,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1220,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1221,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1223,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1224,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1225,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1226,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1227,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1228,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1229,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1230,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1231,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
1232,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1233,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1234,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1235,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
1236,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1237,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1238,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1239,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1240,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
1241,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1242,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1243,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1244,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
