Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNK_M_R
336,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
337,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
338,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
339,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
340,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
341,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
342,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
343,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
344,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
345,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
346,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
347,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
348,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
349,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
350,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
351,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
352,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
354,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
355,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
356,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
357,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
359,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
361,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
362,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
364,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
365,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
366,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
367,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
369,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
370,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
371,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
373,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
374,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
376,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
377,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
378,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
379,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
380,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
381,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
382,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
383,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
384,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
385,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
386,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
387,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
390,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
391,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
392,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
393,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
394,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
395,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
396,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
397,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
398,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
399,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
400,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
401,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
402,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
403,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
406,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
407,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
408,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
409,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
411,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
412,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
413,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
417,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
420,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
422,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
423,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
425,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
426,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
428,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
430,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
431,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
432,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
434,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
435,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
436,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
438,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
439,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
440,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
441,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
442,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
443,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
444,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
445,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
446,Water,NULL,Water,Water,Water,NULL,NULL,Water
447,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
448,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
449,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
450,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
451,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
453,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
454,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
455,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
456,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
457,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
458,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
459,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
460,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
461,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
462,Water,Wetland,Water,Water,Water,NULL,NULL,Water
463,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
464,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
465,Water,Bareland,Water,Water,Water,NULL,NULL,Water
466,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
467,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
468,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
469,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
470,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
471,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
472,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
474,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
475,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
477,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
478,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
480,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
481,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
482,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
483,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
484,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
485,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
486,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
487,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
488,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
489,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
490,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
492,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
494,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
495,Water,Water,Water,NULL,Water,NULL,NULL,Water
496,Water,Water,Water,NULL,Water,NULL,NULL,Forest
497,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
498,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
499,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
500,Water,Water,Water,Water,Water,NULL,NULL,Grassland
501,Water,Water,Water,Water,Water,NULL,NULL,Wetland
502,Water,Water,Water,Water,Water,NULL,NULL,Water
503,Water,Water,Water,Water,Water,NULL,NULL,Forest
504,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
505,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
506,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
507,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
508,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
510,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
511,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
512,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
514,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
515,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
516,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
517,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
518,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
520,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
521,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
523,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
526,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
527,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
528,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
529,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
530,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
531,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
532,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
533,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
534,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
535,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
536,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
537,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
538,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
539,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
540,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
541,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
542,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
543,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
545,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
546,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
548,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
551,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
552,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
554,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
555,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
556,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
557,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
559,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
561,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
562,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
563,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
564,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
567,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
568,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
569,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
571,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
572,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
573,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
574,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
575,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
577,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
578,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
579,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
580,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
581,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
582,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
583,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
584,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
585,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
586,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
587,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
588,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
590,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
591,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
592,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
593,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
594,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
595,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
596,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
598,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
599,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
600,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
601,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
602,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
603,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
604,Forest,NULL,Water,Water,Water,NULL,NULL,Water
605,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
606,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
614,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
618,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
619,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
620,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
621,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
622,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
623,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
625,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
626,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
627,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
631,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
632,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
633,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
634,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
635,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
636,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
637,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
638,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
639,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
643,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
645,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
646,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
647,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
648,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
649,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
650,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
651,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
652,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
653,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
654,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
655,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
656,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
657,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
658,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
659,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
660,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
661,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
662,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
663,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
664,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
665,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
666,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
667,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
668,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
669,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
670,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
672,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
674,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
675,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
676,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
677,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
678,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
679,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
680,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
681,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
682,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
683,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
684,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
685,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
686,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
