Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNH_M_R
3478,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3479,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3480,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3481,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3482,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3483,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3484,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3485,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3486,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3487,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3488,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3489,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3490,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3491,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
3492,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3493,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
3494,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3495,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3496,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
3497,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3498,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
3499,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3500,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
3501,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
3502,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3503,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3504,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3505,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3506,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3507,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3508,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
3509,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
3510,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3511,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
3512,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3513,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3514,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3515,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3516,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3517,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3518,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3519,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
3520,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
3521,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
3522,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3523,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3524,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3525,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
3526,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3527,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3528,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
3529,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3530,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3531,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
3532,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3533,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
3534,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
3535,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3536,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3537,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
3538,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
3539,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
3540,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
3541,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
3542,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
3543,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
3544,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
3545,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,NULL
3546,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Cropland
3547,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
3548,NULL,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3549,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3550,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3551,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3552,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3553,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3554,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3555,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3556,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
3557,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3558,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3559,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3560,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3561,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3562,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3563,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3564,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3565,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3566,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3567,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3568,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3569,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3570,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3571,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3572,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
3573,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3574,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3575,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3576,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3577,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3578,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3579,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3580,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3581,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3582,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3583,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3584,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3585,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3586,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3587,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
3588,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3589,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3590,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3591,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3592,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3593,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3594,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3595,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3596,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3597,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3598,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3599,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3600,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3601,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3602,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3603,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3604,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3605,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
3606,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3607,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3608,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3609,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3610,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3611,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3612,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3613,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3614,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3615,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3616,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
3617,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3618,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3619,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3620,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3621,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3622,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3623,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3624,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
3625,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3626,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
3627,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
3628,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3629,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
3630,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3631,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
3632,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
3633,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
3634,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3635,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3636,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
3637,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
3638,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3639,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3640,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3641,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3642,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3643,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3644,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3645,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3646,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3647,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3648,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3649,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3650,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3651,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3652,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3653,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3654,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3655,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3656,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3657,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3658,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3659,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3660,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3661,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3662,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3663,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3664,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3665,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3666,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3667,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3668,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3669,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3670,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3671,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3672,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3673,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3674,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3698,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3699,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3726,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3759,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3760,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
3761,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
3762,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
3763,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
3764,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
3765,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3766,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3767,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3768,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3769,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3770,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3771,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3772,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3773,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3774,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3775,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3776,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3777,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3778,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3779,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3780,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3781,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3782,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3783,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3784,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3785,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3786,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3787,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3788,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3789,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3790,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3791,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3792,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
