Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDB_M_R
3325,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3326,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3327,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3328,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3329,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3330,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
3331,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3332,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
3333,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3334,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3335,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
3336,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
3337,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3338,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3339,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
3340,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
3341,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
3342,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
3343,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
3344,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3345,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3346,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3347,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
3348,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
3349,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3350,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3351,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3352,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3353,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3354,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3355,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3356,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3357,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3358,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3359,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3360,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3361,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3362,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3363,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3364,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3365,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3366,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3367,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3368,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3369,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3370,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3371,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3372,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3373,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3374,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3375,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3376,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3377,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3378,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3379,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3380,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3381,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3382,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3383,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3384,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3385,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3386,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3387,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3388,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
3389,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3390,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3391,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3392,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3393,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3394,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
3395,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3396,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3397,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3398,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3399,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3400,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3401,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3402,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3403,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3404,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3405,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3406,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3407,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3408,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3409,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3410,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3411,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3412,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3413,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3414,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3415,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3416,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3417,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3418,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3419,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
3420,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3421,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3422,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3423,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3424,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3425,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
3426,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3427,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3428,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3429,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3430,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3431,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3432,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3433,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3434,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3435,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
3436,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3437,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3438,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3454,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3455,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3456,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3457,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3459,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3460,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3461,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3462,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3463,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3464,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3465,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3466,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3467,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3468,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3469,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3470,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3471,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3472,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3473,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3474,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3475,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3476,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3477,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3478,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3479,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3480,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3481,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3482,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3483,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3484,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3485,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3486,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3499,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3500,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3501,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3502,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3503,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3504,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3505,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3506,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3507,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3508,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3509,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3510,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3511,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3512,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3513,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3514,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3515,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3516,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3517,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3518,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3519,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3520,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3521,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3522,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3523,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3524,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3525,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3526,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3527,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
3528,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3529,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3530,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3531,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3532,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3533,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3534,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3535,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3536,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3537,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3538,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3540,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3541,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3542,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3543,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3544,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3545,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3546,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3547,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3548,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3549,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3550,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3551,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3552,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3553,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3554,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3555,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3556,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3557,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3558,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3559,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3560,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3561,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3562,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3563,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3564,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
3565,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3566,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3567,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3568,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3569,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3570,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3571,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3572,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3573,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3574,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3575,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3576,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3577,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3578,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3579,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3580,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3581,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3582,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3583,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3584,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3585,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3586,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3587,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3588,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3589,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3590,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3591,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3592,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3593,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
3594,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
3595,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3596,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3597,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3598,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3599,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3600,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3601,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3602,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3603,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3604,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3605,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3606,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3607,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3608,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
3609,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3610,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3611,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3612,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3622,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3623,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3628,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3629,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3630,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3633,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
