Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWM_M_R
728,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
729,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
730,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
731,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
732,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
734,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
735,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
736,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
737,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
738,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
739,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
740,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
741,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
742,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
743,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
744,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
745,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
746,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
747,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
748,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
749,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
750,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
752,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
753,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
754,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
755,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
757,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
758,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
759,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
760,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
761,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
762,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
764,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
765,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
766,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
767,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
768,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
769,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
770,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
772,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
773,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
774,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
775,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
776,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
777,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
778,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
779,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
780,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
781,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
782,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
783,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
784,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
785,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
786,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
787,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
788,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
789,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
793,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
794,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
795,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
796,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
798,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
799,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
800,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
801,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
803,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
804,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
805,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
806,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
807,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
808,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
811,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
812,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
813,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
814,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
815,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
816,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
817,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
818,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
819,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
820,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
821,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
823,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
824,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
825,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
826,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
827,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
829,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
831,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
833,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
834,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
835,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
836,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
837,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
839,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
840,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
841,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
842,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
843,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
845,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
848,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
849,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
850,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
851,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
852,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
853,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
854,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
855,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
856,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
857,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
867,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
868,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
869,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
870,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
871,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
872,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
873,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
874,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
876,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
878,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
879,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
880,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
881,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
882,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
886,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
887,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
888,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
889,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
890,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
891,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
892,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
893,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
894,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
897,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
898,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
901,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
904,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
907,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
909,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
910,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
911,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
913,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
914,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
915,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
917,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
919,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
920,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
922,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
923,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
926,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
927,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
928,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
929,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
930,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
932,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
933,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
934,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
935,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
937,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
938,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
940,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
941,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
942,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
944,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
945,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
946,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
948,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
949,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
950,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
952,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
954,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
956,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
957,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
958,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
959,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
961,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
962,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
963,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
964,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
968,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
969,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
971,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
972,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
973,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
974,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
976,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
977,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
978,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
979,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
980,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
981,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
983,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
986,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
989,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
993,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
994,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
995,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
998,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
999,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1000,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1001,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1002,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1003,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1006,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1011,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1014,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1015,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1016,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1017,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1018,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1021,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1023,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1028,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1029,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1030,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1037,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1038,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1039,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1040,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1041,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1042,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1043,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1044,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1045,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1046,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1048,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1049,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1050,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1051,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1057,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1058,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
