Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHL_M_R
2217,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2218,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2219,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2220,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2221,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2222,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2223,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2224,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2225,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2226,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2227,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2228,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2229,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2230,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2231,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2232,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2233,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2234,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2235,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2236,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2237,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2238,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2239,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2240,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2241,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2242,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2243,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2244,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2245,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2246,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2247,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2248,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2249,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2250,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2251,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2252,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2253,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2254,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2255,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2256,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
2257,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2258,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2259,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2260,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2261,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2262,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2263,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2264,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
2265,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2266,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2267,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2268,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2269,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2270,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2271,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2272,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
2273,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
2274,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
2275,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2276,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2277,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2278,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2279,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2280,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2281,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
2282,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
2283,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
2284,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
2285,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2286,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2287,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
2288,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2289,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2290,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2291,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2292,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2293,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2294,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2295,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2296,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2297,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2298,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
2299,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2300,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2301,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2302,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
2303,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2304,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
2305,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2306,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2307,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2308,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2309,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2310,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2311,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2312,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2313,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2314,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2315,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2316,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
2317,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2318,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2319,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2320,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2321,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2322,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2323,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2324,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2325,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2326,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2327,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2328,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2329,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2330,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2331,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2332,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2333,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2334,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2335,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2336,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2337,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
2338,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2339,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2340,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2341,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
2342,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2343,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
2344,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
2345,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
2346,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2347,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2348,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2349,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2350,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
2351,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2352,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2353,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2354,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2355,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
2356,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2357,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
2358,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,NULL
2359,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2360,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2361,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
2362,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
2363,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
2364,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
2365,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2366,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
2367,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
2368,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
2369,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2370,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
2371,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2372,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
2373,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2374,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2375,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2376,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2377,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
2378,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,NULL
2379,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2380,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2381,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
2382,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2383,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2384,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
2385,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2386,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2387,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2388,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
2389,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2390,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2391,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2392,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2393,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2394,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2395,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2396,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2397,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
2398,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2399,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2400,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2401,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2402,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2403,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2404,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2405,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2406,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2407,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2408,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2409,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2410,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2411,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2412,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
2413,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2414,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
2415,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Water
2416,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2417,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2418,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
2419,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
2420,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2421,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2422,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2423,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2424,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
2425,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2426,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
2427,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2428,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
2429,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
2430,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2431,NULL,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
2432,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
2433,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2434,NULL,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2435,NULL,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
2436,NULL,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
2437,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2438,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2439,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2440,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2441,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
2442,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
2443,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
2444,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
2445,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2446,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2447,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2448,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2449,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2450,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
2451,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
2452,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Water
2453,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
2454,NULL,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
2455,NULL,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
2456,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2457,NULL,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
2458,NULL,Water,Wetland,Water,Wetland,Bareland,Water,NULL
2459,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2460,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2461,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2462,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2463,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
2464,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2465,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2466,NULL,Water,Wetland,Water,Wetland,Forest,Water,Water
2467,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2468,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2469,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2470,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2471,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2472,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2473,NULL,Water,Water,NULL,Water,NULL,Shrubland,Bareland
2474,NULL,Water,Water,NULL,Water,NULL,Grassland,Forest
2475,NULL,Water,Water,NULL,Water,Shrubland,NULL,Grassland
2476,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
2477,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
2478,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Water
2479,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
2480,NULL,Water,Water,NULL,Water,Shrubland,Wetland,NULL
2481,NULL,Water,Water,NULL,Water,Shrubland,Water,NULL
2482,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
2483,NULL,Water,Water,NULL,Water,Shrubland,Water,Water
2484,NULL,Water,Water,NULL,Water,Shrubland,Water,Forest
2485,NULL,Water,Water,NULL,Water,Shrubland,Forest,Grassland
2486,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2487,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Water
2488,NULL,Water,Water,NULL,Water,Bareland,Bareland,Bareland
2489,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
2490,NULL,Water,Water,NULL,Water,Bareland,Water,Water
2491,NULL,Water,Water,NULL,Water,Water,Water,Grassland
2492,NULL,Water,Water,NULL,Water,Water,Water,Water
2493,NULL,Water,Water,NULL,Water,Forest,Water,Water
2494,NULL,Water,Water,NULL,Water,Forest,Forest,Forest
2495,NULL,Water,Water,Non_Water,Water,Shrubland,Shrubland,Forest
2496,NULL,Water,Water,Non_Water,Water,Shrubland,Water,Forest
2497,NULL,Water,Water,Non_Water,Water,Grassland,Grassland,Forest
2498,NULL,Water,Water,Non_Water,Water,Bareland,Shrubland,NULL
2499,NULL,Water,Water,Non_Water,Water,Bareland,Water,NULL
2500,NULL,Water,Water,Non_Water,Water,Bareland,Water,Bareland
2501,NULL,Water,Water,Non_Water,Water,Bareland,Water,Water
2502,NULL,Water,Water,Non_Water,Water,Bareland,Water,Forest
2503,NULL,Water,Water,Non_Water,Water,Water,Water,Water
2504,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
2505,NULL,Water,Water,Non_Water,Water,Forest,Water,Forest
2506,NULL,Water,Water,Water,Water,NULL,Water,Grassland
2507,NULL,Water,Water,Water,Water,Shrubland,Water,Water
2508,NULL,Water,Water,Water,Water,Shrubland,Water,Forest
2509,NULL,Water,Water,Water,Water,Bareland,Water,NULL
2510,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
2511,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
2512,NULL,Water,Water,Water,Water,Bareland,Water,Water
2513,NULL,Water,Water,Water,Water,Bareland,Water,Forest
2514,NULL,Water,Water,Water,Water,Water,Water,Bareland
2515,NULL,Water,Water,Water,Water,Water,Water,Water
2516,NULL,Water,Water,Water,Water,Water,Water,Forest
2517,NULL,Water,Water,Water,Water,Water,Forest,Water
2518,NULL,Water,Water,Water,Water,Water,Forest,Forest
2519,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2520,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2521,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2522,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2523,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2524,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
2525,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2526,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2527,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2528,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2529,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2530,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2531,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
2532,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2533,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2534,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
2535,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2536,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2537,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2538,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2539,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2540,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2541,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2542,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2543,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2544,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2545,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2546,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2547,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2548,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
2549,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2550,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2551,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2552,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2553,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2554,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2555,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2556,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2557,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2558,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2559,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2560,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
