Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPR_M_R
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
130,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
131,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
132,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
133,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
134,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
135,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
141,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
146,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
147,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
148,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
149,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
150,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
151,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
152,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
153,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
155,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
156,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
157,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
158,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
159,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
160,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
161,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
162,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
163,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
164,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
165,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
166,NULL,Cropland,Water,NULL,Water,Forest
167,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
168,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
169,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
170,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
171,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
172,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
173,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
174,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
175,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
176,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
177,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
178,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
179,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
180,NULL,Wetland,Wetland,NULL,Wetland,Forest
181,NULL,Wetland,Wetland,Water,Wetland,Forest
182,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
183,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
184,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
185,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
186,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
187,NULL,Wetland,Forest,Water,Non_Wetland,Forest
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
189,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
190,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
191,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
192,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
193,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
194,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
195,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
196,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
197,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
198,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
199,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
200,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
201,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
202,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
203,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
204,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
205,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
206,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
207,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
208,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
209,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
210,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Forest
211,NULL,Bareland,Cropland,Water,Non_Wetland,Water
212,NULL,Bareland,Cropland,Water,Non_Wetland,Forest
213,NULL,Bareland,Wetland,NULL,Wetland,Forest
214,NULL,Bareland,Wetland,Water,Wetland,Bareland
215,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
216,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
217,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
218,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
219,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
220,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
221,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
222,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
223,NULL,Bareland,Bareland,Water,Non_Wetland,Water
224,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
225,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
226,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
227,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
228,NULL,Bareland,Water,Water,Water,Grassland
229,NULL,Bareland,Water,Water,Water,Water
230,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
231,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
232,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
233,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
234,NULL,Bareland,Forest,Water,Non_Wetland,Forest
235,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
236,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
237,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
238,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
239,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
240,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
241,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
242,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
249,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
250,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
251,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
252,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
253,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
254,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
255,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
256,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
257,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
258,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
259,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
260,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
261,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
262,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
263,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
264,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
265,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
266,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
267,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
268,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
269,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
270,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
271,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
272,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
273,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
274,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
275,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
276,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
277,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
278,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
279,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
280,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
281,NULL,Built-up,Cropland,Water,Non_Wetland,Water
282,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
283,NULL,Built-up,Wetland,NULL,Wetland,Water
284,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
285,NULL,Built-up,Wetland,Water,Wetland,Bareland
286,NULL,Built-up,Wetland,Water,Wetland,Water
287,NULL,Built-up,Wetland,Water,Wetland,Forest
288,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
289,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
290,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
291,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
292,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
293,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
294,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
295,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
296,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
297,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
298,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
299,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
300,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
301,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
302,NULL,Built-up,Bareland,Water,Non_Wetland,Water
303,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
304,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
305,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
306,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
308,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
309,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
310,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
311,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
312,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
313,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
314,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
315,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
316,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
317,NULL,Built-up,Built-up,Water,Non_Wetland,Water
318,NULL,Built-up,Water,NULL,Water,Grassland
319,NULL,Built-up,Water,NULL,Water,Bareland
320,NULL,Built-up,Water,NULL,Water,Built-up
321,NULL,Built-up,Water,NULL,Water,Water
322,NULL,Built-up,Water,NULL,Water,Forest
323,NULL,Built-up,Water,Non_Water,Water,Forest
324,NULL,Built-up,Water,Water,Water,Grassland
325,NULL,Built-up,Water,Water,Water,Bareland
326,NULL,Built-up,Water,Water,Water,Water
327,NULL,Built-up,Water,Water,Water,Forest
328,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
329,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
330,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
331,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
332,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
333,NULL,Built-up,Forest,NULL,Non_Wetland,Water
334,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
335,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland
336,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
337,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
338,NULL,Built-up,Forest,Water,Non_Wetland,Forest
339,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
340,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
341,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
342,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
343,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
344,NULL,Water,Shrubland,NULL,Non_Wetland,Water
345,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
346,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
347,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
348,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
349,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
350,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
351,NULL,Water,Shrubland,Water,Non_Wetland,Water
352,NULL,Water,Shrubland,Water,Non_Wetland,Forest
353,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
354,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
355,NULL,Water,Grassland,NULL,Non_Wetland,Forest
356,NULL,Water,Grassland,Water,Non_Wetland,Grassland
357,NULL,Water,Grassland,Water,Non_Wetland,Bareland
358,NULL,Water,Grassland,Water,Non_Wetland,Water
359,NULL,Water,Grassland,Water,Non_Wetland,Forest
360,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
361,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
362,NULL,Water,Cropland,NULL,Non_Wetland,Water
363,NULL,Water,Cropland,NULL,Non_Wetland,Forest
364,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
365,NULL,Water,Cropland,Water,Non_Wetland,Grassland
366,NULL,Water,Cropland,Water,Non_Wetland,Forest
367,NULL,Water,Wetland,NULL,Wetland,Bareland
368,NULL,Water,Wetland,Non_Water,Wetland,Bareland
369,NULL,Water,Wetland,Water,Wetland,Grassland
370,NULL,Water,Wetland,Water,Wetland,Bareland
371,NULL,Water,Wetland,Water,Wetland,Water
372,NULL,Water,Wetland,Water,Wetland,Forest
373,NULL,Water,Bareland,NULL,Non_Wetland,NULL
374,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
375,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
376,NULL,Water,Bareland,NULL,Non_Wetland,Water
377,NULL,Water,Bareland,NULL,Non_Wetland,Forest
378,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
379,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
380,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
381,NULL,Water,Bareland,Water,Non_Wetland,Bareland
382,NULL,Water,Bareland,Water,Non_Wetland,Water
383,NULL,Water,Bareland,Water,Non_Wetland,Forest
384,NULL,Water,Built-up,NULL,Non_Wetland,NULL
385,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
386,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
387,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
388,NULL,Water,Built-up,NULL,Non_Wetland,Forest
389,NULL,Water,Water,NULL,Water,Grassland
390,NULL,Water,Water,NULL,Water,Cropland
391,NULL,Water,Water,NULL,Water,Bareland
392,NULL,Water,Water,NULL,Water,Built-up
393,NULL,Water,Water,NULL,Water,Forest
394,NULL,Water,Water,Non_Water,Water,Grassland
395,NULL,Water,Water,Non_Water,Water,Bareland
396,NULL,Water,Water,Non_Water,Water,Water
397,NULL,Water,Water,Water,Water,Grassland
398,NULL,Water,Water,Water,Water,Bareland
399,NULL,Water,Water,Water,Water,Water
400,NULL,Water,Water,Water,Water,Forest
401,NULL,Water,Forest,NULL,Non_Wetland,Grassland
402,NULL,Water,Forest,NULL,Non_Wetland,Cropland
403,NULL,Water,Forest,NULL,Non_Wetland,Bareland
404,NULL,Water,Forest,NULL,Non_Wetland,Water
405,NULL,Water,Forest,NULL,Non_Wetland,Forest
406,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
407,NULL,Water,Forest,Water,Non_Wetland,Forest
408,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
409,NULL,Forest,NULL,NULL,Non_Wetland,Forest
410,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
411,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
412,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
413,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
414,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
415,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
416,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
417,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
418,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
419,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
420,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
421,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
422,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
423,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
424,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
425,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
426,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
427,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
428,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
429,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
430,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
431,NULL,Forest,Cropland,Water,Non_Wetland,Forest
432,NULL,Forest,Wetland,Water,Wetland,Grassland
433,NULL,Forest,Wetland,Water,Wetland,Forest
434,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
