Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXR_M_R
2727,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2728,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2729,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2730,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2731,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2732,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2733,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2734,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2735,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2736,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2737,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
2738,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
2739,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
2740,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2741,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
2742,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2743,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2744,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
2745,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
2746,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2747,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2748,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2749,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Built-up
2750,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
2751,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2752,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
2753,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,NULL,Built-up
2754,NULL,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Forest
2755,NULL,Built-up,Forest,Water,Non_Wetland,Forest,Bareland,Forest
2756,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2757,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2758,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2759,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2760,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2761,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2762,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2763,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2764,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2765,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2766,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2767,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2768,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2769,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Built-up
2770,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
2771,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2772,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2773,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Water
2774,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2775,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
2776,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Water
2777,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2778,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2779,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2780,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2781,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2782,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
2783,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2784,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
2785,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
2786,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2787,NULL,Water,Built-up,Water,Non_Wetland,Water,NULL,Built-up
2788,NULL,Water,Water,NULL,Water,Bareland,NULL,Built-up
2789,NULL,Water,Water,NULL,Water,Bareland,NULL,Water
2790,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
2791,NULL,Water,Water,NULL,Water,Bareland,Water,Bareland
2792,NULL,Water,Water,NULL,Water,Water,NULL,Grassland
2793,NULL,Water,Water,NULL,Water,Water,NULL,Water
2794,NULL,Water,Water,Non_Water,Water,Bareland,Water,Grassland
2795,NULL,Water,Water,Non_Water,Water,Bareland,Water,Built-up
2796,NULL,Water,Water,Water,Water,Grassland,Water,Wetland
2797,NULL,Water,Water,Water,Water,Water,NULL,Water
2798,NULL,Water,Water,Water,Water,Water,Grassland,Water
2799,NULL,Water,Water,Water,Water,Water,Water,Water
2800,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2801,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2802,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2803,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2804,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2805,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2806,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2807,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2808,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2809,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2810,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2811,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2812,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2813,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2814,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2815,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2816,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2817,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2818,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2819,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2820,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2821,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2822,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2823,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2824,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2825,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2826,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2827,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2828,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2829,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2830,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2831,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2832,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2833,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2834,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2835,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2836,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2837,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2838,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2839,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2840,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2841,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2842,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2843,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2844,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2845,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2846,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2847,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2848,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2849,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2850,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2851,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2852,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2853,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2854,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2855,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2856,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2857,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2858,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2859,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2860,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2861,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2862,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2863,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2864,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2865,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2866,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2867,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2868,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2869,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2870,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2871,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2872,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2873,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2874,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2875,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2876,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2877,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2878,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2879,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2880,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2881,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2882,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2883,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2884,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2885,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2886,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2887,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2888,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2889,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2890,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2891,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2892,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2893,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2894,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2895,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2896,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2897,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2898,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2899,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2900,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2901,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2902,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2903,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2904,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2905,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2906,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2907,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2908,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2909,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2910,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2911,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2912,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2913,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2914,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2915,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2916,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2917,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2918,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2919,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2920,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2921,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Water
2922,NULL,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
2923,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2924,NULL,Forest,Wetland,Water,Wetland,Water,Grassland,Water
2925,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
2926,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2927,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2928,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2929,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2930,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2931,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2932,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2933,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2934,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2935,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2936,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2937,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2938,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2939,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
2940,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
2941,NULL,Forest,Water,NULL,Water,Grassland,NULL,Grassland
2942,NULL,Forest,Water,Water,Water,NULL,Water,Water
2943,NULL,Forest,Water,Water,Water,Water,Grassland,Water
2944,NULL,Forest,Water,Water,Water,Water,Water,Water
2945,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2946,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2947,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2948,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2949,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2950,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2951,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2952,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2953,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2954,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2955,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2956,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2957,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2958,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2959,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2960,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2961,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2962,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2963,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2964,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2965,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2966,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2967,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2968,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2969,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2970,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2971,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2972,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2973,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2974,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2975,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2976,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2977,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2978,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2979,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2980,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2981,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2982,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2983,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2984,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2985,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2986,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2987,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2988,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2989,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2990,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2991,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2992,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2993,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2994,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2995,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2996,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2997,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2998,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2999,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3000,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3001,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3002,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3003,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3004,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
3005,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
3006,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
3007,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3008,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3009,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3010,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3011,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3012,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3013,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3014,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3015,NULL,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
3016,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3017,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3018,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3019,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3020,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3021,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3022,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3023,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3024,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3025,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3026,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3027,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3028,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3029,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3030,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3031,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3032,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3033,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3034,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3035,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3036,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3037,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3038,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3039,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3040,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3041,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3042,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3043,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3044,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3045,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3046,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3047,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3048,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3049,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3050,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3051,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3052,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3053,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3054,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3055,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3056,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3057,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3058,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3059,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3060,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3061,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3062,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3063,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3064,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3065,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
