Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGE_M_R
347,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
349,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
350,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
352,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
354,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
355,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
360,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
361,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
364,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
367,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
368,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
370,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
371,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
374,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
375,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
376,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
377,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
380,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
382,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
383,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
384,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
385,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
386,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
387,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
388,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
390,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
394,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
395,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
401,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
403,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
404,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
406,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
407,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
408,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
409,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
410,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
411,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
412,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
414,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
416,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
422,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
424,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
425,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
427,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
429,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
431,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
432,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
433,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
434,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
438,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
440,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
447,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
448,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
450,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
455,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
456,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
457,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
458,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
459,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
463,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
464,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
465,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
466,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
467,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
475,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
478,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
483,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
485,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
486,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
487,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
488,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
490,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
493,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
494,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
495,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
497,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
498,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
499,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
501,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
502,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
503,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
504,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
505,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
506,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
507,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
508,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
509,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
510,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
511,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
512,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
513,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
514,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
517,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
518,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
519,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
520,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
521,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
522,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
523,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
524,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
525,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
526,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
527,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
528,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
529,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
530,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
531,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
532,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
533,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
534,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
535,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
537,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
538,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
539,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
541,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
543,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
545,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
546,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
547,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
549,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
550,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
551,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
552,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
553,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
554,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
555,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
556,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
557,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
558,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
559,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
560,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
561,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
562,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
563,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
564,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
565,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
566,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
567,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
568,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
569,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
570,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
571,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
572,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
573,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
574,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
576,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
577,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
578,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
579,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
580,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
582,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
583,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
584,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
585,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
586,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
587,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
588,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
589,Wetland,Water,Water,Water,Water,NULL,NULL,Water
590,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
591,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
592,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
595,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
596,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
597,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
598,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
599,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
601,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
602,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
603,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
607,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
608,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
610,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
611,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
613,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
614,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
615,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
616,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
617,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
618,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
619,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
620,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
621,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
623,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
625,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
626,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
629,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
630,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
631,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
632,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
633,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
634,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
635,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
636,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
637,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
638,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
639,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
640,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
641,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
643,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
644,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
645,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
647,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
648,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
649,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
652,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
653,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
654,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
656,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
657,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
660,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
661,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
662,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
663,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
664,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
665,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
666,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
667,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
668,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
669,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
670,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
671,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
673,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
674,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
675,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
677,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
678,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
683,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
684,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
685,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
686,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
687,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
688,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
689,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
691,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
692,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
694,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
695,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
696,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
