Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBH_M_R
2867,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2868,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2869,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2870,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2871,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2872,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2873,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2874,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2875,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2876,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2877,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2878,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2879,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2880,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2881,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2882,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2883,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2884,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2885,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2886,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2887,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2888,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2889,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2890,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2891,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2892,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2893,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2894,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2895,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2896,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2897,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2898,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2899,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2900,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2901,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2902,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
2903,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2904,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2905,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2906,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2907,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2908,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2909,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2910,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2911,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2912,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2913,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2914,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2915,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2916,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2917,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2918,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2919,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2920,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2921,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2922,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2923,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2924,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2925,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2926,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2927,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2928,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2929,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2930,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2931,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2932,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2933,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2934,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2935,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2936,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
2937,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2938,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2939,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2940,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2941,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2942,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2943,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2944,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2945,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2946,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2947,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
2948,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2949,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2950,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2951,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2952,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2953,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2954,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2955,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2956,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2957,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2958,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2959,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2960,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2961,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2962,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2963,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2964,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2965,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2966,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2967,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2968,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2969,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2970,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2971,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2972,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2973,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2974,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2975,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2976,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2977,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2978,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2979,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2980,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2981,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2982,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2983,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2984,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2985,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2986,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2987,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2988,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2989,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2990,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2991,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2992,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2993,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2994,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2995,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2996,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2997,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2998,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2999,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3000,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3001,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3002,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3003,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3004,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3005,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3006,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3007,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3008,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3009,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3010,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3011,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3012,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3013,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3014,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3015,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3016,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3017,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3018,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3019,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3020,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3021,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3022,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3023,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3024,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3025,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3026,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3027,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3028,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3029,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3030,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3031,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3032,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3033,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3034,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3035,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3036,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3037,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3038,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3039,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3040,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3041,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3042,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3043,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3044,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3045,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3046,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3047,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3048,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3049,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3050,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3051,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3052,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3053,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3054,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3055,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3056,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3057,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3058,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3059,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3060,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3061,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3062,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3063,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3064,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3065,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3066,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3067,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3068,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3069,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3070,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3071,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3072,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3073,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3074,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3075,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3076,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3077,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3078,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3079,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3080,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3081,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3082,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3083,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3084,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3085,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3086,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3087,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3088,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3089,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3090,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3091,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3092,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3093,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3094,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3095,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3096,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3097,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3098,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3099,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3100,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3101,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3102,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3103,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3104,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3105,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3106,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3107,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3108,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3109,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3110,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3111,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3112,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3113,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3114,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3115,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3116,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3117,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3118,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3119,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3120,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3121,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3122,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3123,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3124,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3125,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3126,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3127,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3128,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3129,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3130,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3131,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3132,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3133,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
3134,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3135,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
3136,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3137,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3138,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3139,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3140,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3141,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3142,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3143,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3144,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3145,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3146,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3147,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3148,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3149,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
3150,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3151,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3152,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3153,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3154,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3155,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3156,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3157,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3158,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3159,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3160,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3161,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3162,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3163,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3164,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3165,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3166,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3167,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3168,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3169,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3170,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3171,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3172,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3173,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3174,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3175,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3176,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3177,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
