Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEU_M_R
25,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
26,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
27,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
28,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
50,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
51,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
52,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
53,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
54,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
59,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
60,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
61,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
62,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
65,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
134,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
135,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
136,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
137,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
138,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
139,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
140,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
142,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
143,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
144,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
145,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
146,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
147,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
148,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
149,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
150,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
151,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
152,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
153,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
154,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
155,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
156,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
157,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
158,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
159,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
160,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
161,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
162,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
163,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
164,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
166,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
167,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
168,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
169,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
170,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
171,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
181,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
183,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
185,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
186,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
191,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
194,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
200,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
204,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
206,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
207,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
210,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
216,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
218,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
222,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
225,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
226,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
227,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
228,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
229,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
230,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
232,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
233,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
234,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
235,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
236,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
240,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
241,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
242,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
243,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
245,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
246,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
247,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
248,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
249,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
250,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
251,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
252,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
253,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
261,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
262,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
263,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
264,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
265,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
266,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
267,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
268,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
269,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
270,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
271,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
272,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
273,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
274,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
275,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
276,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
277,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
278,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
280,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
282,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
283,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
284,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
285,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
286,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
287,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
288,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
289,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
290,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
291,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
293,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
294,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
295,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
296,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
297,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
298,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
299,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
300,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
301,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
302,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
303,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
304,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
305,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
306,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
307,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
308,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
309,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
310,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
311,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
312,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
313,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
314,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
315,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
316,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
317,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
319,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
320,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
321,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
322,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
323,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
324,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
325,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
