Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRC_M_R
343,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
344,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
346,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
351,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
354,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
355,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
357,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
358,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
362,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
363,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
370,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
372,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
374,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
375,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
378,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
381,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
382,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
383,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
388,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
389,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
390,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
391,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
392,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
393,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
394,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
395,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
398,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
399,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
400,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
401,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
402,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
403,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
404,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
405,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
406,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
407,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
408,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
410,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
411,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
412,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
413,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
415,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
416,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
418,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
421,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
424,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
425,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
426,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
428,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
433,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
435,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
436,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
439,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
440,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
441,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
442,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
446,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
447,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
449,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
450,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
451,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
453,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
454,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
456,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
459,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
460,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
461,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
462,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
463,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
464,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
465,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
467,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
469,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
473,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
477,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
479,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
481,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
482,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
484,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
485,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
487,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
489,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
490,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
492,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
493,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
494,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
497,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
498,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
500,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
501,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
502,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
503,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
504,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
505,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
506,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
507,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
508,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
510,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
511,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
516,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
518,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
519,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
521,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
522,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
524,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
526,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
527,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
528,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
530,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
531,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
533,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
534,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
535,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
536,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
538,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
539,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
540,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
542,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
544,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
546,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
547,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
548,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
550,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
551,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
552,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
553,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
555,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
556,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
557,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
559,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
566,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
567,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
568,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
571,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
572,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
573,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
574,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
575,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
576,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
577,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
578,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
579,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
580,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
581,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
582,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
583,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
584,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
586,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
587,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
589,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
590,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
592,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
594,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
595,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
596,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
598,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
600,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
601,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
602,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
603,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
604,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
614,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
615,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
617,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
619,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
620,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
626,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
632,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
634,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
638,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
640,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
641,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
642,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
644,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
645,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
647,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
648,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
649,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
651,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
652,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
653,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
656,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
658,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
659,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
660,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
662,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
663,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
664,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
665,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
666,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
667,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
669,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
670,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
671,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
672,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
673,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
674,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
675,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
676,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
677,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
678,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
679,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
680,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
681,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
682,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
683,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
684,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
685,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
