Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMV_M_R
3806,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3807,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3808,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3809,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3810,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3811,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3812,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
3813,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3814,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3815,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
3816,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3817,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
3818,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
3819,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3820,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3821,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3822,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3823,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3824,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
3825,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3826,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3827,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3828,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3829,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3830,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3831,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3832,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
3833,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3834,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
3835,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3836,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3837,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3838,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3839,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
3840,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3841,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3842,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3843,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3844,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3845,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
3846,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3847,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3848,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3849,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3850,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3851,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
3852,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3853,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3854,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3855,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3856,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3857,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3858,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3859,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
3860,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3861,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3862,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
3863,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3864,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3865,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
3866,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
3867,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3868,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
3869,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3870,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
3871,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
3872,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3873,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
3874,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3875,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
3876,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
3877,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
3878,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3879,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
3880,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3881,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3882,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
3883,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3884,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Forest,Forest
3885,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3886,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3887,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3888,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
3889,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
3890,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
3891,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
3892,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
3893,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
3894,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3895,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3896,NULL,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
3897,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3898,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
3899,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Bareland
3900,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
3901,NULL,Cropland,Wetland,NULL,Wetland,NULL,Water,Bareland
3902,NULL,Cropland,Wetland,NULL,Wetland,NULL,Forest,Grassland
3903,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3904,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3905,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3906,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3907,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3908,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,NULL
3909,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3910,NULL,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
3911,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Bareland
3912,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3913,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3914,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3915,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3916,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,NULL
3917,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
3918,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Cropland
3919,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
3920,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Bareland
3921,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
3922,NULL,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
3923,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,NULL
3924,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3925,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
3926,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Water
3927,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
3928,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
3929,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
3930,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Bareland
3931,NULL,Cropland,Wetland,NULL,Wetland,Water,Water,Water
3932,NULL,Cropland,Wetland,NULL,Wetland,Water,Forest,Grassland
3933,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
3934,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3935,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3936,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3937,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3938,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3939,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3940,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
3941,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
3942,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
3943,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
3944,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
3945,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
3946,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3947,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,NULL
3948,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3949,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
3950,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
3951,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
3952,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
3953,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3954,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
3955,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
3956,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
3957,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
3958,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3959,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
3960,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Bareland
3961,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3962,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
3963,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3964,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3965,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3966,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3967,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
3968,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3969,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
3970,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3971,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3972,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3973,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3974,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3975,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3976,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3977,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
3978,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
3979,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3980,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3981,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
3982,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3983,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
3984,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
3985,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
3986,NULL,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Water
3987,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
3988,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
3989,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3990,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
3991,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3992,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
3993,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Water
3994,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,NULL
3995,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,NULL
3996,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3997,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Cropland
3998,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3999,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Bareland
4000,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
4001,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4002,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4003,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
4004,NULL,Cropland,Wetland,Non_Water,Wetland,Forest,Water,NULL
4005,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
4006,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
4007,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
4008,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
4009,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
4010,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,NULL
4011,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
4012,NULL,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
4013,NULL,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Water
4014,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4015,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
4016,NULL,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
4017,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
4018,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Cropland
4019,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
4020,NULL,Cropland,Wetland,Water,Wetland,Water,NULL,Water
4021,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Grassland
4022,NULL,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
4023,NULL,Cropland,Wetland,Water,Wetland,Water,Water,NULL
4024,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
4025,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Cropland
4026,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
4027,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
4028,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Water
4029,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4030,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
4031,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4032,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
4033,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
4034,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
4035,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Water
4036,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
4037,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
4038,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4039,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4040,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4041,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
4042,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4043,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4044,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
4045,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
4046,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4047,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4048,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4049,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4050,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
4051,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
4052,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4053,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
4054,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4055,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4056,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4057,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
4058,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4059,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
4060,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
4061,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
4062,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4063,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
4064,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4065,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4066,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4067,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4068,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4069,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4070,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
4071,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4072,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4073,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4074,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4075,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4076,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
4077,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4078,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4079,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
4080,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4081,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4082,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4083,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4084,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4085,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4086,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4087,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4088,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4089,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4090,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
4091,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
4092,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4093,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
4094,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4095,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4096,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
4097,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4098,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4099,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
4100,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4101,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
4102,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
4103,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
4104,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
4105,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
4106,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
4107,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4108,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4109,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4110,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
4111,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4112,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
4113,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4114,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4115,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
4116,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4117,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4118,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4119,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4120,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
4121,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4122,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4123,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4124,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4125,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4126,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4127,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4128,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4129,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
4130,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
4131,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4132,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
