Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKD_M_R
1527,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1528,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1529,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,NULL
1530,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
1531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1539,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1540,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1541,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1542,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1543,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1544,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1545,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1546,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
1547,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1548,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1554,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1555,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1556,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
1557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
1559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1560,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1568,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1569,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1570,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Water
1571,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1572,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1573,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1574,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1575,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1576,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1577,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
1578,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1580,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1582,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1585,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1586,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1588,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1591,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1592,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1593,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1594,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1595,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1596,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1597,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1598,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1599,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1600,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1601,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1602,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1603,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1604,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1605,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1606,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1607,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1608,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1609,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Shrubland,Grassland
1610,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,NULL
1611,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1612,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
1613,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1614,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
1615,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
1616,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1617,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
1618,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Wetland
1619,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Bareland
1620,NULL,NULL,Water,NULL,Water,NULL,Shrubland,Water
1621,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1622,NULL,NULL,Water,NULL,Water,NULL,Grassland,Cropland
1623,NULL,NULL,Water,NULL,Water,NULL,Grassland,Bareland
1624,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1625,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1626,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1627,NULL,NULL,Water,NULL,Water,NULL,Water,Water
1628,NULL,NULL,Water,NULL,Water,NULL,Forest,Wetland
1629,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1630,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Water
1631,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1632,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1633,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Wetland
1634,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Bareland
1635,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1636,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1637,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
1638,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1639,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Water
1640,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
1641,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
1642,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Water
1643,NULL,NULL,Water,NULL,Water,Shrubland,Water,NULL
1644,NULL,NULL,Water,NULL,Water,Shrubland,Water,Grassland
1645,NULL,NULL,Water,NULL,Water,Shrubland,Water,Bareland
1646,NULL,NULL,Water,NULL,Water,Shrubland,Water,Water
1647,NULL,NULL,Water,NULL,Water,Shrubland,Water,Forest
1648,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
1649,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
1650,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1651,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1652,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1653,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1654,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Cropland
1655,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1656,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Bareland
1657,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Water
1658,NULL,NULL,Water,NULL,Water,Grassland,Grassland,NULL
1659,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1660,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1661,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1662,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1663,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1664,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1665,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
1666,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Water
1667,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
1668,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1669,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
1670,NULL,NULL,Water,NULL,Water,Cropland,NULL,Grassland
1671,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
1672,NULL,NULL,Water,NULL,Water,Wetland,NULL,Cropland
1673,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
1674,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
1675,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Wetland
1676,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
1677,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
1678,NULL,NULL,Water,NULL,Water,Wetland,Grassland,NULL
1679,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1680,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1681,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1682,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1683,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
1684,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
1685,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
1686,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1687,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1688,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,NULL
1689,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
1690,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
1691,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Water
1692,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
1693,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1694,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
1695,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1696,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1697,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1698,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1699,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1700,NULL,NULL,Water,NULL,Water,Bareland,Water,Wetland
1701,NULL,NULL,Water,NULL,Water,Bareland,Water,Bareland
1702,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1703,NULL,NULL,Water,NULL,Water,Bareland,Water,Forest
1704,NULL,NULL,Water,NULL,Water,Bareland,Forest,NULL
1705,NULL,NULL,Water,NULL,Water,Bareland,Forest,Wetland
1706,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
1707,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
1708,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Bareland
1709,NULL,NULL,Water,NULL,Water,Water,NULL,NULL
1710,NULL,NULL,Water,NULL,Water,Water,NULL,Bareland
1711,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1712,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
1713,NULL,NULL,Water,NULL,Water,Water,Shrubland,NULL
1714,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
1715,NULL,NULL,Water,NULL,Water,Water,Shrubland,Wetland
1716,NULL,NULL,Water,NULL,Water,Water,Shrubland,Bareland
1717,NULL,NULL,Water,NULL,Water,Water,Shrubland,Water
1718,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1719,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
1720,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1721,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
1722,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
1723,NULL,NULL,Water,NULL,Water,Water,Water,Water
1724,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Water
1725,NULL,NULL,Water,NULL,Water,Forest,Shrubland,Forest
1726,NULL,NULL,Water,NULL,Water,Forest,Water,Forest
1727,NULL,NULL,Water,NULL,Water,Forest,Forest,Forest
1728,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1729,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
1730,NULL,NULL,Water,Non_Water,Water,NULL,Water,NULL
1731,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
1732,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,NULL
1733,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1734,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
1735,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1736,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
1737,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
1738,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Water
1739,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1740,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
1741,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1742,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
1743,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
1744,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1745,NULL,NULL,Water,Non_Water,Water,Grassland,Water,NULL
1746,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1747,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
1748,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
1749,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,Wetland
1750,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,NULL
1751,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1752,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1753,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Grassland
1754,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
1755,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Bareland
1756,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1757,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1758,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Grassland
1759,NULL,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
1760,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1761,NULL,NULL,Water,Non_Water,Water,Water,Water,NULL
1762,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
1763,NULL,NULL,Water,Non_Water,Water,Forest,Forest,Forest
1764,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
1765,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1766,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
1767,NULL,NULL,Water,Water,Water,NULL,NULL,Water
1768,NULL,NULL,Water,Water,Water,NULL,Shrubland,Grassland
1769,NULL,NULL,Water,Water,Water,NULL,Shrubland,Water
1770,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1771,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1772,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1773,NULL,NULL,Water,Water,Water,NULL,Water,Bareland
1774,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
1775,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1776,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
1777,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1778,NULL,NULL,Water,Water,Water,Shrubland,Wetland,Grassland
1779,NULL,NULL,Water,Water,Water,Shrubland,Wetland,Water
1780,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
1781,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1782,NULL,NULL,Water,Water,Water,Shrubland,Water,Wetland
1783,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1784,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1785,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
1786,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1787,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Water
1788,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Forest
1789,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1790,NULL,NULL,Water,Water,Water,Grassland,Grassland,Cropland
1791,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1792,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1793,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1794,NULL,NULL,Water,Water,Water,Grassland,Water,NULL
1795,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1796,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1797,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
1798,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
1799,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
1800,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
1801,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1802,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1803,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1804,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1805,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1806,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
1807,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1808,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1809,NULL,NULL,Water,Water,Water,Bareland,Shrubland,NULL
1810,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Grassland
1811,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Cropland
1812,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Wetland
1813,NULL,NULL,Water,Water,Water,Bareland,Shrubland,Water
1814,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1815,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1816,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
1817,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1818,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
1819,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1820,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
1821,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1822,NULL,NULL,Water,Water,Water,Bareland,Forest,Wetland
1823,NULL,NULL,Water,Water,Water,Water,NULL,Grassland
1824,NULL,NULL,Water,Water,Water,Water,NULL,Water
1825,NULL,NULL,Water,Water,Water,Water,Shrubland,NULL
1826,NULL,NULL,Water,Water,Water,Water,Shrubland,Grassland
1827,NULL,NULL,Water,Water,Water,Water,Shrubland,Wetland
1828,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1829,NULL,NULL,Water,Water,Water,Water,Grassland,Water
1830,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1831,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1832,NULL,NULL,Water,Water,Water,Water,Water,Bareland
1833,NULL,NULL,Water,Water,Water,Water,Water,Water
1834,NULL,NULL,Water,Water,Water,Water,Water,Forest
1835,NULL,NULL,Water,Water,Water,Forest,Shrubland,Cropland
1836,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1837,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1838,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1839,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1840,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1841,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1842,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1843,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1844,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1845,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1846,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1847,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
1848,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1849,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1850,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1851,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1852,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1853,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1854,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1855,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1856,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1857,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1858,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1859,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1860,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1861,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
1862,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1863,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1864,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1865,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1866,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1867,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1868,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1869,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1870,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1871,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1872,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1873,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1874,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1875,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1876,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1877,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1878,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1879,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1880,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1881,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1882,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1883,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1884,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1885,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1886,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1887,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1888,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1889,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1890,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
