Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHC_M_R
878,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
879,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
880,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
881,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
882,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
884,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
885,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
886,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
887,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
888,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
889,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
890,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
891,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
892,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
893,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
894,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
895,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
897,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
898,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
899,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
900,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
901,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
902,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
903,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
904,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
905,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
906,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
907,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
908,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
909,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
910,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
911,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
912,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
913,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
914,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
915,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
916,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
917,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
918,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
919,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
920,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
921,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
923,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
924,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
925,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
926,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
927,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
928,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
929,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
930,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
931,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
932,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
933,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
934,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
935,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
936,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
937,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
938,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
939,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
940,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
941,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
942,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
943,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
944,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
945,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
946,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
947,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
948,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
949,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
950,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
951,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
952,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
953,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
954,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
955,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
956,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
957,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
959,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
962,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
963,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
964,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
965,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
966,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
967,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
968,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
970,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
971,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
972,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
973,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
974,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
975,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
976,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
977,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
978,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
979,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
981,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
982,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
983,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
984,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
985,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
986,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
988,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
989,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
990,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
992,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
993,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
994,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
995,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
996,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
997,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
998,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
999,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1000,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1001,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1002,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1003,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1004,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1005,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1006,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1007,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1008,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1009,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1010,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1011,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1012,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1013,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1014,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1016,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1018,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1019,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1020,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1021,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1024,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1025,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1026,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1028,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1029,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1031,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1032,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1033,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1034,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
1035,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1036,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1037,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1038,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1041,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1042,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1043,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1044,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1046,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1048,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1049,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1050,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1052,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1053,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1055,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1056,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1058,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1061,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1062,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1063,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1067,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1069,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1070,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1071,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1072,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1074,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1075,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1076,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1079,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1080,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1081,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1082,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1084,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1088,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1089,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1090,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1091,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1092,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1093,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1094,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1095,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1096,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1097,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1098,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1099,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1100,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1101,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1102,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1103,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1104,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1106,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1107,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1108,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1109,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1111,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1112,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1113,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1114,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1115,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1117,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1118,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1120,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1121,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1123,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1125,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1127,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1128,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1129,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1130,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1131,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1132,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1135,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1137,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1139,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1140,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1142,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1143,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1144,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1145,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1146,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1149,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1151,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1154,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1157,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1158,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1159,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1160,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1161,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1164,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1165,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1167,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1168,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1169,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1170,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1171,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1172,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1173,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1174,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1175,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1176,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1177,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1178,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1179,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1180,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1181,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1182,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1184,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1186,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1187,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1188,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1189,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1190,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1192,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1193,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1194,Cropland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1195,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1196,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1197,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1198,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1199,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1200,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1201,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1203,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1205,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1207,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1208,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1209,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1210,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1213,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1214,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1215,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
