Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGL_M_R
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
67,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
68,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
69,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
71,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
72,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
73,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
74,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
76,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
79,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
80,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
81,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
82,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
83,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
84,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
85,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
86,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
87,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
88,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
89,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
90,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
92,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
93,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
95,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
96,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
98,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
99,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
100,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
101,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
106,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
108,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
109,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
110,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
111,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
112,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
113,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
114,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
115,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
116,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
117,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
118,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
119,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
120,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
121,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
122,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
123,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
124,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
125,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
126,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
127,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
128,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
129,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
130,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
131,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
132,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
133,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
134,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
135,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
136,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
137,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
138,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
139,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
140,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
141,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
142,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
143,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
144,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
145,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
146,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
147,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
148,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
149,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
150,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
151,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Bareland
152,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
154,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
155,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
156,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
157,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
158,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,NULL
159,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
160,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
161,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
162,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
163,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
164,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
165,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
166,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
167,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
168,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
169,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
170,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
171,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
172,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
173,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
174,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
175,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
176,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
177,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
178,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
179,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
180,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
181,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
182,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
183,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
184,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
185,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
186,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
187,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
188,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
189,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
190,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
191,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Built-up
192,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
193,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
194,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
195,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
196,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
197,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
198,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
199,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
200,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
201,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
202,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
203,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
204,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
205,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
206,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
207,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
208,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
209,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
210,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
211,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
212,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
213,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
214,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
215,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
216,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
217,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
218,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
219,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
220,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
221,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
222,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
223,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
224,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
225,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
226,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
227,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
228,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
229,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
230,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
231,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
232,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
234,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
235,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
236,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
237,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
238,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
239,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
240,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
241,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
242,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
243,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
244,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
245,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
246,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
247,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
248,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
249,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
250,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
251,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
252,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
253,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
254,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
255,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
256,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
257,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
258,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
259,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
260,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
261,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
262,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
263,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
268,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
270,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
271,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
272,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
274,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
275,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
276,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
277,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
278,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
279,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
280,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
281,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
282,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
283,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
284,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
285,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
286,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
287,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
288,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
289,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
290,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
292,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
293,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
294,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
295,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
296,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
297,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
298,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
299,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
300,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
301,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
302,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
303,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
304,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
305,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
306,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
307,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
308,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
309,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
310,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
311,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
312,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
313,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
314,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
315,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
316,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Built-up
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
319,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
320,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
321,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
322,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
323,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
324,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
325,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
326,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
327,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
