Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXP_M_R
344,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
346,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
347,NULL,Forest,Water,Water,Water,NULL,NULL,Water
348,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
359,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
360,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
361,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
363,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
372,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
373,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
375,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
376,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
378,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
380,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
381,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
382,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
383,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
384,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
385,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
387,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
388,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
389,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
390,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
391,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
392,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
393,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
394,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
395,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
398,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
399,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
402,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
404,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
405,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
406,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
407,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
408,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
409,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
410,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
411,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
412,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
413,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
414,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
416,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
417,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
422,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
424,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
425,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
434,Grassland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
435,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
436,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
437,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
439,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
448,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
449,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
450,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
451,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
452,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
453,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
454,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
455,Grassland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
457,Grassland,Water,Water,Water,Water,NULL,NULL,Water
458,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
459,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
463,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
466,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
467,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
471,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
475,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
478,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
480,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
481,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
482,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
483,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
484,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
485,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
488,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
489,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
490,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
494,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
496,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
497,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
498,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
499,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
500,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
502,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
503,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
504,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
505,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
507,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
508,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
509,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
512,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
514,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
515,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
516,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
519,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
523,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
529,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
530,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
531,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
532,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
533,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
534,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
535,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
536,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
537,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
538,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
539,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
540,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
541,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
542,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
543,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
544,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
545,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
547,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
550,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
551,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
553,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
554,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
556,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
557,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
559,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
560,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
562,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
563,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
564,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
565,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
566,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
567,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
568,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
569,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
570,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
572,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
573,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
574,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
575,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
577,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
578,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
580,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
581,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
582,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
583,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
585,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
591,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
598,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
599,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
600,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
602,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
603,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
605,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
606,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
607,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
608,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
609,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
610,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
611,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
612,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
613,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
614,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
615,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
616,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
618,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
619,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
620,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
622,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
623,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
625,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
626,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
627,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
628,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
629,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
630,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
631,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
637,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
641,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
643,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
644,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
647,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
650,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
651,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
652,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
653,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
655,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
656,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
657,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
659,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
660,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
662,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
663,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
664,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
666,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
668,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
669,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
670,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
674,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
675,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
677,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
678,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
679,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
680,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
681,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
682,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
683,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
684,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
685,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
686,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
687,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
688,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
689,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
690,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
