Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFK_M_R
2539,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2540,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2541,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2542,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2543,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2544,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2545,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2546,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2547,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2548,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2549,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2550,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2551,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
2552,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2553,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Forest
2554,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
2555,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2556,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2557,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2558,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
2559,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2560,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
2561,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
2562,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
2563,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
2564,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
2565,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
2566,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
2567,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Forest
2568,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
2569,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
2570,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
2571,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Bareland
2572,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Forest
2573,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
2574,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2575,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
2576,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
2577,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
2578,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
2579,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2580,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
2581,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Forest
2582,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2583,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
2584,Grassland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
2585,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2586,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2587,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Water
2588,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
2589,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Water
2590,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2591,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
2592,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
2593,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
2594,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
2595,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
2596,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
2597,Grassland,NULL,Water,NULL,Water,Water,Bareland,Grassland
2598,Grassland,NULL,Water,NULL,Water,Water,Bareland,Forest
2599,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
2600,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
2601,Grassland,NULL,Water,NULL,Water,Water,Water,Bareland
2602,Grassland,NULL,Water,NULL,Water,Water,Water,Water
2603,Grassland,NULL,Water,NULL,Water,Water,Water,Forest
2604,Grassland,NULL,Water,NULL,Water,Water,Forest,Water
2605,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
2606,Grassland,NULL,Water,NULL,Water,Forest,Water,Grassland
2607,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
2608,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
2609,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
2610,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
2611,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2612,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2613,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
2614,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Water
2615,Grassland,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
2616,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
2617,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
2618,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
2619,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
2620,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Water
2621,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
2622,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
2623,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
2624,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Forest
2625,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
2626,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2627,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
2628,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
2629,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
2630,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
2631,Grassland,NULL,Water,Water,Water,Grassland,Bareland,Grassland
2632,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2633,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
2634,Grassland,NULL,Water,Water,Water,Grassland,Water,Forest
2635,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
2636,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
2637,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Forest
2638,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
2639,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
2640,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
2641,Grassland,NULL,Water,Water,Water,Water,Grassland,Bareland
2642,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
2643,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
2644,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
2645,Grassland,NULL,Water,Water,Water,Water,Water,Bareland
2646,Grassland,NULL,Water,Water,Water,Water,Water,Water
2647,Grassland,NULL,Water,Water,Water,Water,Water,Forest
2648,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2649,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2650,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2651,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2652,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2653,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2654,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2655,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2656,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2657,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2658,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2659,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2660,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2661,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2662,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2663,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2664,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2665,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2666,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2667,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2668,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2669,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2670,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2671,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2672,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2673,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2674,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2675,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2676,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2677,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2678,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2679,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2680,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2681,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2682,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2683,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2684,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2685,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2686,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2687,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2688,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2689,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2690,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2691,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2692,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2693,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2694,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2695,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2696,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2697,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2698,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2699,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2700,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2701,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2702,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2703,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2704,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2705,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2706,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2707,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2708,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2709,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2710,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2711,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2712,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2713,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
2714,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2715,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2716,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2717,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2718,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2719,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2720,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2721,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Bareland
2722,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2723,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2724,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2725,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2730,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2731,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2732,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2733,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2734,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2735,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2736,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2737,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2738,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2739,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2740,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2741,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2742,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2743,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2744,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2745,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2746,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2747,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2748,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2749,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Bareland
2750,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2751,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2752,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
2753,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2754,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2755,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2756,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2757,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2758,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
2759,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Bareland
2760,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
2761,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2762,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2763,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2764,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2765,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2766,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
2767,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
2768,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2769,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Water
2770,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2771,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2772,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Water
2773,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2774,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2775,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2776,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2777,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
2778,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Bareland
2779,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
2780,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
2781,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
2782,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2783,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2784,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
2785,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
2786,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2787,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2788,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
2789,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
2790,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
2791,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2792,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2793,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2794,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2795,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2796,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2797,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2798,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2799,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2800,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2801,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2802,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2803,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2804,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2805,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2806,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2807,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2808,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2809,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2810,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2811,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2812,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2813,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2814,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2815,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2816,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2817,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2818,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2819,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2820,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2821,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2822,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2823,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2824,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2825,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2826,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2827,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2828,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2829,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2830,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2831,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2832,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2833,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
2834,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2835,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2836,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
2837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2856,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2857,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2858,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2859,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2860,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2861,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
2862,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2863,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2864,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2865,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2870,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2871,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2872,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2873,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
