Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R
1251,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1252,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1253,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1254,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1255,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1256,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1257,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1258,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1259,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1260,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1261,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1262,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1263,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1264,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1265,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1266,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1267,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1268,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1269,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1270,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1271,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1272,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1273,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1274,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1275,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1276,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1277,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1278,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
1279,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1280,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
1281,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
1282,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1283,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1284,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1285,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1286,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1287,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1288,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1289,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1290,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1291,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1292,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1293,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1294,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1295,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1296,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1297,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1298,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1299,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1300,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1301,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1302,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1303,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1304,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1305,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1306,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1307,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1308,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1309,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1310,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1311,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1312,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1313,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1314,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1315,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1316,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1317,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1318,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1319,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1320,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1321,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1322,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1323,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1324,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1325,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1326,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1327,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1328,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1329,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1330,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1331,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1332,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1333,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1334,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1335,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1336,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1337,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1338,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1339,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1340,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1341,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1342,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1343,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1344,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1345,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1346,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1347,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1348,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
1349,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1350,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1351,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1352,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1353,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1354,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1355,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Forest
1356,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1357,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1358,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1359,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1360,Grassland,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
1361,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1362,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1363,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1364,Grassland,NULL,Water,NULL,Water,Water,Bareland,Grassland
1365,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1366,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1367,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
1368,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
1369,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1370,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
1371,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1372,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1373,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1374,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
1375,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1376,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1377,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1378,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
1379,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1380,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
1381,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1382,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
1383,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1384,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1385,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
1386,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1387,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1388,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
1389,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
1390,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
1391,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1392,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
1393,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1394,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1395,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1396,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1397,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1398,Grassland,NULL,Water,Water,Water,Water,Water,Water
1399,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1400,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1401,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1402,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1403,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1404,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1405,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1406,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1407,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1408,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1409,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1410,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1411,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1412,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1413,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1414,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1415,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1416,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1417,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1418,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1419,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1420,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1421,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1422,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1423,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1424,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1425,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1426,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1427,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1428,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1429,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1430,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1434,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1435,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1436,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1437,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1438,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1439,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1440,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1441,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1442,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
1443,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1444,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1445,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1446,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1447,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1448,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1449,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1450,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1451,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1452,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1453,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1454,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1455,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1456,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1457,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1458,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1459,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1460,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1461,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1462,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1463,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1464,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1465,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1466,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1467,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1468,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1469,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1470,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1471,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1472,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1473,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1474,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1475,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1476,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1477,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1478,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1479,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1480,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1481,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1482,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1483,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1484,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1485,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1486,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1487,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1488,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1489,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1490,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1491,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1492,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1493,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1494,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1495,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1496,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1497,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1498,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1499,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1500,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1501,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1502,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1503,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1504,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1505,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1506,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1507,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1508,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1509,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1510,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1511,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1512,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1513,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1514,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1515,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1516,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1517,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1518,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1519,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1520,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1521,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1522,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1523,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1524,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1525,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1526,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1527,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1528,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1529,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1530,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1531,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1532,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1533,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1534,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1535,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1536,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1537,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1538,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1539,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1540,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1541,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1542,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1543,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1544,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1545,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1546,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1547,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1548,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1549,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1550,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1551,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1552,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1553,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1554,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
1555,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
1556,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1557,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1558,Grassland,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
1559,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1560,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1561,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1562,Grassland,Wetland,Water,Water,Water,Grassland,Water,Grassland
1563,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1564,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
1565,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1566,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
1567,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
1568,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1569,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
1570,Grassland,Wetland,Water,Water,Water,Water,Wetland,Forest
1571,Grassland,Wetland,Water,Water,Water,Water,Water,Grassland
1572,Grassland,Wetland,Water,Water,Water,Water,Water,Water
1573,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1574,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1575,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1576,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1577,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1578,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1579,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1580,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1581,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1582,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1583,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
1584,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1585,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
