Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUV_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
33,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
43,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
48,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
49,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
50,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
51,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
52,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
53,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
54,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
55,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
56,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
57,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
60,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
64,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
67,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
70,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
71,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
72,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
73,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
74,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
75,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
76,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
77,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
78,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
79,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
80,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
81,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
82,NULL,NULL,Water,Water,Water,NULL,NULL,Water
83,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
84,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
85,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
87,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
88,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
89,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
90,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
91,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
93,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
94,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
95,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
96,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
98,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
100,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
101,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
102,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
103,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
104,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
105,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
106,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
107,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
108,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
110,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
111,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
113,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
116,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
118,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
119,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
120,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
123,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
124,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
128,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
129,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
130,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
132,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
133,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
135,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
136,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
137,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
139,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
140,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
141,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
142,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
143,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
144,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
145,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
146,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
147,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
149,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
150,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
151,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
152,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
153,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
154,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
156,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
158,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
159,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
160,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
161,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
162,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
163,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
166,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
167,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
168,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
169,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
173,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
174,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
175,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
176,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
178,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
181,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
183,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
184,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
188,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
189,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
190,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
191,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
193,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
194,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
196,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
198,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
199,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
200,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
201,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
202,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
203,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
204,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
205,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
206,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
207,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
210,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
211,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
212,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
213,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
215,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
216,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
217,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
218,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
219,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
221,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
222,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
224,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
225,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
227,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
228,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
229,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
231,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
232,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
233,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
234,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
235,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
236,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
237,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
238,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
239,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
240,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
241,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
242,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
243,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
244,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
245,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
246,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
247,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
249,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
250,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
251,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
252,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
253,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
254,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
255,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
256,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
257,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
258,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
259,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
260,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
261,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
262,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
263,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
264,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
265,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
266,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
267,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
268,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
270,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
271,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
272,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
273,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
274,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
275,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
276,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
277,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
278,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
279,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
280,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
281,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
282,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
283,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
284,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
285,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
286,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
287,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
288,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
289,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
290,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
291,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
292,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
293,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
294,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
295,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
296,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
297,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
298,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
299,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
300,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
301,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
302,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
303,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
304,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
305,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
306,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
307,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
308,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
309,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
310,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
311,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
312,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
313,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
314,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
315,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
316,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
317,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
318,Grassland,NULL,Water,NULL,Water,NULL,NULL,Built-up
319,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
320,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
321,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
322,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
323,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
324,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
325,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
326,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
327,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
328,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
329,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
330,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
331,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
332,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
333,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
334,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
335,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
336,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
337,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
338,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
339,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
