Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWR_M_R
1288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1291,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1293,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1294,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1299,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1300,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1301,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1302,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1303,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1323,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1324,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1328,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1329,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1330,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1331,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1332,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1333,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1334,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
1335,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1336,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1337,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1338,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1339,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1340,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1341,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1342,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1343,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1344,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1345,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1346,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1347,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1348,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1349,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1352,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1353,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1354,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1355,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1356,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1357,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1358,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1359,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1360,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1361,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1362,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1363,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1364,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1365,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1366,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1367,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1368,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1369,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1370,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1371,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1372,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1373,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1374,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1375,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1376,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1377,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1378,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1379,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1380,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1381,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1382,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1383,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1384,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1385,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1386,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1387,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1388,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1389,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1390,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1391,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1392,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1393,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1394,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1395,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1396,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1397,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1398,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1399,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1400,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1401,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1402,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1403,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
1404,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1405,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1406,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1407,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1408,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1409,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
1410,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
1411,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1412,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1413,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
1414,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1415,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1416,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1417,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1418,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1419,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1420,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Water
1421,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1422,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1423,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1424,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1425,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1426,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1427,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1428,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1429,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1430,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1431,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1432,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1433,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1434,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1435,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1438,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1439,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1440,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1441,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1442,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1443,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1444,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1445,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1446,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1447,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1448,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1449,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1450,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1451,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1452,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1453,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Wetland
1454,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
1455,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
1456,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1457,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1458,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1459,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1460,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
1461,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1462,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1463,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1464,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1465,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1466,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
1467,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1468,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1469,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1470,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1471,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1472,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1473,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1474,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1475,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1476,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1477,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1478,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1479,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1480,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1481,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1482,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1483,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1484,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1485,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1486,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1487,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1488,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1489,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1490,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1491,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1492,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1493,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1494,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1495,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1496,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1497,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1498,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1499,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Bareland
1500,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1501,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1502,Grassland,NULL,Water,Water,Water,Water,Forest,Forest
1503,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1504,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1505,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1506,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1507,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1508,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1509,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1510,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1511,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1512,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1513,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1514,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1515,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1516,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1517,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1518,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1519,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1520,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1521,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1522,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1523,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1524,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1525,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1526,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1527,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1528,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1529,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1530,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1531,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1532,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
1533,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1534,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1535,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1536,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1537,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1538,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1539,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1540,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1541,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1542,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1543,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1544,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1545,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1546,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1547,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1548,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1549,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1550,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1551,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1552,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1553,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1554,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1555,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1556,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1557,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1558,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1559,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1560,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1567,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1568,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1569,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1570,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1571,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1572,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1573,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1574,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1575,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1576,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1577,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1578,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1579,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1580,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1581,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1582,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1583,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1584,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1585,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1586,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1587,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1588,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1589,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1590,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1591,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1592,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1593,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1594,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1595,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1596,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1597,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1598,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1599,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1600,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1601,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1602,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1603,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1604,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1605,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
