Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MXV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MXV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MXV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MXV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MXV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MXV_M_R
11171,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11172,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11173,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11174,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
11175,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11176,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11177,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11178,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11179,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11180,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11181,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11182,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
11183,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11184,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11185,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
11186,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11187,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11188,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11189,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11190,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11191,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11192,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11193,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11194,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
11195,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11196,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11197,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11198,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
11199,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11200,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11201,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
11202,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
11203,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11204,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11205,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11206,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11207,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11208,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
11209,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11210,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11211,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11212,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11213,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11214,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11215,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
11216,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
11217,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
11218,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11219,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
11220,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Built-up,Wetland
11221,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11222,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11223,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11224,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11225,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
11226,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11227,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11228,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11229,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11230,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11231,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11232,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11233,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11234,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11235,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
11236,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11237,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
11238,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
11239,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11240,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11241,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11242,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11243,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11244,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11245,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11246,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
11247,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11248,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11249,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11250,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11251,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
11252,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11253,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11254,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11255,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11256,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11257,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
11258,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11259,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
11260,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11261,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11262,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11263,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
11264,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11265,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11266,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11267,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11268,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11269,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11270,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
11271,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11272,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11273,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
11274,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
11275,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11276,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11277,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
11278,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
11279,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11280,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
11281,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
11282,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
11283,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
11284,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
11285,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11286,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
11287,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
11288,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11289,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
11290,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Wetland
11291,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
11292,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
11293,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
11294,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
11295,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
11296,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
11297,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11298,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
11299,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
11300,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
11301,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
11302,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
11303,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11304,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11305,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
11306,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Water
11307,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
11308,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
11309,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
11310,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Bareland
11311,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Water
11312,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11313,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
11314,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11315,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
11316,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
11317,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
11318,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Cropland
11319,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
11320,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Shrubland,Cropland
11321,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
11322,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Wetland
11323,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
11324,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
11325,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,NULL,Water
11326,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Grassland
11327,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Wetland
11328,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Water
11329,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
11330,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
11331,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
11332,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
11333,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
11334,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
11335,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Water,Wetland
11336,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
11337,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
11338,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
11339,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11340,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
11341,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Cropland
11342,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
11343,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11344,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
11345,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
11346,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
11347,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
11348,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11349,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
11350,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Cropland
11351,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
11352,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,NULL
11353,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
11354,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Cropland
11355,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Wetland
11356,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Water
11357,Cropland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
11358,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11359,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Grassland
11360,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
11361,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Wetland
11362,Cropland,Cropland,Wetland,NULL,Wetland,Water,NULL,Water
11363,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,Wetland
11364,Cropland,Cropland,Wetland,NULL,Wetland,Water,Forest,Water
11365,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,NULL
11366,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
11367,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Wetland
11368,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
11369,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
11370,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11371,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11372,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11373,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11374,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
11375,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
11376,Cropland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Bareland
11377,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11378,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
11379,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
11380,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
11381,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11382,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
11383,Cropland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11384,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
11385,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
11386,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
11387,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
11388,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
11389,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
11390,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest,Wetland
11391,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest,Water
11392,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Grassland
11393,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
11394,Cropland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Water
11395,Cropland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
11396,Cropland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Cropland
11397,Cropland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
11398,Cropland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Water
11399,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
11400,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
11401,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
11402,Cropland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Grassland
11403,Cropland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Wetland
11404,Cropland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Water
11405,Cropland,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
11406,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
11407,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
11408,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
11409,Cropland,Cropland,Wetland,Water,Wetland,Water,NULL,Water
11410,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
11411,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
11412,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
11413,Cropland,Cropland,Wetland,Water,Wetland,Water,Water,Water
11414,Cropland,Cropland,Wetland,Water,Wetland,Water,Forest,Water
11415,Cropland,Cropland,Wetland,Water,Wetland,Forest,NULL,Wetland
11416,Cropland,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
11417,Cropland,Cropland,Wetland,Water,Wetland,Forest,Water,Water
11418,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
11419,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
11420,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
11421,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11422,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
11423,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
11424,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11425,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11426,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11427,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
11428,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
11429,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11430,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11431,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11432,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11433,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
11434,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
11435,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
11436,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
11437,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11438,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11439,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11440,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11441,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11442,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
11443,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
11444,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
11445,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
11446,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
11447,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
11448,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
11449,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11450,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
11451,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11452,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
11453,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11454,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11455,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
11456,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
11457,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Water
11458,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland,NULL,Wetland
11459,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
11460,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11461,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11462,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11463,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11464,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11465,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11466,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11467,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11468,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
11469,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11470,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11471,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11472,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11473,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11474,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11475,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11476,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11477,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11478,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11479,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11480,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
11481,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
11482,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
11483,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
11484,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11485,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11486,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
11489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
