Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUH_M_R
184,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,Water
185,NULL,Cropland,Water,NULL,Water,NULL,Cropland
186,NULL,Cropland,Water,NULL,Water,NULL,Wetland
187,NULL,Cropland,Water,NULL,Water,NULL,Water
188,NULL,Cropland,Water,Water,Water,NULL,Wetland
189,NULL,Cropland,Water,Water,Water,NULL,Water
190,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
191,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Cropland
192,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
193,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland
194,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up
195,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water
196,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
197,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
198,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Cropland
199,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland
200,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest
201,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
202,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Cropland
203,NULL,Cropland,Forest,Water,Non_Wetland,NULL,Wetland
204,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
205,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
206,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
207,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
208,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
209,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
210,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
211,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
212,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
213,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
214,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
215,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
216,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
217,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
218,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
219,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland
220,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up
221,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water
222,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
223,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
224,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
225,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,Wetland
226,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland
227,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland
228,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water
229,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest
230,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
231,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
232,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water
233,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland
234,NULL,Wetland,Wetland,Water,Wetland,NULL,Water
235,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest
236,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland
237,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Grassland
238,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland
239,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Built-up
240,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
241,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
242,NULL,Wetland,Water,NULL,Water,NULL,Wetland
243,NULL,Wetland,Water,NULL,Water,NULL,Water
244,NULL,Wetland,Water,NULL,Water,NULL,Forest
245,NULL,Wetland,Water,Non_Water,Water,NULL,Wetland
246,NULL,Wetland,Water,Non_Water,Water,NULL,Water
247,NULL,Wetland,Water,Water,Water,NULL,Wetland
248,NULL,Wetland,Water,Water,Water,NULL,Bareland
249,NULL,Wetland,Water,Water,Water,NULL,Water
250,NULL,Wetland,Water,Water,Water,NULL,Forest
251,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
252,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
253,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Water
254,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
255,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
256,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
257,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
258,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
259,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Water
260,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Forest
261,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
262,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
263,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,Bareland
264,NULL,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
265,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
266,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
267,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
268,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up
269,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
270,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
271,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
272,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
273,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
274,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
275,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
276,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
277,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
278,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
279,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Built-up
280,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
281,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
282,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
283,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
284,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
285,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
286,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
287,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up
288,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
289,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
290,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
291,NULL,Bareland,Wetland,NULL,Wetland,NULL,Grassland
292,NULL,Bareland,Wetland,NULL,Wetland,NULL,Built-up
293,NULL,Bareland,Wetland,NULL,Wetland,NULL,Water
294,NULL,Bareland,Wetland,NULL,Wetland,NULL,Forest
295,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up
296,NULL,Bareland,Wetland,Water,Wetland,NULL,Wetland
297,NULL,Bareland,Wetland,Water,Wetland,NULL,Bareland
298,NULL,Bareland,Wetland,Water,Wetland,NULL,Built-up
299,NULL,Bareland,Wetland,Water,Wetland,NULL,Water
300,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
301,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Wetland
302,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
303,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up
304,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
305,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
306,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
307,NULL,Bareland,Water,Water,Water,NULL,Wetland
308,NULL,Bareland,Water,Water,Water,NULL,Bareland
309,NULL,Bareland,Water,Water,Water,NULL,Water
310,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
311,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
312,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Built-up
313,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Water
314,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
315,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
316,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Cropland
317,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland
318,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
319,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up
320,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water
321,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
322,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
323,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Cropland
324,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland
325,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
326,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up
327,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water
328,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Forest
329,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
330,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Built-up
331,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Water
332,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Forest
333,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
334,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Cropland
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
340,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
341,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Cropland
342,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
343,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
344,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up
345,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water
346,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
347,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
348,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Cropland
349,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Wetland
350,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
351,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up
352,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
353,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
355,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Cropland
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
357,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
358,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
359,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
360,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
361,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
362,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Cropland
363,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Wetland
364,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Bareland
365,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up
366,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Water
367,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
368,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
369,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Cropland
370,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
371,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Built-up
372,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Water
373,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
374,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL
375,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
376,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Cropland
377,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland
