Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBE_M_R
3016,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3017,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3018,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3019,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3020,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3021,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3022,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3023,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3024,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3025,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3026,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3027,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3028,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3029,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3030,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3031,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3032,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3033,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3034,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3035,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3036,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3037,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3038,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3039,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3040,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3041,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3042,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3043,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3044,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3045,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3046,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3047,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3048,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3049,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3050,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3051,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3052,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3053,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3054,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3055,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3056,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3078,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3079,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3080,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3081,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3082,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3083,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3084,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3085,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3086,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3087,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3088,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3089,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3090,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3091,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3092,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3093,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3094,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3095,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3096,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3097,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3098,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3099,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3100,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3101,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3102,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3109,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3110,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
3111,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3112,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3113,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3114,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3115,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
3116,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3117,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3118,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
3124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
3127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
3139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3142,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3143,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3144,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3145,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
3148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3153,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3154,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3155,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3156,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3157,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3158,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3159,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3160,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3161,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3162,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3163,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3164,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3165,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
3166,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3167,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3168,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3169,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3170,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3171,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3172,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3173,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3174,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3175,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3176,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
3177,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3178,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
3179,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3180,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
3181,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
3182,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3183,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3184,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
3185,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3186,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3187,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3188,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
3189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3190,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3191,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3192,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3193,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3194,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3195,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3196,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3197,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3198,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3199,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3200,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3201,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3202,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3203,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3204,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3205,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3206,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3207,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3208,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3209,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
3210,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3211,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3212,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3213,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3214,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3215,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3216,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3217,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3218,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3219,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3220,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3221,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3222,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3223,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3224,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3225,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3226,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3227,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3228,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3229,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3230,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3231,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3232,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3233,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3234,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3235,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3236,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3237,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3238,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3239,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3240,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3241,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3242,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3243,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3244,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3245,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3246,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3247,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3248,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3249,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3250,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3251,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3252,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3253,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3254,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3255,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3257,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3258,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3259,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3260,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3261,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3262,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3263,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3264,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3265,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3266,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3267,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3268,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3269,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3270,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3271,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3272,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3273,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3274,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3275,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3276,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3277,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3278,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3279,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3280,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3281,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3282,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3283,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3284,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3285,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3286,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3287,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3288,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3289,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3290,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3291,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3292,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3293,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3294,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3295,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3296,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3297,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3298,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3299,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3300,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3301,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3302,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3303,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3304,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3305,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3306,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3307,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3308,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3309,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3310,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3311,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3312,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3313,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3314,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3315,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3316,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3317,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3318,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3319,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3320,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
3321,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3322,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3323,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3324,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3325,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3326,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3327,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
