Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFA_M_R
4264,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
4265,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4266,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4267,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4268,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4269,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4270,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4271,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4272,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4273,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4274,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4275,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4276,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
4277,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4278,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4279,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4280,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4281,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4282,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
4283,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4284,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4285,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4286,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
4287,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Built-up
4288,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
4289,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
4290,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4291,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
4292,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
4293,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Built-up
4294,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Built-up
4295,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Built-up
4296,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Bareland
4297,Cropland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
4298,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4299,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4300,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4301,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4302,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4303,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4304,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4305,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4306,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4307,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4308,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4309,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4310,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4311,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4312,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4313,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4314,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4315,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4316,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4317,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4318,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4319,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4320,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4321,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4322,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4323,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4324,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4325,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4326,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4327,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4328,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4329,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4330,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4331,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4332,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4333,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4334,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4335,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4336,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4337,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4338,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4339,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4340,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4341,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4342,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4343,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4344,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4345,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4346,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4347,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4348,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4349,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4350,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4351,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4352,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4353,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4354,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4355,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4356,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4357,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4358,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4359,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4360,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4361,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4362,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4363,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4364,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4365,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4366,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4367,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4368,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4369,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4370,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4371,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4373,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4374,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4375,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4376,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4377,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4378,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4379,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4380,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4381,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4382,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4383,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4390,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4391,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4392,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4393,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4394,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4395,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4396,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4397,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4398,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4399,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4400,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4401,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4402,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4403,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4404,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4405,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4406,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4407,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4408,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4409,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4410,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4411,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4412,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4413,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4414,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4415,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4416,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4417,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4418,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4419,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4420,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4421,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4422,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4423,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4424,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4425,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4426,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4427,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4428,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4429,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4430,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4431,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4432,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4433,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4434,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4435,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4436,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4437,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4438,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4439,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4440,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4441,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4442,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4443,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4444,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4445,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4446,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4447,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4448,Cropland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
4449,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4450,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4451,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4452,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
4453,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4454,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4455,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4456,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4457,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
4458,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4459,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4460,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4461,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4462,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4463,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4467,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4468,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4469,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4470,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4471,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4472,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4473,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4474,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4475,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4476,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4477,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4478,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4479,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4480,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4481,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4482,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4483,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4484,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4485,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4486,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4487,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4488,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4489,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4490,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4491,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4492,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4493,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4494,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4495,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4496,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4497,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4498,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4499,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4500,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4501,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4502,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4503,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
4504,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4505,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4506,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4507,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4508,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4509,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4510,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4511,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4512,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4513,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4514,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4515,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4516,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4517,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4518,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4519,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4520,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4521,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
4522,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4523,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4524,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4525,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4526,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4527,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4528,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4529,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4530,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4531,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4532,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4533,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4534,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4535,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4538,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4539,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4540,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4541,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4542,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4543,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
4544,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4545,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4546,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4547,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4548,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4549,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4550,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4551,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4552,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4553,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4554,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4555,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4556,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4557,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4558,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4559,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4560,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4561,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4562,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4564,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
4566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4567,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4568,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
4569,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
4570,Cropland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4571,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
4572,Cropland,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
4573,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Grassland
4574,Cropland,Built-up,Wetland,Water,Wetland,Water,Water,Built-up
4575,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
