Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWV_M_R
6574,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6575,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6576,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6577,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6578,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
6579,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6580,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6581,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6582,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6583,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6584,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6585,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6586,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
6588,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6589,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6590,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
6591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6592,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6593,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6594,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
6595,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6596,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6597,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6598,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6599,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6600,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6601,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6602,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6603,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6604,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6605,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6606,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
6607,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6608,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6609,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6610,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6611,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6612,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6613,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
6614,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6615,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6616,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6617,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6618,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6619,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6620,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6621,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6622,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6623,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6624,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6625,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6626,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6627,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6628,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6629,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6630,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6631,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6632,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6633,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6634,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6635,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6636,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6637,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6638,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6639,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6640,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6641,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6642,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
6643,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6644,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
6645,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6646,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6647,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6648,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6649,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6650,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6651,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6652,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6653,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6654,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6655,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6656,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6657,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6658,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6659,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6660,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6661,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
6662,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
6663,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
6664,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6665,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6666,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6667,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6668,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6669,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6670,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6671,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6672,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6673,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6674,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
6675,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6676,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
6677,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6678,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6679,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6680,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6681,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
6682,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6683,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
6684,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6685,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6686,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
6687,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
6688,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
6689,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
6690,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
6691,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6692,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6693,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6694,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6695,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
6696,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6697,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6698,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6699,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6700,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6701,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
6702,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6703,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6704,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6705,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6706,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
6707,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6708,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
6709,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6710,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
6711,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
6712,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6713,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6714,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6715,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
6716,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
6717,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6718,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6719,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6720,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6721,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6722,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6723,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6724,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6725,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6726,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6727,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
6728,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
6729,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6730,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
6731,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6732,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6733,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
6734,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
6735,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6736,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6737,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
6738,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6739,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
6740,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6741,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
6742,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6743,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6744,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6745,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6746,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6747,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
6748,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6749,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
6750,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6751,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
6752,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6753,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6754,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
6755,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6756,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Water
6757,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6758,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
6759,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6760,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6761,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6762,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6763,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
6764,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6765,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
6766,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6767,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6768,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6769,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
6770,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
6771,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6772,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
6773,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
6774,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6775,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
6776,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
6777,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Cropland
6778,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
6779,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6780,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6781,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6782,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
6783,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
6784,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6785,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6786,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6787,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6788,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
6789,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6790,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
6791,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
6792,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
6793,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6794,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6795,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6796,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6797,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
6798,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Cropland
6799,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
6800,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
6801,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6802,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6803,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6804,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6805,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
6806,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6807,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6808,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
6809,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
6810,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
6811,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6812,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
6813,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6814,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6815,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6816,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
6817,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
6818,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
6819,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
6820,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
6821,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6822,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6823,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
6824,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6825,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
6826,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6827,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6828,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6829,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
6830,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6831,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
6832,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6833,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6834,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
6835,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6836,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
6837,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6838,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
6839,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Cropland
6840,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
6841,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Water
6842,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6843,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Cropland
6844,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
6845,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
6846,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
6847,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
6848,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6849,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
6850,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6851,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6852,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6853,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
6854,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6855,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6856,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
6857,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Water
6858,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6859,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,NULL
6860,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
6861,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
6862,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Bareland
6863,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
6864,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6865,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
6866,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
6867,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6868,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Cropland
6869,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
6870,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6871,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6872,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
6873,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
6874,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
6875,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
6876,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
6877,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
6878,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6879,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
6880,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
6881,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
6882,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6883,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
6884,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6885,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
6886,Grassland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
6887,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Cropland
6888,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
6889,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6890,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6891,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6892,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6893,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6894,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
6895,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
