Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHD_M_R
339,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
340,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
341,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
343,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
345,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
347,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
348,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
349,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
350,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
351,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
352,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
353,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
354,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
356,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
359,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
360,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
361,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
365,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
368,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
370,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
371,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
373,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
374,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
375,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
376,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
377,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
378,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
379,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
380,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
381,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
382,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
383,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
386,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
387,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
388,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
393,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
395,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
396,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
397,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
398,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
400,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
402,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
403,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
404,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
405,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
409,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
411,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
412,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
413,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
415,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
418,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
419,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
420,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
421,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
422,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
423,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
424,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
425,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
426,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
427,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
428,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
429,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
430,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
431,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
432,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
433,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
434,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
435,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
436,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
437,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
439,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
440,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
441,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
442,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
443,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
444,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
445,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
448,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
449,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
450,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
451,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
453,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
454,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
455,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
456,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
457,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
462,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
466,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
467,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
468,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
469,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
470,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
471,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
472,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
474,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
476,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
481,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
483,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
484,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
485,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
486,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
489,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
490,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
492,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
494,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
495,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
496,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
498,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
499,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
500,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
502,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
503,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
504,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
507,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
508,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
509,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
511,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
515,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
516,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
517,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
518,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
519,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
520,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
521,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
522,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
523,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
525,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
526,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
527,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
528,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
529,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
530,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
531,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
532,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
534,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
536,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
537,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
539,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
541,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
544,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
546,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
549,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
550,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
551,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
552,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
553,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
554,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
555,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
556,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
557,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
558,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
559,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
560,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
561,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
562,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
563,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
565,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
566,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
567,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
569,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
572,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
574,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
576,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
577,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
578,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
586,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
587,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
588,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
592,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
593,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
594,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
595,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
596,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
597,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
598,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
599,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
600,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
601,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
602,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
603,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
604,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
605,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
607,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
608,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
610,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
611,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
612,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
613,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
614,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
615,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
616,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
617,Grassland,Water,Water,Water,Water,NULL,NULL,NULL
618,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
619,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
620,Grassland,Water,Water,Water,Water,NULL,NULL,Water
621,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
622,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
623,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
625,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
627,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
630,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
631,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
632,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
634,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
635,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
636,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
637,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
638,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
639,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
640,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
642,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
643,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
645,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
646,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
648,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
650,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
651,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
654,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
655,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
657,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
658,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
662,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
663,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
664,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
665,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
666,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
667,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
668,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
669,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
670,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
671,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
672,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
673,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
674,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
675,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
676,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
677,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
679,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
680,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
684,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
685,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
