Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXD_M_R
5105,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
5106,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
5107,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5108,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
5109,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
5110,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5111,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
5112,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5113,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5114,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
5115,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
5116,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5117,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5118,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5119,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5120,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5121,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5122,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5123,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5124,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5125,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5126,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5127,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5128,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
5129,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
5130,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5131,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5132,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5133,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5134,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5135,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5136,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5137,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5138,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5139,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5140,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5141,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5142,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5143,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5144,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5145,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
5146,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5147,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5148,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5149,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5150,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5151,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5152,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5153,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5154,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5155,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5156,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5157,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5158,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
5159,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5160,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5161,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5162,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
5163,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
5164,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
5165,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
5166,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5167,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5168,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
5169,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5170,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
5171,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
5172,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
5173,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
5174,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
5175,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5176,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5177,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5178,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5179,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5180,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5181,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5182,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5183,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5184,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5185,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5186,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
5187,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
5188,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5189,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
5190,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5191,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
5192,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5193,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
5194,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5195,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5196,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5197,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5198,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
5202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
5203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
5212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
5215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
5216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
5217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
5219,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5220,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
5221,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5222,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5227,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5228,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5229,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5232,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5233,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
5237,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
5244,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
5246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5249,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5258,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5259,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
5260,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
5264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
5266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
5267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5268,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
5269,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
5270,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
5271,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
5272,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
5273,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
5274,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5275,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5276,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
5277,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5278,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
5279,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5280,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5281,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
5282,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5283,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5284,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
5285,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
5286,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
5287,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5288,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5289,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5290,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5291,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
5292,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5293,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5294,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5295,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5296,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
5299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5300,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5301,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5302,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5303,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5304,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5305,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5306,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
5310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
5314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
5315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
5317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5318,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
5319,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5320,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5321,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
5322,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
5323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
5325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5327,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5328,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5329,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5330,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5331,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5332,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5333,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5334,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5335,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5336,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
5337,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5338,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
5339,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5340,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5341,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5342,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5343,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5344,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5345,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5346,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5347,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5348,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5349,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
5350,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5351,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5352,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5353,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5354,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5355,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5356,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
5357,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5358,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5359,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
5360,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5361,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5362,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5363,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5364,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5365,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5366,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5367,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5368,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5369,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
5370,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5371,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5372,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5373,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5374,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5375,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5376,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5377,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
5378,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5379,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
5380,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5381,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5382,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5383,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5384,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5385,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5386,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5392,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5393,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5397,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
5403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5406,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5407,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5408,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5409,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5410,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5411,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
