Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGG_M_R
341,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
343,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
346,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
347,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
348,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
349,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
350,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
351,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
352,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
353,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
354,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
355,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
356,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
357,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
358,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
359,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
360,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
361,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
366,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
368,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
369,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
372,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
373,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
376,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
377,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
378,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
380,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
381,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
382,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
386,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
388,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
391,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
393,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
396,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
397,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
398,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
399,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
400,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
401,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
402,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
405,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
406,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
407,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
408,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
410,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
411,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
412,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
413,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
414,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
415,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
416,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
417,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
418,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
420,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
422,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
424,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
425,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
428,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
429,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
431,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
433,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
435,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
436,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
437,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
438,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
439,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
440,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
441,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
442,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
443,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
444,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
445,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
446,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
447,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
448,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
449,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
450,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
451,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
452,Grassland,Water,Water,Water,Water,NULL,NULL,Water
453,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
454,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
456,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
457,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
459,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
460,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
461,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
462,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
463,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
464,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
466,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
467,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
472,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
473,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
475,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
477,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
479,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
480,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
481,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
482,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
483,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
484,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
485,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
486,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
487,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
488,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
489,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
490,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
492,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
493,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
496,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
497,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
498,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
499,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
500,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
501,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
502,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
503,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
504,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
505,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
506,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
507,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
508,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
510,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
511,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
513,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
514,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
517,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
518,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
519,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
520,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
521,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
524,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
525,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
527,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
530,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
533,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
534,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
538,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
539,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
540,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
541,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
542,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
543,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
545,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
546,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
547,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
548,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
549,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
550,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
551,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
555,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
557,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
558,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
559,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
560,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
561,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
562,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
563,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
566,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
567,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
568,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
571,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
573,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
574,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
575,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
576,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
578,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
579,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
580,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
581,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
582,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
583,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
584,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
586,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
589,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
590,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
591,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
592,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
593,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
595,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
596,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
597,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
598,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
599,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
602,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
603,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
604,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
605,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
606,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
608,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
609,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
610,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
611,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
612,Cropland,Water,Water,Water,Water,NULL,NULL,Water
613,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
614,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
620,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
621,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
622,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
623,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
624,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
625,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
626,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
627,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
628,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
629,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
630,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
632,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
633,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
635,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
637,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
638,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
639,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
640,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
641,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
642,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
643,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
645,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
648,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
649,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
650,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
651,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
652,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
654,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
656,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
657,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
660,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
661,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
663,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
664,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
665,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
669,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
670,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
671,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
672,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
673,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
674,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
675,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
676,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
677,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
678,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
679,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
680,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
681,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
682,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
683,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
685,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
686,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
688,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
689,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
691,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
692,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
693,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
694,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
695,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
