Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVP_M_R
341,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
343,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
344,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
345,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
352,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
355,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
356,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
357,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
358,NULL,Built-up,Water,NULL,Water,NULL,NULL,NULL
359,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
360,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
361,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
362,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
363,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
364,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,NULL
365,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
366,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
367,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
368,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
369,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
370,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
371,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
373,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
374,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
375,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
376,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
377,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
378,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
380,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
382,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
383,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
384,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
386,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
389,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
392,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
393,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
395,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
396,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
397,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
398,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
399,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
400,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
401,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
402,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
403,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
404,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
405,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
406,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
407,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
408,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
409,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
410,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
411,NULL,Water,Water,Water,Water,NULL,NULL,Water
412,NULL,Water,Water,Water,Water,NULL,NULL,Forest
413,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
416,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
418,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
419,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
420,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
421,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
422,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
424,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
425,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
426,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
428,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
429,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
430,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
431,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
432,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
433,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
434,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
437,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
439,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
440,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
441,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
442,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
443,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
447,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
449,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
450,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
451,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
452,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
454,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
455,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
456,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
457,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
458,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
462,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
463,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
466,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
467,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
468,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
469,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
472,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
474,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
475,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
477,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
478,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
479,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
480,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
481,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
483,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
485,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
486,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
488,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
489,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
490,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
492,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
494,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
495,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
499,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
500,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
504,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
506,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
507,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
509,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
510,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
511,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
512,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
514,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
516,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
517,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
520,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
521,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
524,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
525,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
526,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
527,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
535,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
540,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
541,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
542,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
543,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
544,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
545,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
546,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
547,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
548,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
549,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
550,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
551,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
552,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
553,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
554,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
555,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
556,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
557,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
559,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
560,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
561,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
562,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
563,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
568,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
570,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
571,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
573,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
574,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
575,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
576,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
578,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
579,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
580,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
581,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
582,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
583,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
586,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
587,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
588,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
589,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
590,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
591,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
592,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
593,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
594,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
595,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
596,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
597,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
598,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
599,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
600,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
601,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
602,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
603,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
604,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
605,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
606,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
607,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
608,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
609,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
611,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
613,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
614,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
615,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
617,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
618,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
619,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
620,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
621,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
622,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
623,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
625,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
626,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
627,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
629,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
634,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
637,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
639,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
641,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
643,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
645,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
646,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
647,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
648,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
650,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
652,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
654,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
655,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
657,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
658,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
659,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
661,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
662,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
664,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
666,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
667,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
668,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
669,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
670,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
671,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
672,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
673,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
674,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
675,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
676,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
677,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
678,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
680,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
682,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
683,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
684,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
685,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
687,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
688,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
