Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKG_M_R
1097,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1098,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1100,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1101,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1104,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1106,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1107,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1108,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1109,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1111,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1112,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1113,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1114,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1115,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1116,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1117,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1119,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1123,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1124,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1125,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1126,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1127,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1128,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1129,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1130,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1131,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1132,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1138,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1139,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1140,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1144,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1145,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1146,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1148,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1149,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1150,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1152,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1153,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1154,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1155,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1156,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1157,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1158,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1159,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1160,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1161,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1162,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1163,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1164,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1165,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1166,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1167,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1168,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1169,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1171,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1172,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1173,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1177,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1178,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1179,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1180,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1181,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1182,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1183,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1184,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1185,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1186,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1187,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1188,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1189,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1191,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1192,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1193,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1194,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1196,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1197,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1198,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1199,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1200,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1201,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1202,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
1203,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
1204,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1205,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1206,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1207,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1208,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1209,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1210,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1211,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1212,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1213,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1214,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1217,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1218,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1219,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1220,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1221,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1222,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1223,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1224,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1225,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1226,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1227,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1228,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1229,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1230,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1231,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1234,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1235,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1236,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1237,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1238,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1239,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1240,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1241,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1242,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1244,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1246,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1247,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1248,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1249,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1250,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1251,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1252,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1253,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1255,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1258,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1259,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1260,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1261,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1262,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1264,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1265,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1266,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1267,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1269,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1270,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1271,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1273,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1274,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1276,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1277,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1278,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1279,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1281,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1282,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1283,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1285,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1286,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1287,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1289,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1291,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1292,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1293,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1294,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1295,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1296,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1297,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1298,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1299,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1300,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1301,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1302,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1303,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1304,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1305,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1306,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1308,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1309,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1310,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1311,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1312,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1313,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1314,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1315,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1316,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1317,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1318,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1319,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1320,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1321,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1322,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1323,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1324,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1325,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1326,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1327,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1328,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1329,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1331,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1332,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1333,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1334,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1335,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1336,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1337,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1338,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1339,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1340,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1341,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1344,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1345,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1346,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1347,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1348,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1349,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1351,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1352,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1353,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1354,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1355,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1356,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1357,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1358,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1359,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1360,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1362,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1363,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1364,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1365,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1366,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1367,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1368,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1369,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1370,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1372,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1373,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1374,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1375,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1376,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1377,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1378,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1379,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1380,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1381,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1382,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1383,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1384,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1385,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1387,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1388,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1389,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1390,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1391,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1392,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1394,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1395,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1397,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1398,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
1399,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1402,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1403,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1404,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1405,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1406,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1407,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1408,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1410,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1411,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1412,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1414,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1415,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1416,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1417,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1418,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1419,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1420,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1421,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1422,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1423,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1424,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1425,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1426,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1427,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
