Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHS_M_R
2503,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2504,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2505,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2506,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2507,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2508,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2509,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2510,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2511,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2512,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2513,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
2514,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2515,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2516,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2517,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2518,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2519,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2520,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2521,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
2522,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2523,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2524,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2525,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2526,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2527,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2528,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2529,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2530,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2531,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2532,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2533,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2534,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2535,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2536,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2537,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2538,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2539,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2540,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2541,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2542,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2543,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2544,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2545,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2546,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2547,Water,Water,Wetland,Water,Wetland,Built-up,Bareland,Water
2548,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2549,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2550,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2551,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2552,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2553,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
2554,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2555,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2556,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2557,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2558,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2559,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2560,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2561,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2562,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
2563,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
2564,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2565,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2566,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2567,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
2568,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2569,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2570,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2571,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2572,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2573,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2574,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2575,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2576,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2577,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2578,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2579,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2580,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
2581,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2582,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2583,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2584,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2585,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2586,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2587,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2588,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2589,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2590,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2591,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2592,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
2593,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
2594,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2595,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2596,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2597,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2598,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2599,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2600,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2601,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2602,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2603,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2604,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
2605,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2606,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2607,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2608,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2609,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2610,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2611,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2612,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2613,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
2614,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
2615,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2616,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2617,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2618,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2619,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2620,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2621,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
2622,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2623,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
2624,Water,Water,Bareland,Water,Non_Wetland,Built-up,Bareland,Water
2625,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2626,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2627,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2628,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2629,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2630,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2631,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2632,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2633,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2634,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2635,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2636,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2637,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2638,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2639,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2640,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2641,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
2642,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2643,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2644,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2645,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2646,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
2647,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2648,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
2649,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2650,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
2651,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
2652,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
2653,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2654,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2655,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
2656,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2657,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2658,Water,Water,Water,NULL,Water,NULL,Water,Water
2659,Water,Water,Water,NULL,Water,NULL,Water,Forest
2660,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2661,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
2662,Water,Water,Water,NULL,Water,Grassland,Water,Water
2663,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2664,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
2665,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2666,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2667,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2668,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2669,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
2670,Water,Water,Water,NULL,Water,Wetland,Water,Water
2671,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2672,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
2673,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
2674,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
2675,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
2676,Water,Water,Water,NULL,Water,Bareland,Water,Forest
2677,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2678,Water,Water,Water,NULL,Water,Water,Wetland,Water
2679,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2680,Water,Water,Water,NULL,Water,Water,Water,Grassland
2681,Water,Water,Water,NULL,Water,Water,Water,Wetland
2682,Water,Water,Water,NULL,Water,Water,Water,Bareland
2683,Water,Water,Water,NULL,Water,Water,Water,Water
2684,Water,Water,Water,NULL,Water,Water,Water,Forest
2685,Water,Water,Water,NULL,Water,Water,Forest,Water
2686,Water,Water,Water,NULL,Water,Water,Forest,Forest
2687,Water,Water,Water,NULL,Water,Forest,Water,Water
2688,Water,Water,Water,NULL,Water,Forest,Water,Forest
2689,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2690,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2691,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2692,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2693,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2694,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2695,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2696,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2697,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
2698,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2699,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2700,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2701,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Grassland
2702,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
2703,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
2704,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2705,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
2706,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2707,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2708,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
2709,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2710,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2711,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2712,Water,Water,Water,Non_Water,Water,Water,Water,Water
2713,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2714,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2715,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
2716,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
2717,Water,Water,Water,Water,Water,NULL,Wetland,Water
2718,Water,Water,Water,Water,Water,NULL,Water,Grassland
2719,Water,Water,Water,Water,Water,NULL,Water,Water
2720,Water,Water,Water,Water,Water,NULL,Water,Forest
2721,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2722,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2723,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
2724,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2725,Water,Water,Water,Water,Water,Grassland,Water,Water
2726,Water,Water,Water,Water,Water,Grassland,Water,Forest
2727,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2728,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
2729,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2730,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2731,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2732,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2733,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2734,Water,Water,Water,Water,Water,Wetland,Water,Water
2735,Water,Water,Water,Water,Water,Wetland,Water,Forest
2736,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
2737,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2738,Water,Water,Water,Water,Water,Bareland,Water,Water
2739,Water,Water,Water,Water,Water,Bareland,Water,Forest
2740,Water,Water,Water,Water,Water,Built-up,Bareland,Water
2741,Water,Water,Water,Water,Water,Built-up,Built-up,Water
2742,Water,Water,Water,Water,Water,Built-up,Water,Water
2743,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2744,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2745,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2746,Water,Water,Water,Water,Water,Water,Wetland,Water
2747,Water,Water,Water,Water,Water,Water,Wetland,Forest
2748,Water,Water,Water,Water,Water,Water,Water,Grassland
2749,Water,Water,Water,Water,Water,Water,Water,Wetland
2750,Water,Water,Water,Water,Water,Water,Water,Bareland
2751,Water,Water,Water,Water,Water,Water,Water,Water
2752,Water,Water,Water,Water,Water,Water,Water,Forest
2753,Water,Water,Water,Water,Water,Water,Forest,Grassland
2754,Water,Water,Water,Water,Water,Water,Forest,Water
2755,Water,Water,Water,Water,Water,Water,Forest,Forest
2756,Water,Water,Water,Water,Water,Forest,Wetland,Water
2757,Water,Water,Water,Water,Water,Forest,Wetland,Forest
2758,Water,Water,Water,Water,Water,Forest,Water,Water
2759,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2760,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2761,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2762,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2763,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2764,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2765,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2766,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2767,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2768,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2769,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2770,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2771,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2772,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2773,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2774,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2775,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2776,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2777,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2778,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2779,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2780,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2781,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2782,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2783,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2784,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
2785,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2786,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2787,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2788,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2789,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2790,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2791,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2792,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2793,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2794,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2795,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2796,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
2797,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2798,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2799,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2800,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2801,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2802,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2803,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2804,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2805,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2806,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2807,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2808,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2809,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2810,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2811,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2812,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2813,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2814,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2815,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2816,Water,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2817,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
2818,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2819,Water,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
2820,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
2821,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2822,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2823,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2824,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2825,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2826,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2827,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2828,Water,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2829,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2830,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2831,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2832,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2833,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
2834,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2835,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2836,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2837,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
2838,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2839,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2840,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2841,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
2842,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
2843,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2844,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2845,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2846,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2847,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
2848,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2849,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2850,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2851,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2852,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
2853,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2854,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
2855,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2856,Water,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
2857,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2858,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2859,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2860,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
2861,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
2862,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2863,Water,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
2864,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2865,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Water
2866,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2867,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2868,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2869,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2870,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2871,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2872,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2873,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2874,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2875,Water,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2876,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
2877,Water,Forest,Wetland,Water,Wetland,Bareland,Water,Water
2878,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
2879,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2880,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2881,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
2882,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
2883,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2884,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2885,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2886,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
