Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R
893,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
894,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
895,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
896,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
897,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
898,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
899,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
900,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
901,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
902,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
903,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
904,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
905,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
906,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
907,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
908,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
909,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
910,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
911,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
912,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
913,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
914,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
915,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
916,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
917,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
918,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
919,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
923,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
924,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
925,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
926,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
927,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
928,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
929,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
930,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
931,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
932,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
933,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
934,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
935,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
936,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
937,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
938,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
939,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
940,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
941,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
942,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
943,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
944,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
945,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
946,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
947,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
948,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
949,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
950,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
951,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
952,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
953,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
954,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
955,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
956,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
957,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
958,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
959,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
960,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
961,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
962,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
963,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
964,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
965,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
966,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
967,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
968,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
969,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
970,Cropland,NULL,Wetland,NULL,Wetland,Grassland
971,Cropland,NULL,Wetland,NULL,Wetland,Cropland
972,Cropland,NULL,Wetland,NULL,Wetland,Wetland
973,Cropland,NULL,Wetland,NULL,Wetland,Water
974,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
975,Cropland,NULL,Wetland,Non_Water,Wetland,Water
976,Cropland,NULL,Wetland,Water,Wetland,NULL
977,Cropland,NULL,Wetland,Water,Wetland,Grassland
978,Cropland,NULL,Wetland,Water,Wetland,Wetland
979,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
980,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
981,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
982,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
983,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
984,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
985,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
986,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
987,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
988,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
989,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
990,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
991,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
992,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
993,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
994,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
995,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
996,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
997,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
998,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
999,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
1000,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
1001,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
1002,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
1003,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
1004,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
1005,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
1006,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
1007,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1008,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1009,Cropland,NULL,Water,NULL,Water,Grassland
1010,Cropland,NULL,Water,NULL,Water,Wetland
1011,Cropland,NULL,Water,NULL,Water,Forest
1012,Cropland,NULL,Water,Water,Water,Wetland
1013,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
1014,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
1015,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
1016,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
1017,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
1018,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
1019,Cropland,NULL,Forest,NULL,Non_Wetland,Water
1020,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
1021,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1022,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1023,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1024,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
1025,Cropland,NULL,Forest,Water,Non_Wetland,NULL
1026,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
1027,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
1028,Cropland,NULL,Forest,Water,Non_Wetland,Forest
1029,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
1030,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
1031,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
1032,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
1033,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
1034,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1035,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1036,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1037,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1038,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1039,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1040,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
1041,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1042,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1043,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1044,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1045,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1046,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1047,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1048,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1049,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1050,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
1051,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1052,Cropland,Cropland,Shrubland,Water,Non_Wetland,Built-up
1053,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
1054,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
1055,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1056,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1057,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1058,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1059,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1060,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
1061,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
1062,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1063,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1064,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1065,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
1066,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1067,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1068,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
1069,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
1070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
1076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
1077,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1078,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1079,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1080,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1081,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
1082,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1083,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1084,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
1085,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
1086,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
1087,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
1088,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
1089,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
1090,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
1091,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
1092,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
1093,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
1094,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
1095,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
1096,Cropland,Cropland,Wetland,Water,Wetland,Grassland
1097,Cropland,Cropland,Wetland,Water,Wetland,Cropland
1098,Cropland,Cropland,Wetland,Water,Wetland,Water
1099,Cropland,Cropland,Wetland,Water,Wetland,Forest
1100,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1101,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1102,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
1103,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1104,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1105,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1106,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
1107,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
1108,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
1109,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1110,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1111,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1112,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1113,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1114,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1115,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
1116,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
1117,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
1118,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
1119,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1120,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1121,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1122,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1123,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
1124,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
1125,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
1126,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
1127,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
1128,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
1129,Cropland,Cropland,Water,NULL,Water,Cropland
1130,Cropland,Cropland,Water,Non_Water,Water,Grassland
1131,Cropland,Cropland,Water,Non_Water,Water,Wetland
1132,Cropland,Cropland,Water,Non_Water,Water,Water
1133,Cropland,Cropland,Water,Non_Water,Water,Forest
1134,Cropland,Cropland,Water,Water,Water,Wetland
1135,Cropland,Cropland,Water,Water,Water,Water
1136,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
1137,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
1138,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
1139,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
1140,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
1141,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
1142,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
1143,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
1144,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1145,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1146,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1147,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1148,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water
1149,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1150,Cropland,Cropland,Forest,Water,Non_Wetland,Water
1151,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1152,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1153,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1154,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
1155,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
1156,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
1157,Cropland,Bareland,NULL,NULL,Non_Wetland,Built-up
1158,Cropland,Bareland,NULL,NULL,Non_Wetland,Forest
1159,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1160,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1161,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1162,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1163,Cropland,Bareland,Shrubland,Water,Non_Wetland,Forest
1164,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1165,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1166,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1167,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1168,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1169,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
1170,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1171,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1172,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1173,Cropland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1174,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
1175,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1176,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1177,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1178,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1179,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
1180,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1181,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1182,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1183,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
1184,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1185,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
1186,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
1187,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
1188,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1189,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1190,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1191,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1192,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1193,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1194,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1195,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1196,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1197,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1198,Cropland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1199,Cropland,Built-up,Shrubland,Water,Non_Wetland,Water
1200,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1201,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1202,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1203,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1204,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1205,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
1206,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
1207,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1208,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
1209,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1210,Cropland,Built-up,Grassland,Water,Non_Wetland,Bareland
1211,Cropland,Built-up,Grassland,Water,Non_Wetland,Water
1212,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1213,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1214,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1215,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1216,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1217,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1218,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
1219,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1220,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1221,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
1222,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1223,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
1224,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Water
1225,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1226,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
1227,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
1228,Cropland,Built-up,Cropland,Water,Non_Wetland,Bareland
1229,Cropland,Built-up,Cropland,Water,Non_Wetland,Water
1230,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland
1231,Cropland,Built-up,Wetland,Non_Water,Wetland,Cropland
1232,Cropland,Built-up,Wetland,Non_Water,Wetland,Wetland
1233,Cropland,Built-up,Wetland,Non_Water,Wetland,Bareland
1234,Cropland,Built-up,Wetland,Non_Water,Wetland,Water
1235,Cropland,Built-up,Wetland,Water,Wetland,Water
1236,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1237,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1238,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1239,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1240,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1241,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
1242,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
1243,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1244,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1245,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1246,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
1247,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1248,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
1249,Cropland,Built-up,Bareland,Water,Non_Wetland,Forest
1250,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1251,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1252,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1253,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1254,Cropland,Built-up,Built-up,NULL,Non_Wetland,Water
1255,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
1256,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1257,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
1258,Cropland,Built-up,Built-up,Water,Non_Wetland,Forest
1259,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
1260,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
1261,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
1262,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
1263,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
1264,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
1265,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1266,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
1267,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1268,Cropland,Built-up,Forest,Water,Non_Wetland,Cropland
1269,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
1270,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1271,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
1272,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
1273,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1274,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
1275,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1276,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
1277,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
1278,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1279,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1280,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
1281,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
1282,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
1283,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1284,Cropland,Water,Grassland,Water,Non_Wetland,Forest
1285,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
1286,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1287,Cropland,Water,Cropland,NULL,Non_Wetland,Water
1288,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
1289,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1290,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
1291,Cropland,Water,Cropland,Water,Non_Wetland,Forest
1292,Cropland,Water,Wetland,NULL,Wetland,Grassland
1293,Cropland,Water,Wetland,NULL,Wetland,Wetland
1294,Cropland,Water,Wetland,NULL,Wetland,Water
1295,Cropland,Water,Wetland,NULL,Wetland,Forest
1296,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
1297,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
1298,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
