Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRE_M_R
50,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
51,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
52,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
53,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
54,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
55,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
56,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
57,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
58,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
59,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
60,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
61,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
62,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
63,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
64,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
65,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
66,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
67,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
68,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
69,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
70,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
71,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
72,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
73,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
74,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
75,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
76,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
77,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
78,NULL,NULL,Water,NULL,Water,Wetland,Forest,NULL
79,NULL,NULL,Water,NULL,Water,Bareland,Wetland,NULL
80,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
81,NULL,NULL,Water,NULL,Water,Bareland,Water,NULL
82,NULL,NULL,Water,NULL,Water,Bareland,Forest,NULL
83,NULL,NULL,Water,NULL,Water,Built-up,Bareland,NULL
84,NULL,NULL,Water,NULL,Water,Water,NULL,NULL
85,NULL,NULL,Water,NULL,Water,Water,Grassland,NULL
86,NULL,NULL,Water,NULL,Water,Water,Wetland,NULL
87,NULL,NULL,Water,NULL,Water,Water,Bareland,NULL
88,NULL,NULL,Water,NULL,Water,Water,Water,NULL
89,NULL,NULL,Water,NULL,Water,Water,Forest,NULL
90,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
91,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
92,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
93,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
94,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
95,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
96,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
97,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
98,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
99,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
100,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
101,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
102,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
103,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
104,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
105,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
106,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
107,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
108,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
109,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
110,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
111,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
112,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
113,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,NULL
114,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
115,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
116,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
117,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
118,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
119,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
120,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
121,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
122,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
123,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
124,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
125,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
126,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
127,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
128,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
129,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
130,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
131,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
132,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
133,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
134,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
135,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
136,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
137,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
138,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
139,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
140,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
141,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
142,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
143,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
144,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
145,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
146,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
147,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
151,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
152,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
153,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
154,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
155,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
156,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
157,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
158,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
159,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
160,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
161,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
162,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
163,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
164,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
165,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
166,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
167,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
168,Grassland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
169,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
170,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
171,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
172,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
173,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
174,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
175,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
176,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
177,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
178,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
179,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
180,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
181,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
182,Grassland,NULL,Water,NULL,Water,Wetland,Forest,NULL
183,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,NULL
184,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
185,Grassland,NULL,Water,NULL,Water,Bareland,Water,NULL
186,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
187,Grassland,NULL,Water,NULL,Water,Water,Bareland,NULL
188,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
189,Grassland,NULL,Water,NULL,Water,Water,Forest,NULL
190,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
191,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
192,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
193,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
194,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
195,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
196,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
197,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
198,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
199,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
200,Grassland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
201,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
202,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
203,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
204,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
205,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
206,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
207,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
208,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
209,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
210,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
211,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
212,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
213,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
214,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
215,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
216,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
217,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
218,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
219,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
222,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
223,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
224,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
225,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
226,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
227,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
228,Cropland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
229,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
230,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
231,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
232,Cropland,NULL,Water,NULL,Water,Water,Wetland,NULL
233,Cropland,NULL,Water,NULL,Water,Water,Water,NULL
234,Cropland,NULL,Water,NULL,Water,Water,Forest,NULL
235,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
236,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
237,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
238,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
239,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
240,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
241,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
242,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
243,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
244,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
245,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
246,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
247,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
248,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
249,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
250,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
252,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
253,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
254,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
255,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
256,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
257,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
258,Wetland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
259,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
260,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
261,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
262,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
263,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
264,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
265,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
266,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
267,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
268,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
269,Wetland,NULL,Water,NULL,Water,Bareland,Water,NULL
270,Wetland,NULL,Water,NULL,Water,Water,Bareland,NULL
271,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
272,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
273,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
274,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
275,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
276,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
277,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
278,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
279,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
280,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
281,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
282,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
283,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
284,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
285,Wetland,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
286,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
287,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
288,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
289,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
290,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
291,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
292,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
293,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
294,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
295,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
296,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
297,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
298,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
299,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
300,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
301,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
302,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
303,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
304,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,NULL
305,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
306,Bareland,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
307,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
308,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
309,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
310,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
311,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
312,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
313,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,NULL
314,Bareland,NULL,Water,NULL,Water,Water,Bareland,NULL
315,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
316,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
317,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
318,Bareland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
319,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
320,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
321,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
322,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
323,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
324,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Bareland,NULL
325,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
326,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
327,Bareland,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
328,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
329,Bareland,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
330,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
331,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
332,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
333,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
334,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
335,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
336,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
337,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
338,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
339,Water,NULL,NULL,NULL,Non_Wetland,Water,Bareland,NULL
340,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
341,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
342,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
