Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKD_M_R
333,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
334,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
335,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
339,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
341,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
342,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
343,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
344,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
345,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
346,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
349,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
350,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
351,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
353,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
354,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
355,NULL,Water,Water,NULL,Water,NULL,NULL,Water
356,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
357,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
358,NULL,Water,Water,Water,Water,NULL,NULL,Water
359,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
360,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
361,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
363,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
369,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
371,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
372,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
373,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
374,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
375,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
377,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
380,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
381,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
382,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
383,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
387,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
388,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
394,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
402,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
404,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
406,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
408,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
409,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
410,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
412,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
415,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
417,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
419,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
420,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
424,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
425,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
431,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
438,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
440,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
441,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
443,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
448,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
449,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
450,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
453,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
454,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
455,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
456,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
457,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
458,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
460,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
461,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
462,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
463,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
464,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
465,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
466,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
467,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
468,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
469,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
470,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
473,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
474,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
475,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
476,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
477,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
478,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
479,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
480,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
481,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
482,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
483,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
485,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
486,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
487,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
489,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
490,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
492,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
493,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
494,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
495,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
498,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
499,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
501,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
502,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
503,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
504,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
505,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
506,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
507,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
508,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
509,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
510,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
511,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
512,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
513,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
514,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
515,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
517,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
518,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
519,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
520,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
521,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
522,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
523,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
525,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
526,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
527,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
528,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
529,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
530,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
535,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
536,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
538,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
540,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
541,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
544,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
547,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
550,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
551,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
553,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
554,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
555,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
561,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
562,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
563,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
564,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
565,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
566,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
567,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
568,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
569,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
570,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
572,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
573,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
574,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
575,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
577,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
580,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
581,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
585,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
587,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
588,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
589,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
590,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
592,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
593,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
594,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
595,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
596,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
597,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
598,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
599,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
600,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
601,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
603,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
604,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
605,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
606,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
607,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
609,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
610,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
611,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
612,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
614,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
615,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
616,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
622,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
623,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
624,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
625,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
628,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
630,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
631,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
632,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
633,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
634,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
640,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
641,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
643,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
644,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
645,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
646,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
647,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
648,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
650,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
652,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
653,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
654,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
655,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
656,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
661,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
663,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
665,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
667,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
