Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDU_M_R
1013,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
1014,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1015,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
1016,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
1017,NULL,Water,Water,Water,Water,Grassland,Grassland,Forest
1018,NULL,Water,Water,Water,Water,Bareland,Grassland,Grassland
1019,NULL,Water,Water,Water,Water,Bareland,Bareland,Bareland
1020,NULL,Water,Water,Water,Water,Bareland,Bareland,Forest
1021,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
1022,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1023,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1024,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1025,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1026,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1027,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1028,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1029,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1030,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1031,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1032,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1033,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1034,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1035,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1036,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1037,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1038,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1039,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1040,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1041,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1042,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1043,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1044,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1045,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1046,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1047,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1048,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1049,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1050,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1051,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1052,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1053,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1054,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1055,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1056,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1057,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1058,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1059,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1060,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1061,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1062,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1063,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1064,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1065,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1066,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1067,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1068,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1069,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1070,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1071,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1072,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1073,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1074,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1075,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1076,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1077,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1078,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1079,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1080,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1081,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1082,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1083,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1084,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1085,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1086,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1087,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1088,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1089,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1090,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1091,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1092,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1093,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1094,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1095,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1096,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1097,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1098,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1099,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1100,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1101,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1102,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1103,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1104,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1105,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1106,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1107,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1108,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1109,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1110,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1111,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1112,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1113,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1114,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1115,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1116,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1117,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1118,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1119,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1120,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1121,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1122,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1123,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1124,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1125,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1126,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1127,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1128,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1129,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1130,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1131,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1132,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1133,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1134,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1135,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1137,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1138,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1139,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1140,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1141,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1142,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1145,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1146,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1147,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1148,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1149,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1150,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1151,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1152,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1153,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1154,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1155,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1156,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1157,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1158,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1159,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1160,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1161,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1162,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1163,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1164,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1165,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1166,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1167,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1168,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1169,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1170,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1171,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1172,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1173,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1174,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1175,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1177,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1178,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1179,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1180,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1181,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1182,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1183,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1184,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1185,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1186,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1187,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1188,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1189,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1190,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1191,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1192,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1193,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
1194,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1195,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1196,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1197,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1198,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1199,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1200,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1201,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1202,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1203,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1204,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1205,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1206,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1207,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1208,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1209,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1210,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1211,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1212,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1213,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1214,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1215,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1216,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1217,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1218,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1219,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1220,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1221,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1222,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1223,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1224,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1225,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1226,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1227,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1228,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1229,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1230,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1231,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1232,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1233,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1234,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1235,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1236,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1237,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1239,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1244,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1249,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1250,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1251,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1252,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1253,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1254,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1255,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1256,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1259,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1260,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1261,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1262,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1263,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1264,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1272,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1273,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1274,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1275,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1276,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1277,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1278,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1279,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1280,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1281,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1282,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1283,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1284,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1285,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1286,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1287,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1288,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1289,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1290,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1291,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1292,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
1293,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1294,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
1295,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1296,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1297,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
1298,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1299,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1300,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
1301,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1302,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1303,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1304,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1305,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1306,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1307,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1308,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1309,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1310,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1311,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1312,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1313,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1314,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1315,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1316,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1317,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1318,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1319,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1320,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1321,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1322,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1323,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1324,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1326,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1327,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1328,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1329,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1330,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1331,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1332,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1333,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
