Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPE_M_R
330,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
331,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
332,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
333,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
334,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
335,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
336,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
337,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
338,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
339,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
340,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
341,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
342,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
343,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
344,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
346,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
347,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
348,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
349,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
351,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
352,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
354,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
355,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
356,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
358,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
359,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
360,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
361,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
362,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
363,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
366,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
367,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
368,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
371,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
372,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
374,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
375,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
377,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
378,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
379,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
381,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
382,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
383,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
384,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
386,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
388,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
390,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
391,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
393,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
394,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
395,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
397,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
398,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
399,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
401,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
403,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
404,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
405,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
407,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
408,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
409,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
410,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
411,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
413,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
414,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
415,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
416,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
417,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
420,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
421,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
422,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
423,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
424,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
425,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
426,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
428,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
429,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
430,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
431,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
436,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
437,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
439,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
440,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
441,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
442,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
444,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
446,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
447,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
448,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
450,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
451,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
452,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
453,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
454,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
456,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
457,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
458,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
459,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
460,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
461,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
462,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
465,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
466,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
467,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
468,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
469,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
470,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
471,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
472,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
473,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
475,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
477,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
480,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
481,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
482,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
483,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
484,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
485,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
487,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
488,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
490,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
493,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
494,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
495,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
496,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
498,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
499,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
501,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
502,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
503,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
504,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
506,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
507,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
509,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
511,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
513,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
515,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
516,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
517,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
518,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
519,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
520,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
521,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
523,Permanent_ice_and_snow,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
524,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
525,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
527,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
529,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
530,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
533,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
534,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
535,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
537,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
538,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
539,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
540,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
542,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
545,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
548,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
550,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
551,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
553,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
555,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
556,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
558,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
559,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
560,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
561,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
563,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
564,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
565,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
566,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
567,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
568,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
569,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
570,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
571,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
575,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
576,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
577,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
579,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
580,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
581,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
582,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
583,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
584,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
585,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
587,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
588,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
589,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
590,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
591,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
592,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
593,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
595,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
597,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
598,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
599,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
600,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
601,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
602,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
603,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
604,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
605,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
606,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
607,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
608,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
609,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
610,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
612,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
613,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
614,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
616,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
618,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
619,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
620,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
621,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
622,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
623,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
628,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
629,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
630,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
631,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
632,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
633,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
634,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
635,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
636,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
637,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
638,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
639,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
641,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
648,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
650,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
651,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
652,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
653,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
655,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
656,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
657,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
658,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
659,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
660,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
661,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
663,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
664,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
