Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNL_M_R
1684,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1685,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1686,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1687,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1688,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1689,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1690,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1691,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1734,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1735,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1736,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1737,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1738,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1739,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1740,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1741,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1742,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1743,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1744,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1745,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1746,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1747,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1748,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1749,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1750,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
1751,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1752,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1753,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1754,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
1755,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1756,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1758,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1759,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1760,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1761,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1762,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1763,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1764,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1765,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1766,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1767,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1768,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1769,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1770,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1771,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1772,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1773,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1774,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1775,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1776,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1777,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1778,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1779,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1780,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1781,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1782,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1783,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1784,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1785,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1786,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1787,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1788,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1789,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1790,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1791,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1792,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1793,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
1794,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1795,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1796,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1797,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1798,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
1799,NULL,Cropland,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1909,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1910,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1911,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1912,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1913,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1914,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1915,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1916,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1917,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
1918,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1919,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1920,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1921,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Built-up
1922,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1923,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1924,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1925,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1926,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1927,NULL,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1928,NULL,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1929,NULL,Cropland,Wetland,Water,Wetland,NULL,Water,Water
1930,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1931,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1932,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1933,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1934,NULL,Cropland,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
1935,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1936,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1937,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1938,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1939,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1940,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1941,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1942,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1943,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1944,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1945,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1946,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1947,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1948,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1949,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1950,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1951,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1952,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1953,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1954,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1955,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1956,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1957,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1958,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1959,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1960,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1961,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1962,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1963,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1964,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1977,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1978,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1979,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1980,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1981,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1982,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1983,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1984,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1985,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1986,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1987,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1988,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1989,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1990,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1991,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1992,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1993,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1994,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1995,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1996,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
