Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MLT_M_R
2857,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2858,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2859,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2860,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2861,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2862,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2863,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2864,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
2865,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2866,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2867,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2868,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2869,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2870,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2871,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2872,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2873,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2874,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2875,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2876,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2877,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2878,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2879,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2880,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2881,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2882,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2883,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2884,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2885,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2886,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2887,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2888,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2889,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2890,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2891,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2892,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2893,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2894,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2895,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2896,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2897,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2898,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2899,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2900,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2901,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2902,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2903,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2904,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2905,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Bareland
2906,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2907,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2908,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2909,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2910,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2911,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2912,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2913,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2914,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2915,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2916,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2917,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2918,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2919,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2920,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2921,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2922,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2923,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2924,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2925,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2926,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2927,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2928,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
2929,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2930,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2931,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2932,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2933,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2934,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
2935,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2936,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
2937,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2938,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
2939,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
2940,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2941,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2942,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2943,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2944,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2945,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2946,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2947,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2948,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2949,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2950,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2951,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2952,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2953,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2954,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2955,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2956,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2957,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2958,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
2959,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
2960,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2961,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2962,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2963,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
2964,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2965,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2966,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2967,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2968,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2969,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2970,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2971,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2972,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2973,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2974,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
2975,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
2976,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
2977,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2978,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2979,Wetland,NULL,Wetland,Water,Wetland,Grassland,Bareland,Water
2980,Wetland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
2981,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2982,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
2983,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2984,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2985,Wetland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2986,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2987,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2988,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
2989,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
2990,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2991,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
2992,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2993,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2994,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2995,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2996,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2997,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2998,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2999,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3000,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3001,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3002,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3003,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3004,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3005,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3006,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
3007,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3008,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3009,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3010,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3011,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
3012,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3013,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
3014,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3015,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
3016,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3017,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3018,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3019,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3020,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3021,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Water
3022,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3023,Wetland,NULL,Water,NULL,Water,Wetland,Forest,Grassland
3024,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
3025,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
3026,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
3027,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Water
3028,Wetland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
3029,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
3030,Wetland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3031,Wetland,NULL,Water,Water,Water,Grassland,Bareland,Bareland
3032,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3033,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
3034,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Water
3035,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
3036,Wetland,NULL,Water,Water,Water,Wetland,Bareland,Bareland
3037,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
3038,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
3039,Wetland,NULL,Water,Water,Water,Wetland,Forest,Grassland
3040,Wetland,NULL,Water,Water,Water,Wetland,Forest,Water
3041,Wetland,NULL,Water,Water,Water,Wetland,Forest,Forest
3042,Wetland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3043,Wetland,NULL,Water,Water,Water,Bareland,Grassland,Water
3044,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
3045,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Water
3046,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
3047,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
3048,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
3049,Wetland,NULL,Water,Water,Water,Water,Bareland,Water
3050,Wetland,NULL,Water,Water,Water,Water,Water,Water
3051,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3052,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3053,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3054,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3055,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3056,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3057,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3058,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3059,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3060,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3061,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3062,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3063,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3064,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3065,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3066,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3067,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3068,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3069,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3070,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3071,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3072,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3073,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3074,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3075,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3076,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3077,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3078,Wetland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
3079,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3080,Wetland,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
3081,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3082,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3083,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3084,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3085,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3086,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3087,Wetland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
3088,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
3089,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3090,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3091,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3092,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3093,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3094,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3095,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3096,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
3097,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3098,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3099,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
3100,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
3101,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3102,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3103,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3104,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
3105,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3106,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3107,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3108,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3109,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3110,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3111,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3112,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3113,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3114,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3115,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3116,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3117,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3118,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
3119,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3120,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3121,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3122,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
3123,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3124,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3125,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3126,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3127,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3128,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3129,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3130,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3131,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
3132,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3133,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3134,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
3135,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
3136,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
3137,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
3138,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
3139,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3140,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3141,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3142,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
3143,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3144,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3145,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3146,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
3147,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3148,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3149,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3150,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3151,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3152,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3153,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3154,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
3155,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Water
3156,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3157,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3158,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3159,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3160,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3161,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3162,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3163,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
3164,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
3165,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3166,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
3167,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3168,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3169,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3170,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3171,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3172,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Grassland
3173,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Wetland
3174,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
3175,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Water
3176,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
3177,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3178,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3179,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3180,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3181,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Water
3182,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Bareland
3183,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Water
3184,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3185,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3186,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
3187,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
