Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R
2209,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2210,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2211,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2212,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2213,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2214,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2215,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2216,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2217,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2218,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2219,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2220,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2221,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2222,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2223,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2224,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2225,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2226,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2227,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2228,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2229,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2230,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2231,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2232,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2233,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2234,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2235,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2236,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2237,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2238,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2239,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2240,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2241,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
2275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
2303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
2318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
2322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
2343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
2347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
2351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
2352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2353,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2354,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2355,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2356,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2357,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2358,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
2359,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2360,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2361,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2362,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2363,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2364,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
2365,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
2366,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
2367,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
2368,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
2369,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2370,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2371,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2372,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
2373,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest,Forest,Cropland
2374,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2375,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2376,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2377,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2378,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2379,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2380,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2381,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2382,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2383,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2384,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2385,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2386,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2387,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2388,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2389,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2390,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2391,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2392,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2393,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2394,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2395,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2396,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2397,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2398,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2399,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2400,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2401,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2402,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2403,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2404,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2405,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2406,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2407,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2408,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2409,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2410,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2411,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2412,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2413,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2414,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2415,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2416,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2417,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2418,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2419,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2420,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2421,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2422,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2423,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2424,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2425,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2426,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2427,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2428,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2429,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2430,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2431,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2432,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2433,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2434,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2435,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2436,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2437,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2438,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2439,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2440,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2441,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2442,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2443,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2444,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2445,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2446,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2447,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2448,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2449,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2450,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2451,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
2452,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2453,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2454,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2455,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2456,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2457,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2458,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2459,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2460,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2461,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2462,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2463,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2464,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2465,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2466,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2467,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2468,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2469,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2470,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2471,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2472,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2473,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2474,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2475,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2476,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2477,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2478,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2479,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2480,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2481,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2482,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2483,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2484,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2485,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2486,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2487,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2488,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2489,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
2490,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2491,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2492,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2493,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2494,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2495,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2496,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2497,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2498,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2499,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2500,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2501,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2502,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2503,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
2504,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2505,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2506,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2507,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2508,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2509,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2510,NULL,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2511,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
2512,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
2513,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2514,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2515,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2516,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2517,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2518,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2519,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
