Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHM_M_R
2122,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2123,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2124,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2125,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2126,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2127,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2128,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2129,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2130,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2131,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2132,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2133,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2134,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2135,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2136,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2137,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2138,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2139,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2140,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2141,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2142,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2143,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2144,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2145,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2146,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2147,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2148,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2149,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2150,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2151,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2152,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2153,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2154,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2155,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2156,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2157,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2158,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2159,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2160,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2161,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2162,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2163,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2164,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2165,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2166,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2167,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2168,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2169,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2170,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2171,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2172,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2173,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2174,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2175,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2176,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2177,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2178,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2179,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2180,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2181,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2182,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2183,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2184,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2185,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2186,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2187,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2188,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2189,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2190,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2191,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2192,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2193,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2194,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2195,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2196,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2197,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2198,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2199,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2201,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2202,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2203,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2204,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2205,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2206,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2207,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2208,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2209,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2210,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2211,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2212,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2213,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2214,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2215,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2216,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2217,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2218,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2219,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2220,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2221,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2222,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2223,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2224,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2225,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2226,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2227,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2228,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2229,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2230,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2231,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2232,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2233,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2234,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2235,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2236,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2237,NULL,Built-up,Water,NULL,Water,Shrubland,Forest,Forest
2238,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2239,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2240,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2241,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2242,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2243,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2244,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2245,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2246,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2247,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2248,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2249,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2250,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2251,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2252,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2253,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2254,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2255,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2256,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2257,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2258,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2259,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2260,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2262,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
2264,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2265,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2266,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2267,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2268,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2269,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2270,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2271,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2272,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2273,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2274,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2275,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2276,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2277,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2278,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2279,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2280,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2281,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2282,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2283,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2284,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2285,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2286,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2287,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2288,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2289,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2290,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2291,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2292,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2293,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
2294,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2295,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2296,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2297,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2298,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2299,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2300,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
2301,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2302,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2303,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2304,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2305,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2306,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2307,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2308,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2309,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2310,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
2311,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2312,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2313,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2314,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2315,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2316,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2317,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2318,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2319,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
2320,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
2321,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
2322,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2323,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2324,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
2325,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2326,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
2327,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2328,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2329,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2330,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2331,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2332,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2333,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2334,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2335,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2336,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2337,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2338,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2339,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2340,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2341,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2342,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2343,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2344,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2345,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
2346,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2347,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2348,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2349,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
2350,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
2351,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2352,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2353,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2354,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
2355,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2356,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2357,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2358,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2359,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2360,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2361,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2362,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2363,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2364,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2365,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2366,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
2367,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2368,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2369,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2370,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2371,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2372,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2373,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2374,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2375,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2376,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
2377,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2378,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2379,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2380,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
2381,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2382,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
2383,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
2384,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
2385,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
2386,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2387,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2388,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2389,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
2390,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2391,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2392,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2393,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
2394,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2395,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
2396,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
2397,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2398,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
2399,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
2400,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2401,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
2402,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2403,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2404,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2405,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2406,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2407,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2408,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2409,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2410,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2411,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2412,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2413,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2414,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2415,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2416,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2417,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
2418,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2419,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2420,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2421,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2422,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2423,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2424,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2425,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2426,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2427,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
2428,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2429,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
2430,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
2431,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
2432,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2433,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2434,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2435,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2436,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
2437,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2438,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
2439,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
2440,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
2441,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2442,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
2443,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
