Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKK_M_R
1889,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
1890,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1891,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1892,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1893,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1894,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1895,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1896,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1897,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
1898,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1899,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1900,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1901,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1902,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1903,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1904,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1905,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1906,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1907,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1908,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1909,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1910,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1911,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1912,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1913,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1914,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1915,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1916,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1917,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1918,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1919,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1920,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1921,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1922,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1923,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1924,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1925,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1926,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1927,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1928,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1929,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1930,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1931,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1932,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1933,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1934,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1935,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1936,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
1937,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1938,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1939,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1940,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1941,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1942,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1943,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1944,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1945,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1946,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1947,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1948,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1949,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1950,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
1951,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1952,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
1953,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
1954,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1955,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1956,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1957,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1958,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1959,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1960,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1961,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1962,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1963,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1964,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1965,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1966,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1967,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1968,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1969,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
1970,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1971,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1972,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1973,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1974,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1975,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1976,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1977,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1978,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1979,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1980,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1981,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1982,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1983,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1984,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1985,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1986,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1987,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1988,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1989,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1990,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1991,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1992,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1993,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1994,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1995,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1996,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1997,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1998,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1999,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
2000,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2001,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2002,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2003,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2004,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2005,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2006,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2007,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2008,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2009,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2010,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2011,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2012,NULL,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
2013,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2014,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2015,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2016,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2017,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2018,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2019,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2020,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2021,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2022,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2023,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2024,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2025,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
2026,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
2027,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2028,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2029,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
2030,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
2031,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2032,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
2033,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2034,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2035,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2036,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
2037,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2038,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2039,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2040,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2041,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2042,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2043,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2044,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2045,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2046,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2047,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2048,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2049,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2050,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
2051,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2052,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2053,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
2054,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2055,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2056,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2057,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2058,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2059,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2060,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2061,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
2062,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
2063,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
2064,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
2065,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2066,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
2067,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
2068,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
2069,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
2070,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
2071,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,NULL
2072,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
2073,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2074,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2075,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2076,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
2077,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2078,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2079,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2080,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
2081,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
2082,NULL,Water,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2083,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
2084,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2085,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
2086,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,NULL
2087,NULL,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
2088,NULL,Water,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
2089,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2090,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
2091,NULL,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2092,NULL,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2093,NULL,Water,Water,NULL,Water,NULL,Forest,Water
2094,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,NULL
2095,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
2096,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Water
2097,NULL,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
2098,NULL,Water,Water,NULL,Water,Shrubland,Wetland,Grassland
2099,NULL,Water,Water,NULL,Water,Shrubland,Wetland,Forest
2100,NULL,Water,Water,NULL,Water,Shrubland,Water,Water
2101,NULL,Water,Water,NULL,Water,Shrubland,Water,Forest
2102,NULL,Water,Water,NULL,Water,Shrubland,Forest,Forest
2103,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Water
2104,NULL,Water,Water,NULL,Water,Wetland,Shrubland,Forest
2105,NULL,Water,Water,NULL,Water,Wetland,Wetland,Water
2106,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
2107,NULL,Water,Water,NULL,Water,Water,Wetland,Bareland
2108,NULL,Water,Water,NULL,Water,Water,Wetland,Forest
2109,NULL,Water,Water,Non_Water,Water,Shrubland,Shrubland,NULL
2110,NULL,Water,Water,Water,Water,Shrubland,Shrubland,NULL
2111,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
2112,NULL,Water,Water,Water,Water,Bareland,Water,Water
2113,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2114,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2115,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2116,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
2117,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2118,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
2119,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2120,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2121,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2122,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2123,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2124,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2125,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
2126,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2127,NULL,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2128,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2129,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2130,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2131,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2132,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2133,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2134,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
2135,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2136,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
2137,NULL,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
2138,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
2139,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2140,NULL,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2141,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2142,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2143,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2144,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2145,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2146,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2147,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2148,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2149,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2150,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2151,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2152,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2153,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2154,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2155,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2156,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2157,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2158,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2159,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2160,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2161,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2162,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2163,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2164,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2165,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2166,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2167,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2168,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2169,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2170,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2171,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2172,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2173,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2174,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2175,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2176,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2177,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2178,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2179,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2180,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2181,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2182,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2183,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2184,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2185,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2186,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2187,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2188,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2189,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2190,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2191,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2192,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2193,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2194,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2195,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2196,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2197,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2198,NULL,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2199,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2200,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2201,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2202,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2203,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2204,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2205,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2206,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2207,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2208,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2209,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2210,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2211,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2212,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2213,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2214,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2215,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2216,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2217,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2218,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
