Value,AFRICA_2024_DynamicWorld_2024_37NCG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCG_M_R,AFRICA_2024_GSW_Yearly_2021_37NCG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCG_M_R,AFRICA_2024_WorldCover_2021_37NCG_M_R
118,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
119,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
120,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
121,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
122,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
126,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
127,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
128,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
129,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
130,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
131,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
132,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
133,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
134,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
135,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
136,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
137,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
138,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
139,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
140,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
141,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
142,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
143,NULL,Cropland,Wetland,NULL,Wetland,NULL
144,NULL,Cropland,Wetland,NULL,Wetland,Grassland
145,NULL,Cropland,Wetland,NULL,Wetland,Cropland
146,NULL,Cropland,Wetland,NULL,Wetland,Wetland
147,NULL,Cropland,Wetland,NULL,Wetland,Forest
148,NULL,Cropland,Wetland,Water,Wetland,Water
149,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
150,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
151,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
152,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
153,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
154,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
155,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
156,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
157,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
158,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
159,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
160,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
161,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
162,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
163,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
164,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
165,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
166,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
167,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
168,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
169,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
171,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL
172,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
173,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
174,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
175,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
176,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
177,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
178,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
179,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
180,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
181,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
182,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
183,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
184,NULL,Cropland,Forest,Water,Non_Wetland,NULL
185,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
186,NULL,Cropland,Forest,Water,Non_Wetland,Wetland
187,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
188,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
189,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
190,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
191,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL
192,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
198,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
199,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
200,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
201,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
202,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
203,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
204,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
205,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
206,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
207,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
208,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
209,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
210,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
211,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland
212,NULL,Wetland,Wetland,NULL,Wetland,NULL
213,NULL,Wetland,Wetland,NULL,Wetland,Grassland
214,NULL,Wetland,Wetland,NULL,Wetland,Wetland
215,NULL,Wetland,Wetland,NULL,Wetland,Forest
216,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
217,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
218,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
219,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
220,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
221,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
222,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
223,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
224,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
225,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
226,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
227,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
228,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL
229,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
230,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
231,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
232,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
233,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
234,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
235,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
236,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
237,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
238,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
239,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
240,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
246,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
247,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
248,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
249,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
250,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
251,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
252,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
253,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
254,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
255,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
256,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
257,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
258,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
259,NULL,Built-up,Wetland,NULL,Wetland,NULL
260,NULL,Built-up,Wetland,NULL,Wetland,Grassland
261,NULL,Built-up,Wetland,NULL,Wetland,Cropland
262,NULL,Built-up,Wetland,NULL,Wetland,Wetland
263,NULL,Built-up,Wetland,NULL,Wetland,Built-up
264,NULL,Built-up,Wetland,NULL,Wetland,Forest
265,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
266,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
267,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
268,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
269,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
270,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
271,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
272,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
273,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
274,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
275,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
276,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
278,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
279,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
280,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
281,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
282,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
283,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
284,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
285,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
286,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
287,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
288,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
289,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
290,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
291,NULL,Water,NULL,NULL,Non_Wetland,Bareland
292,NULL,Water,NULL,NULL,Non_Wetland,Forest
293,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
294,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
295,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
296,NULL,Water,Grassland,NULL,Non_Wetland,NULL
297,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
298,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
299,NULL,Water,Grassland,NULL,Non_Wetland,Forest
300,NULL,Water,Cropland,NULL,Non_Wetland,NULL
301,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
302,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
303,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
304,NULL,Water,Wetland,NULL,Wetland,Grassland
305,NULL,Water,Wetland,NULL,Wetland,Built-up
306,NULL,Water,Bareland,NULL,Non_Wetland,NULL
307,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
308,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
309,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
310,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
311,NULL,Water,Built-up,NULL,Non_Wetland,Forest
312,NULL,Water,Forest,NULL,Non_Wetland,NULL
313,NULL,Water,Forest,NULL,Non_Wetland,Grassland
314,NULL,Water,Forest,NULL,Non_Wetland,Cropland
315,NULL,Water,Forest,NULL,Non_Wetland,Bareland
316,NULL,Forest,NULL,NULL,Non_Wetland,NULL
317,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
318,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
319,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
320,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
321,NULL,Forest,NULL,NULL,Non_Wetland,Forest
322,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
323,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
324,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
325,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
326,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
327,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
328,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
329,NULL,Forest,Shrubland,NULL,Non_Wetland,Water
330,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
331,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
332,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
333,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
334,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
335,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
336,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
337,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
338,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
339,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
340,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
341,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
342,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
343,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
344,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
345,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
346,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
347,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
348,NULL,Forest,Cropland,Water,Non_Wetland,NULL
349,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
350,NULL,Forest,Wetland,NULL,Wetland,NULL
351,NULL,Forest,Wetland,NULL,Wetland,Wetland
352,NULL,Forest,Wetland,NULL,Wetland,Forest
353,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
354,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
355,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
356,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
357,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
358,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
359,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
360,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
361,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
362,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
363,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
364,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
365,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
366,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
367,NULL,Forest,Forest,NULL,Non_Wetland,NULL
368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
369,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
370,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
371,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
372,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
373,NULL,Forest,Forest,NULL,Non_Wetland,Forest
374,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
375,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
376,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
377,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
378,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
379,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
380,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
381,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
382,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
383,Grassland,NULL,NULL,NULL,Non_Wetland,Water
384,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
385,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
386,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
387,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
388,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
390,Grassland,NULL,NULL,Water,Non_Wetland,NULL
391,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
392,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
393,Grassland,NULL,NULL,Water,Non_Wetland,Bareland
394,Grassland,NULL,NULL,Water,Non_Wetland,Water
395,Grassland,NULL,NULL,Water,Non_Wetland,Forest
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
404,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
405,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
406,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
407,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
408,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
409,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
410,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
411,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
412,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
413,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
414,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
415,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
416,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
417,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
418,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
419,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
