Value,AFRICA_2024_DynamicWorld_2024_36NXM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXM_M_R,AFRICA_2024_GSW_Yearly_2021_36NXM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXM_M_R,AFRICA_2024_WorldCover_2021_36NXM_M_R
119,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
120,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
121,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
122,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
123,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
124,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
125,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
126,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
127,NULL,Forest,Forest,NULL,Non_Wetland,NULL
128,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
129,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
130,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
131,NULL,Forest,Forest,NULL,Non_Wetland,Forest
132,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
133,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
134,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
135,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
136,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
137,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
144,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
145,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
146,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
147,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
148,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
149,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
150,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
151,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
152,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
153,Grassland,NULL,Wetland,NULL,Wetland,NULL
154,Grassland,NULL,Wetland,NULL,Wetland,Grassland
155,Grassland,NULL,Wetland,NULL,Wetland,Wetland
156,Grassland,NULL,Wetland,NULL,Wetland,Forest
157,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
158,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
159,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
160,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
161,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
162,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
163,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
164,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
165,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
166,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
167,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
168,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
169,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
170,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
171,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
172,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
173,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
174,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
175,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
176,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
177,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
178,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
179,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
180,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
181,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
182,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
183,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
184,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
185,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
186,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
187,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
188,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
189,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
190,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
191,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
192,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
193,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
194,Grassland,Water,Wetland,NULL,Wetland,Grassland
195,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
196,Grassland,Water,Forest,NULL,Non_Wetland,Forest
197,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
198,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
199,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
200,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
201,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
202,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
203,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
204,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
205,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
206,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
207,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
208,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
209,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
210,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
211,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
212,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
213,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
214,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
215,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
216,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
217,Grassland,Forest,Wetland,NULL,Wetland,NULL
218,Grassland,Forest,Wetland,NULL,Wetland,Grassland
219,Grassland,Forest,Wetland,NULL,Wetland,Wetland
220,Grassland,Forest,Wetland,NULL,Wetland,Forest
221,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
222,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
223,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
224,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
225,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
226,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
227,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
228,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
229,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
230,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
231,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
232,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
233,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
234,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
235,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
236,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
237,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
238,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
239,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
240,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
241,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
242,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
246,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
247,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
248,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
249,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
250,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
251,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
252,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
253,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
254,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
255,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
256,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
257,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
258,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
259,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
260,Cropland,NULL,Wetland,NULL,Wetland,Forest
261,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
262,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
263,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
264,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
265,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
266,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
267,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
268,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
269,Cropland,NULL,Bareland,Water,Non_Wetland,Water
270,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
271,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
272,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
273,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
274,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
275,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
276,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
277,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
278,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
279,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
280,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
281,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
282,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
283,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
284,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
285,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
286,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
287,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
288,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
289,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
290,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
291,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
292,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
293,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
294,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
295,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
296,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
297,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
298,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
299,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
300,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
301,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
302,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
303,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
304,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
305,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
306,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
307,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
308,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
309,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
310,Cropland,Bareland,Wetland,NULL,Wetland,Forest
311,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
312,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
313,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
314,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
315,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
316,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
317,Cropland,Built-up,Wetland,NULL,Wetland,Forest
318,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
319,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
320,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
321,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
322,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
323,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
324,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
325,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
326,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
327,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
328,Cropland,Water,Forest,NULL,Non_Wetland,Forest
329,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
330,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
331,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
332,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
333,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
334,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
335,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
336,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
337,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
338,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
339,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
340,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
341,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
342,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
343,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
344,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
345,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
346,Cropland,Forest,Wetland,NULL,Wetland,NULL
347,Cropland,Forest,Wetland,NULL,Wetland,Forest
348,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
349,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
350,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
351,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
352,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
353,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
354,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
355,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
356,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
357,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
358,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
359,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
360,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
361,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
362,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
363,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
364,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
365,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
366,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
367,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
368,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
369,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
370,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
371,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
372,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
373,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
374,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
375,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
376,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
377,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
378,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
379,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
380,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
381,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
382,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
383,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
384,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
385,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
386,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
387,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
388,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
389,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
390,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
391,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
392,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
393,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
394,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
395,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
396,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
397,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
398,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
399,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
400,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
401,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
402,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
403,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
404,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
405,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
406,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
407,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
408,Bareland,NULL,Wetland,NULL,Wetland,Grassland
409,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
410,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
411,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
412,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
413,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
414,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
415,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
416,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
