Value,AFRICA_2024_DynamicWorld_2024_35NRE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRE_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRE_M_R,AFRICA_2024_GSW_Yearly_2021_35NRE_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRE_M_R,AFRICA_2024_WorldCover_2021_35NRE_M_R
121,NULL,Forest,Wetland,NULL,Wetland,Grassland
122,NULL,Forest,Wetland,NULL,Wetland,Built-up
123,NULL,Forest,Wetland,NULL,Wetland,Forest
124,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
125,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
126,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
127,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
128,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
129,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
130,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
131,NULL,Forest,Forest,NULL,Non_Wetland,NULL
132,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
133,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
134,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
135,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
136,NULL,Forest,Forest,NULL,Non_Wetland,Forest
137,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
138,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
139,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
140,NULL,Forest,Forest,Water,Non_Wetland,NULL
141,NULL,Forest,Forest,Water,Non_Wetland,Grassland
142,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
143,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
144,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
145,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
146,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
147,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
148,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
149,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
150,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
151,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
152,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
153,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
154,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
155,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
156,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
157,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
158,Grassland,NULL,Wetland,NULL,Wetland,NULL
159,Grassland,NULL,Wetland,NULL,Wetland,Grassland
160,Grassland,NULL,Wetland,NULL,Wetland,Wetland
161,Grassland,NULL,Wetland,NULL,Wetland,Forest
162,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
163,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
164,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
165,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
166,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
167,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
168,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
169,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
170,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
171,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
172,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
173,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
174,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
175,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
176,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
177,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
178,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
179,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
180,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
181,Grassland,Water,Forest,NULL,Non_Wetland,Forest
182,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
183,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
184,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
185,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
186,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
187,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
188,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
189,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
190,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
191,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
192,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
193,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
194,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
195,Grassland,Forest,Wetland,NULL,Wetland,NULL
196,Grassland,Forest,Wetland,NULL,Wetland,Grassland
197,Grassland,Forest,Wetland,NULL,Wetland,Wetland
198,Grassland,Forest,Wetland,NULL,Wetland,Forest
199,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
200,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
201,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
202,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
203,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
204,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
205,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
206,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
207,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
208,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
209,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
210,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
211,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
212,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
216,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
218,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
219,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
220,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
221,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
222,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
223,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
224,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
225,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
226,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
227,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
228,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
229,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
230,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
231,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
232,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
233,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
234,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
235,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
236,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
237,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
238,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
239,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
240,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
241,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
242,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
243,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
244,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
245,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
246,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
247,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
248,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
249,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
250,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
251,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
252,Wetland,NULL,Wetland,NULL,Wetland,NULL
253,Wetland,NULL,Wetland,NULL,Wetland,Forest
254,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
255,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
256,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
257,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
258,Wetland,Water,NULL,NULL,Non_Wetland,Forest
259,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
260,Wetland,Water,Wetland,NULL,Wetland,Wetland
261,Wetland,Water,Wetland,NULL,Wetland,Forest
262,Wetland,Water,Wetland,Water,Wetland,Forest
263,Wetland,Water,Water,NULL,Water,Forest
264,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
265,Wetland,Water,Forest,NULL,Non_Wetland,Forest
266,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
267,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
268,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
269,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
270,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
271,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
272,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
273,Wetland,Forest,Wetland,NULL,Wetland,NULL
274,Wetland,Forest,Wetland,NULL,Wetland,Forest
275,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
276,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
277,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
278,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
279,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
280,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
281,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
282,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
283,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
284,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
285,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
286,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
287,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
288,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
289,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
290,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
291,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
292,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
293,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
294,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
295,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
296,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
297,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
298,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
299,Bareland,Water,Forest,NULL,Non_Wetland,NULL
300,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
301,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
302,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
303,Water,NULL,NULL,NULL,Non_Wetland,NULL
304,Water,NULL,NULL,NULL,Non_Wetland,Grassland
305,Water,NULL,NULL,NULL,Non_Wetland,Wetland
306,Water,NULL,NULL,NULL,Non_Wetland,Forest
307,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
308,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
309,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
310,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
311,Water,NULL,Cropland,NULL,Non_Wetland,NULL
312,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
313,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
314,Water,NULL,Cropland,NULL,Non_Wetland,Forest
315,Water,NULL,Wetland,NULL,Wetland,NULL
316,Water,NULL,Wetland,NULL,Wetland,Grassland
317,Water,NULL,Wetland,NULL,Wetland,Wetland
318,Water,NULL,Wetland,NULL,Wetland,Forest
319,Water,NULL,Bareland,NULL,Non_Wetland,Forest
320,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
321,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
322,Water,NULL,Water,NULL,Water,Grassland
323,Water,NULL,Forest,NULL,Non_Wetland,NULL
324,Water,NULL,Forest,NULL,Non_Wetland,Grassland
325,Water,NULL,Forest,NULL,Non_Wetland,Cropland
326,Water,NULL,Forest,NULL,Non_Wetland,Wetland
327,Water,NULL,Forest,NULL,Non_Wetland,Forest
328,Water,Built-up,Wetland,NULL,Wetland,Forest
329,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
330,Water,Built-up,Forest,NULL,Non_Wetland,Forest
331,Water,Water,NULL,NULL,Non_Wetland,NULL
332,Water,Water,NULL,NULL,Non_Wetland,Grassland
333,Water,Water,NULL,NULL,Non_Wetland,Forest
334,Water,Water,NULL,Non_Water,Non_Wetland,Forest
335,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
336,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
337,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
338,Water,Water,Shrubland,NULL,Non_Wetland,Water
339,Water,Water,Shrubland,NULL,Non_Wetland,Forest
340,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
341,Water,Water,Shrubland,Water,Non_Wetland,Water
342,Water,Water,Cropland,NULL,Non_Wetland,NULL
343,Water,Water,Cropland,NULL,Non_Wetland,Grassland
344,Water,Water,Cropland,NULL,Non_Wetland,Forest
345,Water,Water,Wetland,NULL,Wetland,NULL
346,Water,Water,Wetland,NULL,Wetland,Grassland
347,Water,Water,Wetland,NULL,Wetland,Wetland
348,Water,Water,Wetland,NULL,Wetland,Bareland
349,Water,Water,Wetland,NULL,Wetland,Water
350,Water,Water,Wetland,NULL,Wetland,Forest
351,Water,Water,Wetland,Non_Water,Wetland,Bareland
352,Water,Water,Wetland,Non_Water,Wetland,Water
353,Water,Water,Wetland,Non_Water,Wetland,Forest
354,Water,Water,Wetland,Water,Wetland,Grassland
355,Water,Water,Wetland,Water,Wetland,Wetland
356,Water,Water,Wetland,Water,Wetland,Bareland
357,Water,Water,Wetland,Water,Wetland,Water
358,Water,Water,Wetland,Water,Wetland,Forest
359,Water,Water,Bareland,NULL,Non_Wetland,Grassland
360,Water,Water,Bareland,NULL,Non_Wetland,Bareland
361,Water,Water,Bareland,NULL,Non_Wetland,Water
362,Water,Water,Bareland,NULL,Non_Wetland,Forest
363,Water,Water,Bareland,Non_Water,Non_Wetland,Water
364,Water,Water,Bareland,Water,Non_Wetland,Water
365,Water,Water,Built-up,NULL,Non_Wetland,Grassland
366,Water,Water,Built-up,NULL,Non_Wetland,Water
367,Water,Water,Built-up,NULL,Non_Wetland,Forest
368,Water,Water,Water,NULL,Water,Grassland
369,Water,Water,Water,NULL,Water,Bareland
370,Water,Water,Water,NULL,Water,Water
371,Water,Water,Water,NULL,Water,Forest
372,Water,Water,Water,Non_Water,Water,Water
373,Water,Water,Water,Non_Water,Water,Forest
374,Water,Water,Water,Water,Water,Grassland
375,Water,Water,Water,Water,Water,Wetland
376,Water,Water,Water,Water,Water,Bareland
377,Water,Water,Water,Water,Water,Water
378,Water,Water,Water,Water,Water,Forest
379,Water,Water,Forest,NULL,Non_Wetland,NULL
380,Water,Water,Forest,NULL,Non_Wetland,Grassland
381,Water,Water,Forest,NULL,Non_Wetland,Wetland
382,Water,Water,Forest,NULL,Non_Wetland,Bareland
383,Water,Water,Forest,NULL,Non_Wetland,Water
384,Water,Water,Forest,NULL,Non_Wetland,Forest
385,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
386,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
387,Water,Water,Forest,Non_Water,Non_Wetland,Water
388,Water,Water,Forest,Non_Water,Non_Wetland,Forest
389,Water,Water,Forest,Water,Non_Wetland,Grassland
390,Water,Water,Forest,Water,Non_Wetland,Bareland
391,Water,Water,Forest,Water,Non_Wetland,Water
392,Water,Water,Forest,Water,Non_Wetland,Forest
393,Water,Forest,NULL,NULL,Non_Wetland,NULL
394,Water,Forest,NULL,NULL,Non_Wetland,Grassland
395,Water,Forest,NULL,NULL,Non_Wetland,Forest
396,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
397,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
398,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
399,Water,Forest,Cropland,NULL,Non_Wetland,NULL
400,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
401,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
402,Water,Forest,Cropland,NULL,Non_Wetland,Forest
403,Water,Forest,Wetland,NULL,Wetland,NULL
404,Water,Forest,Wetland,NULL,Wetland,Grassland
405,Water,Forest,Wetland,NULL,Wetland,Forest
406,Water,Forest,Wetland,Non_Water,Wetland,Forest
407,Water,Forest,Water,NULL,Water,Grassland
408,Water,Forest,Water,NULL,Water,Forest
409,Water,Forest,Forest,NULL,Non_Wetland,NULL
410,Water,Forest,Forest,NULL,Non_Wetland,Grassland
411,Water,Forest,Forest,NULL,Non_Wetland,Cropland
412,Water,Forest,Forest,NULL,Non_Wetland,Forest
413,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
414,Forest,NULL,NULL,NULL,Non_Wetland,NULL
415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
416,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
417,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
418,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
419,Forest,NULL,NULL,NULL,Non_Wetland,Forest
420,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
421,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
422,Forest,NULL,NULL,Water,Non_Wetland,Grassland
423,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
424,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
425,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
426,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
427,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
428,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
429,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
430,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
431,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
432,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
433,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
434,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
435,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
436,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
437,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
438,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
439,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
440,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
