Value,AFRICA_2024_DynamicWorld_2024_37PDP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDP_M_R,AFRICA_2024_GSW_Yearly_2021_37PDP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDP_M_R,AFRICA_2024_WorldCover_2021_37PDP_M_R
121,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
122,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
125,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
126,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
127,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
128,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
129,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
130,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
131,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
132,NULL,Cropland,Built-up,NULL,Non_Wetland,Water
133,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
134,NULL,Cropland,Water,NULL,Water,Grassland
135,NULL,Cropland,Water,Water,Water,Grassland
136,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
137,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
138,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
139,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
140,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
141,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
142,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
143,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
144,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
145,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
146,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
147,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
148,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
149,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
150,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
151,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
153,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
154,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
155,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
156,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
157,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
158,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
159,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
160,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
161,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
162,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
163,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
170,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
171,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
172,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
173,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
175,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
176,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
177,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
178,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
179,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
180,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
181,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
182,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
183,NULL,Built-up,Wetland,NULL,Wetland,Built-up
184,NULL,Built-up,Wetland,NULL,Wetland,Forest
185,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
186,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
187,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
188,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
189,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
190,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
191,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
192,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
193,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
194,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
195,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
196,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
197,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
198,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
199,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
202,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
203,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
204,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
205,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
206,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
207,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
208,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
209,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
212,NULL,Water,Cropland,NULL,Non_Wetland,NULL
213,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
214,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
215,NULL,Water,Bareland,NULL,Non_Wetland,NULL
216,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
217,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
218,NULL,Water,Bareland,NULL,Non_Wetland,Water
219,NULL,Water,Bareland,Water,Non_Wetland,NULL
220,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
221,NULL,Forest,NULL,NULL,Non_Wetland,NULL
222,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
223,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
224,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
225,NULL,Forest,NULL,NULL,Non_Wetland,Forest
226,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
228,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
229,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
230,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
231,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
232,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
233,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
234,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
235,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
236,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
238,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
239,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
240,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
241,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
242,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
243,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
244,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
245,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
246,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
247,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
248,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
249,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
250,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
251,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
252,NULL,Forest,Forest,NULL,Non_Wetland,NULL
253,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
254,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
255,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
256,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
257,NULL,Forest,Forest,NULL,Non_Wetland,Forest
258,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
259,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
260,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
261,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
262,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
263,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
264,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
265,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
266,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
267,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
268,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
269,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
270,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
271,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
272,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
273,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
274,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
275,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
276,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
277,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
278,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
279,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
280,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
281,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
282,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
283,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
284,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
285,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
286,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
287,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
288,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
289,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
290,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
291,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
292,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
293,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
294,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
295,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
296,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
297,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
298,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
299,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
300,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
301,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
302,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
303,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
304,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
305,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
306,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
307,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
308,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
309,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
310,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
311,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
312,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
313,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
314,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
315,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
316,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
317,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
318,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
319,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
320,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
321,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
322,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
323,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
324,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
325,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
326,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
327,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
328,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
329,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
330,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
331,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
332,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
333,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
334,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
335,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
336,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
337,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
338,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
339,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
340,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
341,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
342,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
343,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
344,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
345,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
346,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
347,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
348,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
349,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
350,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
351,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
352,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
353,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
354,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
355,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
356,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
357,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
358,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
359,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
360,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
361,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
362,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
363,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
364,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
365,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
366,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
367,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
368,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
369,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
370,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
371,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
372,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
373,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
374,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
375,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
376,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
377,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
378,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
379,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
380,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
381,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
382,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
383,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
384,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
385,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
386,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
387,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
388,Grassland,Forest,Water,NULL,Water,NULL
389,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
390,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
391,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
392,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
393,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
394,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
395,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
396,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
397,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
398,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
399,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
400,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
401,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
402,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
403,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
404,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
405,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
406,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
407,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
408,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
409,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
410,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
411,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
412,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
413,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
414,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
415,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
416,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
417,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
418,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
