Value,AFRICA_2024_DynamicWorld_2024_37PCP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCP_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCP_M_R,AFRICA_2024_GSW_Yearly_2021_37PCP_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCP_M_R,AFRICA_2024_WorldCover_2021_37PCP_M_R
121,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
125,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
126,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
127,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
128,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
129,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
130,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
131,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
132,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland
133,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
134,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
141,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
142,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
143,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
144,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
145,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
146,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
147,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
148,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
150,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
151,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
152,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
153,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
154,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
155,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
156,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL
157,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
158,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
159,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
160,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
161,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
162,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
163,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
164,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
165,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
166,NULL,Cropland,Wetland,NULL,Wetland,NULL
167,NULL,Cropland,Wetland,NULL,Wetland,Grassland
168,NULL,Cropland,Wetland,NULL,Wetland,Cropland
169,NULL,Cropland,Wetland,NULL,Wetland,Wetland
170,NULL,Cropland,Wetland,NULL,Wetland,Built-up
171,NULL,Cropland,Wetland,NULL,Wetland,Forest
172,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
173,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
174,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland
175,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
176,NULL,Cropland,Wetland,Water,Wetland,Grassland
177,NULL,Cropland,Wetland,Water,Wetland,Cropland
178,NULL,Cropland,Wetland,Water,Wetland,Wetland
179,NULL,Cropland,Wetland,Water,Wetland,Water
180,NULL,Cropland,Wetland,Water,Wetland,Forest
181,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
182,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
183,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
184,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
185,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
186,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
187,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
188,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
189,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
190,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
191,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
192,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
193,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
194,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
195,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
196,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
197,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
198,NULL,Cropland,Bareland,Water,Non_Wetland,Water
199,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
200,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
201,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
202,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
203,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
204,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
205,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
206,NULL,Cropland,Built-up,Water,Non_Wetland,Cropland
207,NULL,Cropland,Water,NULL,Water,NULL
208,NULL,Cropland,Water,NULL,Water,Grassland
209,NULL,Cropland,Water,Water,Water,Wetland
210,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
211,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
212,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
213,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
214,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
215,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
216,NULL,Cropland,Forest,NULL,Non_Wetland,Water
217,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
218,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
219,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
220,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
221,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
222,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
223,NULL,Cropland,Forest,Water,Non_Wetland,Forest
224,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
225,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
226,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
227,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
228,NULL,Wetland,NULL,Non_Water,Non_Wetland,Cropland
229,NULL,Wetland,NULL,Non_Water,Non_Wetland,Forest
230,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
231,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
232,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
233,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
234,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
235,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
236,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
237,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
238,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
239,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
240,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
241,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
242,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
243,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
244,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
245,NULL,Wetland,Cropland,Water,Non_Wetland,Cropland
246,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
247,NULL,Wetland,Wetland,NULL,Wetland,Grassland
248,NULL,Wetland,Wetland,NULL,Wetland,Cropland
249,NULL,Wetland,Wetland,NULL,Wetland,Wetland
250,NULL,Wetland,Wetland,NULL,Wetland,Forest
251,NULL,Wetland,Wetland,Non_Water,Wetland,Cropland
252,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
253,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
254,NULL,Wetland,Wetland,Water,Wetland,Grassland
255,NULL,Wetland,Wetland,Water,Wetland,Cropland
256,NULL,Wetland,Wetland,Water,Wetland,Wetland
257,NULL,Wetland,Wetland,Water,Wetland,Forest
258,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
259,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
260,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
261,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
262,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
263,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
264,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
265,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
266,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
267,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
268,NULL,Wetland,Forest,Water,Non_Wetland,Cropland
269,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
270,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
271,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
272,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
273,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
274,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
275,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
276,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
277,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
278,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
279,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
280,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
281,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
282,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
283,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
284,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
285,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
286,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL
287,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland
288,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland
289,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
290,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
297,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
298,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
299,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
300,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
301,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
302,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL
303,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
304,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
305,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
306,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
307,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
308,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
309,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
310,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
311,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
312,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
313,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
314,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
315,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
316,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
317,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
318,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
319,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
320,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
321,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
322,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
323,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
324,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
325,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
326,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
327,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
328,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
329,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
330,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
331,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
332,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
333,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
334,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
335,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
336,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
337,NULL,Built-up,Wetland,NULL,Wetland,NULL
338,NULL,Built-up,Wetland,NULL,Wetland,Grassland
339,NULL,Built-up,Wetland,NULL,Wetland,Cropland
340,NULL,Built-up,Wetland,NULL,Wetland,Wetland
341,NULL,Built-up,Wetland,NULL,Wetland,Bareland
342,NULL,Built-up,Wetland,NULL,Wetland,Built-up
343,NULL,Built-up,Wetland,NULL,Wetland,Water
344,NULL,Built-up,Wetland,NULL,Wetland,Forest
345,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
346,NULL,Built-up,Wetland,Non_Water,Wetland,Cropland
347,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
348,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
349,NULL,Built-up,Wetland,Water,Wetland,Grassland
350,NULL,Built-up,Wetland,Water,Wetland,Cropland
351,NULL,Built-up,Wetland,Water,Wetland,Bareland
352,NULL,Built-up,Wetland,Water,Wetland,Built-up
353,NULL,Built-up,Wetland,Water,Wetland,Forest
354,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
355,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
356,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
357,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
358,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
359,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
360,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
361,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
362,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
363,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland
364,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
365,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
366,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
367,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
368,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
369,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
370,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
371,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
372,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
373,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
374,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
375,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
376,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
377,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
378,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
379,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
381,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
382,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
383,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
384,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
385,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
386,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
387,NULL,Built-up,Built-up,Water,Non_Wetland,Forest
388,NULL,Built-up,Water,NULL,Water,Water
389,NULL,Built-up,Water,NULL,Water,Forest
390,NULL,Built-up,Water,Water,Water,Forest
391,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
392,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
393,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
394,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
395,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
396,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
397,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
398,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL
399,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
400,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland
401,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
402,NULL,Built-up,Forest,Water,Non_Wetland,Cropland
403,NULL,Built-up,Forest,Water,Non_Wetland,Forest
404,NULL,Water,NULL,NULL,Non_Wetland,Cropland
405,NULL,Water,NULL,Water,Non_Wetland,NULL
406,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
407,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
408,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
409,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
410,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
411,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
412,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
413,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
414,NULL,Water,Shrubland,Water,Non_Wetland,Forest
415,NULL,Water,Grassland,NULL,Non_Wetland,Forest
416,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
417,NULL,Water,Grassland,Water,Non_Wetland,Grassland
418,NULL,Water,Grassland,Water,Non_Wetland,Cropland
419,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
420,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
421,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
