Value,AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,AFRICA_2024_WorldCover_2021_37PDQ_M_R
124,NULL,NULL,Water,Water,Water,Forest
125,NULL,NULL,Forest,NULL,Non_Wetland,NULL
126,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
127,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
128,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
129,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
130,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
131,NULL,NULL,Forest,NULL,Non_Wetland,Water
132,NULL,NULL,Forest,NULL,Non_Wetland,Forest
133,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
134,NULL,NULL,Forest,Water,Non_Wetland,NULL
135,NULL,NULL,Forest,Water,Non_Wetland,Grassland
136,NULL,NULL,Forest,Water,Non_Wetland,Cropland
137,NULL,NULL,Forest,Water,Non_Wetland,Bareland
138,NULL,NULL,Forest,Water,Non_Wetland,Water
139,NULL,NULL,Forest,Water,Non_Wetland,Forest
140,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
141,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
142,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
143,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
144,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
145,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
146,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
147,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
152,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
153,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
156,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
157,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
158,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
159,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
160,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
161,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
162,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
163,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
164,NULL,Cropland,Wetland,NULL,Wetland,Cropland
165,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
166,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
167,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
168,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
169,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
170,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
171,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
172,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
173,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
174,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
175,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
176,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
177,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
178,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
179,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
180,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
181,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
182,NULL,Cropland,Water,NULL,Water,NULL
183,NULL,Cropland,Water,NULL,Water,Grassland
184,NULL,Cropland,Water,NULL,Water,Cropland
185,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
186,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
187,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
188,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
189,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
190,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
191,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
192,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
193,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
194,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
195,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
196,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
197,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
198,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
199,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
200,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
201,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
202,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
203,NULL,Bareland,Grassland,Water,Non_Wetland,Water
204,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
205,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
206,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
207,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
208,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
209,NULL,Bareland,Cropland,Water,Non_Wetland,Water
210,NULL,Bareland,Wetland,Water,Wetland,Water
211,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
212,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
213,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
214,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
215,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
216,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
217,NULL,Bareland,Bareland,Water,Non_Wetland,Water
218,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
219,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
220,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
221,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
222,NULL,Bareland,Water,Water,Water,Water
223,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
224,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
225,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
226,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
227,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
228,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
229,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
230,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
231,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
237,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
238,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
239,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
240,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
241,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
242,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
244,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
245,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
246,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
247,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
248,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
249,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
250,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
251,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
252,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
255,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
256,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
257,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
258,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
259,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
260,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
261,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
262,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
263,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
264,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
265,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
266,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
267,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
268,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
269,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
270,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
271,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
272,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
273,NULL,Water,NULL,NULL,Non_Wetland,NULL
274,NULL,Water,NULL,NULL,Non_Wetland,Grassland
275,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
276,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
277,NULL,Water,Grassland,NULL,Non_Wetland,NULL
278,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
279,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
280,NULL,Water,Cropland,NULL,Non_Wetland,NULL
281,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
282,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
283,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
284,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL
285,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
286,NULL,Water,Bareland,NULL,Non_Wetland,NULL
287,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
288,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
289,NULL,Water,Bareland,NULL,Non_Wetland,Forest
290,NULL,Water,Built-up,NULL,Non_Wetland,NULL
291,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
292,NULL,Water,Forest,NULL,Non_Wetland,Grassland
293,NULL,Water,Forest,NULL,Non_Wetland,Cropland
294,NULL,Forest,NULL,NULL,Non_Wetland,NULL
295,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
296,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
297,NULL,Forest,NULL,NULL,Non_Wetland,Forest
298,NULL,Forest,NULL,Water,Non_Wetland,NULL
299,NULL,Forest,NULL,Water,Non_Wetland,Grassland
300,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
301,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
302,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
303,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
304,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
305,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
306,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
307,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
308,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
309,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
310,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
311,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
312,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
313,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
314,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
315,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
316,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
317,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
318,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
319,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
320,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
321,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
322,NULL,Forest,Water,NULL,Water,NULL
323,NULL,Forest,Water,NULL,Water,Grassland
324,NULL,Forest,Water,NULL,Water,Cropland
325,NULL,Forest,Water,NULL,Water,Forest
326,NULL,Forest,Water,Water,Water,NULL
327,NULL,Forest,Water,Water,Water,Grassland
328,NULL,Forest,Water,Water,Water,Forest
329,NULL,Forest,Forest,NULL,Non_Wetland,NULL
330,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
331,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
332,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
333,NULL,Forest,Forest,NULL,Non_Wetland,Forest
334,NULL,Forest,Forest,Water,Non_Wetland,NULL
335,NULL,Forest,Forest,Water,Non_Wetland,Grassland
336,NULL,Forest,Forest,Water,Non_Wetland,Forest
337,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
338,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
339,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
340,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
341,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up
342,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
343,Grassland,NULL,NULL,Water,Non_Wetland,NULL
344,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
345,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
349,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
350,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
351,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
352,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
353,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
354,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
355,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
356,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
357,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
358,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
359,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
360,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
361,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
362,Grassland,NULL,Wetland,NULL,Wetland,Grassland
363,Grassland,NULL,Wetland,Water,Wetland,Water
364,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
365,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
366,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
367,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
368,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
369,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
370,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
371,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
372,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
373,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
374,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
375,Grassland,NULL,Water,NULL,Water,NULL
376,Grassland,NULL,Water,NULL,Water,Grassland
377,Grassland,NULL,Water,NULL,Water,Cropland
378,Grassland,NULL,Water,NULL,Water,Forest
379,Grassland,NULL,Water,Water,Water,Grassland
380,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
381,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
382,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
383,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
384,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
385,Grassland,NULL,Forest,Water,Non_Wetland,NULL
386,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
387,Grassland,NULL,Forest,Water,Non_Wetland,Forest
388,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
389,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
390,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
391,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
392,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
393,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
394,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
395,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
396,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
397,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
398,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
399,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
400,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
405,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
406,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
407,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
408,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
409,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
410,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
411,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
412,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
413,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
414,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
415,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
416,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
417,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
418,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
419,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
420,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
421,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
422,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
423,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
424,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
425,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
426,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
427,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
428,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
