Value,AFRICA_2024_DynamicWorld_2024_37PDS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDS_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDS_M_R,AFRICA_2024_GSW_Yearly_2021_37PDS_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDS_M_R,AFRICA_2024_WorldCover_2021_37PDS_M_R
122,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
123,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
124,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
125,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
126,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
127,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
128,NULL,Cropland,NULL,Water,Non_Wetland,Grassland
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
135,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
140,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
141,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
146,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
147,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
148,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
149,NULL,Cropland,Cropland,Water,Non_Wetland,NULL
150,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
151,NULL,Cropland,Wetland,NULL,Wetland,Grassland
152,NULL,Cropland,Wetland,NULL,Wetland,Forest
153,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
154,NULL,Cropland,Wetland,Water,Wetland,Cropland
155,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
156,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
157,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
158,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
159,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
160,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
161,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
162,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
163,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
164,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
165,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
166,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
167,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
168,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
169,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
172,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
173,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
174,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
175,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
176,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
177,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
178,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
179,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
180,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
181,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
182,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
183,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
184,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
185,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
186,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
187,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
188,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
189,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
190,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
191,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
192,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
193,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
194,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
195,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
196,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
197,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
198,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
199,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
202,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
203,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
204,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
205,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
212,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
213,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
214,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
215,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
216,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
217,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
218,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
219,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
220,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
221,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
222,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
223,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
224,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
225,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
226,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
227,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
228,NULL,Built-up,Wetland,NULL,Wetland,Cropland
229,NULL,Built-up,Wetland,NULL,Wetland,Bareland
230,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
231,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
232,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
233,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
234,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
235,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
236,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
237,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
239,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
240,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
241,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
242,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
243,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
244,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
245,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
246,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
247,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
248,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
249,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
250,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
251,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
252,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
253,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
254,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
255,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
256,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
257,NULL,Water,NULL,NULL,Non_Wetland,NULL
258,NULL,Water,NULL,NULL,Non_Wetland,Grassland
259,NULL,Water,NULL,NULL,Non_Wetland,Cropland
260,NULL,Water,NULL,NULL,Non_Wetland,Bareland
261,NULL,Water,NULL,Water,Non_Wetland,Cropland
262,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
263,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
264,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
265,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
266,NULL,Water,Shrubland,NULL,Non_Wetland,Water
267,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
268,NULL,Water,Grassland,NULL,Non_Wetland,NULL
269,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
270,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
271,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
272,NULL,Water,Grassland,NULL,Non_Wetland,Water
273,NULL,Water,Grassland,Water,Non_Wetland,Grassland
274,NULL,Water,Grassland,Water,Non_Wetland,Cropland
275,NULL,Water,Cropland,NULL,Non_Wetland,NULL
276,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
277,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
278,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
279,NULL,Water,Cropland,NULL,Non_Wetland,Water
280,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
281,NULL,Water,Cropland,Water,Non_Wetland,NULL
282,NULL,Water,Cropland,Water,Non_Wetland,Grassland
283,NULL,Water,Cropland,Water,Non_Wetland,Cropland
284,NULL,Water,Wetland,Non_Water,Wetland,Cropland
285,NULL,Water,Wetland,Water,Wetland,Grassland
286,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
287,NULL,Water,Bareland,NULL,Non_Wetland,NULL
288,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
289,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
290,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
291,NULL,Water,Bareland,NULL,Non_Wetland,Water
292,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
293,NULL,Water,Bareland,Water,Non_Wetland,Grassland
294,NULL,Water,Bareland,Water,Non_Wetland,Bareland
295,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
296,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
297,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
298,NULL,Water,Water,Water,Water,Bareland
299,NULL,Water,Forest,NULL,Non_Wetland,NULL
300,NULL,Forest,NULL,NULL,Non_Wetland,NULL
301,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
302,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
303,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
304,NULL,Forest,NULL,NULL,Non_Wetland,Forest
305,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
306,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
307,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
308,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
309,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
310,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
311,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
312,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
313,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
314,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
315,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
316,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
317,NULL,Forest,Grassland,Water,Non_Wetland,Cropland
318,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
319,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
320,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
321,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
322,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
323,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
324,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
325,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
326,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
327,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
328,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
329,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
330,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
331,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
332,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
333,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
334,NULL,Forest,Forest,NULL,Non_Wetland,NULL
335,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
336,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
337,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
338,NULL,Forest,Forest,NULL,Non_Wetland,Forest
339,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
340,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
341,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
342,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
343,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
344,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
345,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
346,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
347,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
348,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
349,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
350,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
351,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
352,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
353,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
354,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
355,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
356,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
357,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
358,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
359,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
360,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
361,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
362,Grassland,NULL,Wetland,Non_Water,Wetland,Water
363,Grassland,NULL,Wetland,Water,Wetland,Cropland
364,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
365,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
366,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
367,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
368,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
369,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
370,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
371,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
372,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
373,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
374,Grassland,NULL,Water,Non_Water,Water,Cropland
375,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
376,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
377,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
378,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
379,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
380,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
382,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
383,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
384,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
385,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
386,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
387,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
388,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
389,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
390,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
391,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
392,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
393,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
394,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
395,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
396,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
397,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
402,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
403,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
404,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
405,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
406,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
407,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
408,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
409,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
410,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
411,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
412,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
413,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
414,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
415,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
416,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
417,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
418,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
419,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
420,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
421,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
422,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
