Value,AFRICA_2024_DynamicWorld_2024_38NLK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLK_M_R,AFRICA_2024_WorldCover_2021_38NLK_M_R
121,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
122,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
123,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
124,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
125,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
126,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
127,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
128,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
129,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
130,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
131,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
132,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
133,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
134,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
135,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
136,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
137,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
138,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
139,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
140,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
141,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
142,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
143,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
144,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
145,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
146,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
147,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
148,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
149,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
150,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
151,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
153,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
154,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
160,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
161,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
162,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
163,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
164,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
165,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
166,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
167,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
168,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
169,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
170,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
171,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
172,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
173,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
174,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
175,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
176,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
177,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
178,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
179,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
180,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
181,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
182,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
183,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
184,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
185,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
186,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
187,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
188,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
189,NULL,Water,NULL,NULL,Non_Wetland,NULL
190,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
191,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
192,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
193,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
194,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
195,NULL,Water,Grassland,NULL,Non_Wetland,NULL
196,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
197,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
198,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
199,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
200,NULL,Water,Grassland,NULL,Non_Wetland,Forest
201,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
202,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
203,NULL,Water,Grassland,Water,Non_Wetland,NULL
204,NULL,Water,Grassland,Water,Non_Wetland,Grassland
205,NULL,Water,Grassland,Water,Non_Wetland,Bareland
206,NULL,Water,Cropland,NULL,Non_Wetland,NULL
207,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
208,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
209,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
210,NULL,Water,Cropland,NULL,Non_Wetland,Forest
211,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
212,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
213,NULL,Water,Cropland,Water,Non_Wetland,Grassland
214,NULL,Water,Cropland,Water,Non_Wetland,Bareland
215,NULL,Water,Wetland,NULL,Wetland,Grassland
216,NULL,Water,Wetland,NULL,Wetland,Bareland
217,NULL,Water,Wetland,NULL,Wetland,Water
218,NULL,Water,Wetland,Non_Water,Wetland,Bareland
219,NULL,Water,Wetland,Water,Wetland,NULL
220,NULL,Water,Wetland,Water,Wetland,Grassland
221,NULL,Water,Wetland,Water,Wetland,Wetland
222,NULL,Water,Wetland,Water,Wetland,Bareland
223,NULL,Water,Wetland,Water,Wetland,Water
224,NULL,Water,Bareland,NULL,Non_Wetland,NULL
225,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
226,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
227,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
228,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
229,NULL,Water,Bareland,Water,Non_Wetland,Grassland
230,NULL,Water,Bareland,Water,Non_Wetland,Bareland
231,NULL,Water,Built-up,NULL,Non_Wetland,NULL
232,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
233,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
234,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
235,NULL,Water,Water,NULL,Water,Grassland
236,NULL,Water,Water,NULL,Water,Bareland
237,NULL,Water,Water,Non_Water,Water,Bareland
238,NULL,Water,Water,Water,Water,Grassland
239,NULL,Water,Water,Water,Water,Cropland
240,NULL,Water,Water,Water,Water,Bareland
241,NULL,Water,Forest,NULL,Non_Wetland,NULL
242,NULL,Water,Forest,NULL,Non_Wetland,Grassland
243,NULL,Water,Forest,Water,Non_Wetland,NULL
244,NULL,Forest,NULL,NULL,Non_Wetland,NULL
245,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
246,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
247,NULL,Forest,NULL,NULL,Non_Wetland,Forest
248,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
249,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
250,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
251,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
252,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
253,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
254,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
255,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
256,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
257,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
258,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
259,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
260,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
261,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
262,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
263,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
264,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
265,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
266,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
267,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
268,NULL,Forest,Wetland,Water,Wetland,Cropland
269,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
270,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
271,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
272,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
273,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
274,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
275,NULL,Forest,Forest,NULL,Non_Wetland,NULL
276,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
277,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
278,NULL,Forest,Forest,NULL,Non_Wetland,Forest
279,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
280,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
281,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
282,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
283,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
284,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
285,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
288,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
289,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
290,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
291,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
292,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
293,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
294,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
295,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
296,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
297,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
298,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
299,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
300,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
301,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
302,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
303,Cropland,NULL,Wetland,Water,Wetland,Grassland
304,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
305,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
306,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
307,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
308,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
309,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
310,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
311,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
312,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
313,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
314,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
315,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
316,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
317,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
318,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
319,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
320,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
321,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
322,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
323,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
324,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
325,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
326,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
327,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
328,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
329,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
330,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
331,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
332,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
333,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
334,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
335,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
336,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
337,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
338,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
339,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
340,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
341,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
342,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
343,Cropland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
344,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
345,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
346,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
347,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
348,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
349,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
350,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
351,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
352,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
353,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
354,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
355,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
356,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
357,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
358,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
359,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
360,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
361,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
362,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
363,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
364,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
365,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
366,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
367,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
368,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
369,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
370,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
371,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
372,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
373,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
374,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
375,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
376,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
377,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
378,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
379,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
380,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
381,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
382,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
383,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
384,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
385,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
386,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
387,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
388,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
389,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
390,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
391,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
392,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
393,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
394,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
395,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
396,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
397,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
398,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
399,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
400,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
401,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
402,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
403,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
404,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
405,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
406,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
407,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
408,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
410,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
411,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
412,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
413,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
414,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
415,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
416,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
417,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
418,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
419,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
420,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
421,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
422,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
