Value,AFRICA_2024_DynamicWorld_2024_36PWR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,AFRICA_2024_WorldCover_2021_36PWR_M_R
120,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
121,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
122,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
123,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
124,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
125,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
126,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
127,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
128,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
129,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
130,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
131,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
132,NULL,Water,Forest,NULL,Non_Wetland,Forest
133,NULL,Forest,NULL,NULL,Non_Wetland,NULL
134,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
135,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
136,NULL,Forest,NULL,NULL,Non_Wetland,Forest
137,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
138,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
139,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
140,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
141,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
142,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
143,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
144,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
145,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
146,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
147,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
148,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
149,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
150,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
151,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
153,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
154,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
155,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
156,NULL,Forest,Wetland,NULL,Wetland,NULL
157,NULL,Forest,Wetland,NULL,Wetland,Grassland
158,NULL,Forest,Wetland,NULL,Wetland,Wetland
159,NULL,Forest,Wetland,NULL,Wetland,Forest
160,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
161,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
162,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
163,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
164,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
165,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
166,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
167,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
168,NULL,Forest,Forest,NULL,Non_Wetland,NULL
169,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
170,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
171,NULL,Forest,Forest,NULL,Non_Wetland,Forest
172,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
173,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
174,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
175,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
176,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
177,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
178,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
179,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
180,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
181,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
182,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
184,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
185,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
186,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
187,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
188,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
189,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
191,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
192,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
193,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
194,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
195,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
196,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
197,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
198,Grassland,NULL,Shrubland,Water,Non_Wetland,Water
199,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
200,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
201,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
202,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
203,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
204,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
205,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
206,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
207,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
208,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
209,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
210,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
211,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
212,Grassland,NULL,Wetland,NULL,Wetland,NULL
213,Grassland,NULL,Wetland,NULL,Wetland,Grassland
214,Grassland,NULL,Wetland,NULL,Wetland,Wetland
215,Grassland,NULL,Wetland,NULL,Wetland,Forest
216,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
217,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
218,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
219,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
220,Grassland,NULL,Wetland,Water,Wetland,Grassland
221,Grassland,NULL,Wetland,Water,Wetland,Wetland
222,Grassland,NULL,Wetland,Water,Wetland,Water
223,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
224,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
225,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
226,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
227,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
228,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
229,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
230,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
231,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
232,Grassland,NULL,Bareland,Water,Non_Wetland,Water
233,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
234,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
235,Grassland,NULL,Water,NULL,Water,Grassland
236,Grassland,NULL,Water,NULL,Water,Wetland
237,Grassland,NULL,Water,NULL,Water,Water
238,Grassland,NULL,Water,NULL,Water,Forest
239,Grassland,NULL,Water,Non_Water,Water,Grassland
240,Grassland,NULL,Water,Non_Water,Water,Wetland
241,Grassland,NULL,Water,Water,Water,Grassland
242,Grassland,NULL,Water,Water,Water,Wetland
243,Grassland,NULL,Water,Water,Water,Bareland
244,Grassland,NULL,Water,Water,Water,Water
245,Grassland,NULL,Water,Water,Water,Forest
246,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
247,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
248,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
249,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
250,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
251,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
252,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
253,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
254,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
255,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
256,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
257,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
258,Grassland,NULL,Forest,Water,Non_Wetland,Water
259,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
260,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
261,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water
267,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
268,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
269,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
270,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
271,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
272,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland
273,Grassland,Cropland,Shrubland,Water,Non_Wetland,Water
274,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
275,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
276,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
277,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
278,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
279,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
280,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
281,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
282,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
283,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
284,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland
285,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
286,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
287,Grassland,Cropland,Water,Water,Water,Water
288,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
289,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
290,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
291,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
292,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
293,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
294,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
295,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
296,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
297,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
298,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
299,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
300,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
301,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
302,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
303,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
304,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
305,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
306,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
307,Grassland,Wetland,Wetland,NULL,Wetland,NULL
308,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
309,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
310,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
311,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
312,Grassland,Wetland,Wetland,Water,Wetland,Grassland
313,Grassland,Wetland,Wetland,Water,Wetland,Wetland
314,Grassland,Wetland,Wetland,Water,Wetland,Water
315,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
316,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
317,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
318,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
319,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
320,Grassland,Wetland,Water,NULL,Water,Wetland
321,Grassland,Wetland,Water,NULL,Water,Water
322,Grassland,Wetland,Water,Non_Water,Water,Grassland
323,Grassland,Wetland,Water,Water,Water,Water
324,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
325,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
326,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
327,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
328,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
329,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
330,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
331,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
332,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
333,Grassland,Water,Wetland,Water,Wetland,Wetland
334,Grassland,Water,Water,Water,Water,Grassland
335,Grassland,Water,Water,Water,Water,Water
336,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
337,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
338,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
339,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
340,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
341,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
342,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
343,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
344,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
345,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
346,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
347,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
348,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
349,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
350,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
351,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
352,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
353,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
354,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
355,Grassland,Forest,Wetland,NULL,Wetland,NULL
356,Grassland,Forest,Wetland,NULL,Wetland,Grassland
357,Grassland,Forest,Wetland,NULL,Wetland,Wetland
358,Grassland,Forest,Wetland,NULL,Wetland,Forest
359,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
360,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
361,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
362,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
363,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
364,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
365,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
366,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
367,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
368,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
369,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
370,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
371,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
372,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
373,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
374,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
375,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
376,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
380,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
381,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
382,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
383,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
384,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
385,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
386,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
387,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
388,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
389,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
390,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
391,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
392,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
393,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
394,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
395,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
396,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
397,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
398,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
399,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
400,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
401,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
402,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
403,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
404,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
405,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
406,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
407,Cropland,NULL,Wetland,NULL,Wetland,Wetland
408,Cropland,NULL,Wetland,NULL,Wetland,Forest
409,Cropland,NULL,Wetland,Water,Wetland,Wetland
410,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
411,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
412,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
413,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
414,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
415,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
416,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
417,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
418,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
419,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
420,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
421,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
422,Cropland,NULL,Bareland,Water,Non_Wetland,Water
423,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
