Value,AFRICA_2024_DynamicWorld_2024_36PZS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZS_M_R,AFRICA_2024_GSW_Yearly_2021_36PZS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZS_M_R,AFRICA_2024_WorldCover_2021_36PZS_M_R
120,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
121,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
122,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
125,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
126,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
127,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
128,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
129,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
130,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
131,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
132,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
133,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
134,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
135,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
136,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
137,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
138,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
139,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
140,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
141,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
142,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
149,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
150,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
151,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
152,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
153,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
154,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
155,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
156,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
157,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
158,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
159,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
160,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
161,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
162,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
163,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
164,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
165,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
166,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
167,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
168,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
169,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
170,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
171,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
172,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
173,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
174,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
175,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
176,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
177,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
178,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
179,NULL,Water,NULL,NULL,Non_Wetland,NULL
180,NULL,Water,NULL,NULL,Non_Wetland,Grassland
181,NULL,Water,NULL,NULL,Non_Wetland,Cropland
182,NULL,Water,NULL,NULL,Non_Wetland,Forest
183,NULL,Water,NULL,Water,Non_Wetland,Cropland
184,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
185,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
186,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
187,NULL,Water,Shrubland,NULL,Non_Wetland,Water
188,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
189,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
190,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
191,NULL,Water,Shrubland,Water,Non_Wetland,NULL
192,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
193,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
194,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
195,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
196,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
197,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
198,NULL,Water,Grassland,NULL,Non_Wetland,Forest
199,NULL,Water,Grassland,Non_Water,Non_Wetland,Cropland
200,NULL,Water,Grassland,Water,Non_Wetland,Cropland
201,NULL,Water,Cropland,NULL,Non_Wetland,NULL
202,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
203,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
204,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
205,NULL,Water,Cropland,NULL,Non_Wetland,Water
206,NULL,Water,Cropland,NULL,Non_Wetland,Forest
207,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
208,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
209,NULL,Water,Cropland,Water,Non_Wetland,Cropland
210,NULL,Water,Cropland,Water,Non_Wetland,Bareland
211,NULL,Water,Cropland,Water,Non_Wetland,Water
212,NULL,Water,Wetland,NULL,Wetland,Forest
213,NULL,Water,Wetland,Water,Wetland,NULL
214,NULL,Water,Wetland,Water,Wetland,Grassland
215,NULL,Water,Wetland,Water,Wetland,Cropland
216,NULL,Water,Wetland,Water,Wetland,Forest
217,NULL,Water,Bareland,NULL,Non_Wetland,NULL
218,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
219,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
220,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
221,NULL,Water,Bareland,NULL,Non_Wetland,Water
222,NULL,Water,Bareland,NULL,Non_Wetland,Forest
223,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
224,NULL,Water,Bareland,Non_Water,Non_Wetland,Cropland
225,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
226,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
227,NULL,Water,Bareland,Water,Non_Wetland,Grassland
228,NULL,Water,Bareland,Water,Non_Wetland,Cropland
229,NULL,Water,Bareland,Water,Non_Wetland,Bareland
230,NULL,Water,Bareland,Water,Non_Wetland,Water
231,NULL,Water,Bareland,Water,Non_Wetland,Forest
232,NULL,Water,Built-up,Water,Non_Wetland,Grassland
233,NULL,Water,Built-up,Water,Non_Wetland,Cropland
234,NULL,Water,Water,Water,Water,Forest
235,NULL,Water,Forest,NULL,Non_Wetland,NULL
236,NULL,Water,Forest,NULL,Non_Wetland,Grassland
237,NULL,Water,Forest,NULL,Non_Wetland,Cropland
238,NULL,Water,Forest,NULL,Non_Wetland,Bareland
239,NULL,Water,Forest,NULL,Non_Wetland,Water
240,NULL,Water,Forest,NULL,Non_Wetland,Forest
241,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
242,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
243,NULL,Water,Forest,Water,Non_Wetland,Grassland
244,NULL,Water,Forest,Water,Non_Wetland,Cropland
245,NULL,Forest,NULL,NULL,Non_Wetland,NULL
246,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
247,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
248,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
249,NULL,Forest,NULL,NULL,Non_Wetland,Forest
250,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
251,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
252,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
253,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
254,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
255,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
256,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
257,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
258,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
259,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
260,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
261,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
262,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
263,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
264,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
265,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
266,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
267,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
268,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
269,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
270,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
271,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
272,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
273,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
274,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
275,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
276,NULL,Forest,Bareland,Water,Non_Wetland,Forest
277,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
278,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
279,NULL,Forest,Forest,NULL,Non_Wetland,NULL
280,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
281,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
282,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
283,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
284,NULL,Forest,Forest,NULL,Non_Wetland,Forest
285,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
286,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
287,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
288,NULL,Forest,Forest,Water,Non_Wetland,NULL
289,NULL,Forest,Forest,Water,Non_Wetland,Forest
290,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
291,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
292,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
293,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
294,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
295,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
296,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
297,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
298,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
299,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
300,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
301,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
302,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
303,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
304,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
305,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
306,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
307,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
308,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
309,Grassland,NULL,Wetland,NULL,Wetland,Cropland
310,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
311,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
312,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
313,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
314,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
315,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
316,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
317,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
318,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
319,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
320,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
321,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
322,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
327,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
328,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
329,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
332,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
333,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
334,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
335,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
336,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
337,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
338,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
339,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
340,Grassland,Cropland,Wetland,Water,Wetland,Cropland
341,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
342,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
343,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
344,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
345,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
346,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
347,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
348,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
349,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
350,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
351,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
352,Grassland,Water,NULL,NULL,Non_Wetland,Forest
353,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
354,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
355,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
356,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
357,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
358,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
359,Grassland,Water,Wetland,NULL,Wetland,Forest
360,Grassland,Water,Built-up,NULL,Non_Wetland,Cropland
361,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
362,Grassland,Water,Forest,NULL,Non_Wetland,Forest
363,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
364,Grassland,Water,Forest,Water,Non_Wetland,Cropland
365,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
366,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
367,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
368,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
369,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
370,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
371,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
372,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
373,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
374,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
375,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
376,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
377,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
378,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
379,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
380,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
381,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
382,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
383,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
384,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
385,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
386,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
387,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
388,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
389,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
390,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
391,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
392,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
393,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
394,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
395,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
396,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
397,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
398,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
399,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
400,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
401,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
402,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
403,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
404,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
405,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
406,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
407,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
408,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
409,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
410,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
411,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
412,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
413,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
414,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
415,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
416,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
417,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
418,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
419,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
420,Cropland,NULL,Cropland,Water,Non_Wetland,Water
421,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
422,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
423,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
424,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
425,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
