Value,AFRICA_2024_DynamicWorld_2024_37PFK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,AFRICA_2024_WorldCover_2021_37PFK_M_R
118,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
119,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
120,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
121,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
122,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
125,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
126,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
127,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
128,NULL,Cropland,Water,NULL,Water,Cropland
129,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
130,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
131,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
132,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
133,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
134,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
135,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
137,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
138,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
139,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
140,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
141,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
142,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
143,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
144,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
145,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
146,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
147,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
148,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
149,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
150,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
151,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
152,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
153,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
154,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
155,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
156,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
157,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
158,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
159,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
160,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
161,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
162,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
163,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
164,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
165,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
166,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
174,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
175,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
176,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
177,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
178,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
179,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
180,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
181,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
182,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
183,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
184,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
185,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
186,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
187,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
188,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
189,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
190,NULL,Built-up,Wetland,NULL,Wetland,NULL
191,NULL,Built-up,Wetland,NULL,Wetland,Forest
192,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
193,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
194,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
195,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
196,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
197,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
198,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
199,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
200,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
201,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
202,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
203,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
204,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
205,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
206,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
207,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
208,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
209,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
210,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
211,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
212,NULL,Built-up,Water,NULL,Water,Cropland
213,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
214,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
215,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
216,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
217,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
218,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
219,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
220,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
221,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
222,NULL,Water,Grassland,NULL,Non_Wetland,NULL
223,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
224,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
225,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
226,NULL,Water,Cropland,NULL,Non_Wetland,NULL
227,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
228,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
229,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
230,NULL,Water,Cropland,NULL,Non_Wetland,Forest
231,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
232,NULL,Water,Bareland,NULL,Non_Wetland,NULL
233,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
234,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
235,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
236,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
237,NULL,Water,Built-up,NULL,Non_Wetland,NULL
238,NULL,Water,Forest,NULL,Non_Wetland,NULL
239,NULL,Water,Forest,NULL,Non_Wetland,Grassland
240,NULL,Water,Forest,NULL,Non_Wetland,Cropland
241,NULL,Water,Forest,NULL,Non_Wetland,Bareland
242,NULL,Water,Forest,NULL,Non_Wetland,Forest
243,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
244,NULL,Forest,NULL,NULL,Non_Wetland,NULL
245,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
246,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
247,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
248,NULL,Forest,NULL,NULL,Non_Wetland,Forest
249,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
250,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
251,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
252,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
253,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
254,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
255,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
256,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
257,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
258,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
259,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
260,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
261,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
262,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
263,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
264,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
265,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
266,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
267,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
268,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
269,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
270,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
271,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
272,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
273,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
274,NULL,Forest,Forest,NULL,Non_Wetland,NULL
275,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
276,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
277,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
278,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
279,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
280,NULL,Forest,Forest,NULL,Non_Wetland,Forest
281,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
282,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
283,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
284,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
285,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
286,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
287,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
288,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
289,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
290,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
291,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
292,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
293,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
294,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
295,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
296,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
297,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
298,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
299,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
300,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
301,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
302,Grassland,NULL,Wetland,NULL,Wetland,NULL
303,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
304,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
305,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
306,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
307,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
308,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
309,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
310,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
311,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
312,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
313,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
314,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
315,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
316,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
317,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
318,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
319,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
320,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
321,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
322,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
323,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
324,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
325,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
326,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
327,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
328,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
329,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
330,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
331,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
332,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
333,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
334,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
335,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
336,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
337,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
338,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
339,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
340,Grassland,Cropland,Wetland,NULL,Wetland,NULL
341,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
342,Grassland,Cropland,Wetland,NULL,Wetland,Forest
343,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
344,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
345,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
346,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
347,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
348,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
349,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
350,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
351,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
352,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
353,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
354,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
355,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
356,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
357,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
358,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
359,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
360,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
361,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
362,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
363,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
364,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
365,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
366,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
367,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
368,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
369,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
370,Grassland,Wetland,Wetland,Water,Wetland,Wetland
371,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
372,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
373,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
374,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
375,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
376,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
377,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL
378,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
379,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
380,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
381,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
382,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
383,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
384,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
385,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
386,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
387,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
388,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
389,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
390,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
391,Grassland,Water,Cropland,NULL,Non_Wetland,NULL
392,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
393,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
394,Grassland,Water,Forest,NULL,Non_Wetland,NULL
395,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
396,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
397,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
398,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
399,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
400,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
401,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
402,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
403,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
404,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
405,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
406,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
407,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
408,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
409,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
410,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
411,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
412,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
413,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
414,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
415,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
416,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
417,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
