Value,AFRICA_2024_DynamicWorld_2024_38PKT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,AFRICA_2024_WorldCover_2021_38PKT_M_R
118,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
119,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
120,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
121,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
122,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
123,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
124,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
125,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
126,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
127,NULL,Bareland,Bareland,Water,Non_Wetland,Water
128,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
129,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
130,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
131,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
132,NULL,Bareland,Built-up,Water,Non_Wetland,Built-up
133,NULL,Bareland,Water,Water,NULL,Bareland
134,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
135,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
136,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
137,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
138,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
144,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
145,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
146,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
147,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
148,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
149,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
150,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
151,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
152,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
153,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
154,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL
155,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
156,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
157,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
158,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
159,NULL,Built-up,Grassland,Water,Non_Wetland,NULL
160,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
161,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
162,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
163,NULL,Built-up,Grassland,Water,Non_Wetland,Water
164,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
165,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
166,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
167,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
168,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
169,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
170,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
171,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
172,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
173,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
174,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
175,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
176,NULL,Built-up,Cropland,Water,Non_Wetland,NULL
177,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
178,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
179,NULL,Built-up,Wetland,NULL,Wetland,NULL
180,NULL,Built-up,Wetland,NULL,Wetland,Cropland
181,NULL,Built-up,Wetland,NULL,Wetland,Bareland
182,NULL,Built-up,Wetland,NULL,Wetland,Built-up
183,NULL,Built-up,Wetland,NULL,Wetland,Forest
184,NULL,Built-up,Wetland,Non_Water,Wetland,NULL
185,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland
186,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
187,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
188,NULL,Built-up,Wetland,Non_Water,Wetland,Water
189,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
190,NULL,Built-up,Wetland,Water,NULL,Bareland
191,NULL,Built-up,Wetland,Water,NULL,Water
192,NULL,Built-up,Wetland,Water,Wetland,NULL
193,NULL,Built-up,Wetland,Water,Wetland,Wetland
194,NULL,Built-up,Wetland,Water,Wetland,Bareland
195,NULL,Built-up,Wetland,Water,Wetland,Built-up
196,NULL,Built-up,Wetland,Water,Wetland,Water
197,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
198,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
199,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
200,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
201,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
202,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
203,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
204,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
205,NULL,Built-up,Bareland,NULL,Non_Wetland,Water
206,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
207,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
208,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
209,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
210,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
211,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
212,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water
213,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Forest
214,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
215,NULL,Built-up,Bareland,Water,Non_Wetland,Grassland
216,NULL,Built-up,Bareland,Water,Non_Wetland,Cropland
217,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland
218,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
219,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up
220,NULL,Built-up,Bareland,Water,Non_Wetland,Water
221,NULL,Built-up,Bareland,Water,Non_Wetland,Forest
222,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
223,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
224,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
225,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
226,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
227,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
228,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL
229,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
230,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
231,NULL,Built-up,Built-up,Water,Non_Wetland,NULL
232,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
233,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
234,NULL,Built-up,Built-up,Water,Non_Wetland,Water
235,NULL,Built-up,Water,NULL,Water,NULL
236,NULL,Built-up,Water,NULL,Water,Built-up
237,NULL,Built-up,Water,NULL,Water,Water
238,NULL,Built-up,Water,Non_Water,NULL,Cropland
239,NULL,Built-up,Water,Non_Water,NULL,Bareland
240,NULL,Built-up,Water,Non_Water,NULL,Built-up
241,NULL,Built-up,Water,Non_Water,NULL,Water
242,NULL,Built-up,Water,Non_Water,Water,Bareland
243,NULL,Built-up,Water,Non_Water,Water,Built-up
244,NULL,Built-up,Water,Non_Water,Water,Forest
245,NULL,Built-up,Water,Water,NULL,NULL
246,NULL,Built-up,Water,Water,NULL,Wetland
247,NULL,Built-up,Water,Water,NULL,Bareland
248,NULL,Built-up,Water,Water,NULL,Built-up
249,NULL,Built-up,Water,Water,NULL,Water
250,NULL,Built-up,Water,Water,Water,NULL
251,NULL,Built-up,Water,Water,Water,Cropland
252,NULL,Built-up,Water,Water,Water,Bareland
253,NULL,Built-up,Water,Water,Water,Built-up
254,NULL,Built-up,Water,Water,Water,Water
255,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
256,NULL,Water,Grassland,NULL,Non_Wetland,NULL
257,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
258,NULL,Water,Cropland,NULL,Non_Wetland,Water
259,NULL,Water,Wetland,NULL,Wetland,Bareland
260,NULL,Water,Wetland,NULL,Wetland,Water
261,NULL,Water,Wetland,Non_Water,Wetland,Bareland
262,NULL,Water,Wetland,Water,NULL,Bareland
263,NULL,Water,Wetland,Water,NULL,Water
264,NULL,Water,Wetland,Water,Wetland,NULL
265,NULL,Water,Wetland,Water,Wetland,Wetland
266,NULL,Water,Wetland,Water,Wetland,Bareland
267,NULL,Water,Wetland,Water,Wetland,Water
268,NULL,Water,Bareland,NULL,Non_Wetland,NULL
269,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
270,NULL,Water,Bareland,NULL,Non_Wetland,Water
271,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
272,NULL,Water,Bareland,Water,Non_Wetland,NULL
273,NULL,Water,Bareland,Water,Non_Wetland,Wetland
274,NULL,Water,Bareland,Water,Non_Wetland,Bareland
275,NULL,Water,Bareland,Water,Non_Wetland,Water
276,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
277,NULL,Water,Built-up,Water,Non_Wetland,Bareland
278,NULL,Water,Water,Water,NULL,Grassland
279,NULL,Water,Water,Water,NULL,Bareland
280,NULL,Water,Water,Water,NULL,Water
281,NULL,Water,Water,Water,Water,NULL
282,NULL,Water,Water,Water,Water,Bareland
283,NULL,Water,Water,Water,Water,Water
284,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
285,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
286,NULL,Forest,Wetland,NULL,Wetland,NULL
287,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
288,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
289,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
290,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
291,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
292,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
293,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
294,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
295,Grassland,NULL,Wetland,NULL,Wetland,NULL
296,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
297,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
298,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
299,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
300,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
301,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
302,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
303,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
304,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
305,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
306,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
307,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
308,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
309,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
310,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
311,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
312,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
313,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
314,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
315,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
316,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
317,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
318,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
319,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
320,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
321,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
322,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
323,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
324,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
325,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
326,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
327,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
328,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
329,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
330,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
331,Cropland,NULL,Wetland,Water,Wetland,Cropland
332,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
333,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
334,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
335,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
336,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
337,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
338,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
339,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
340,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
341,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
342,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
343,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
344,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
345,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
346,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
347,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
348,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
349,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
350,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
351,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
352,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
353,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
354,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
355,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
356,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
357,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
358,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
359,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
360,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
361,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
362,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
363,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
364,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
365,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
366,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
367,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
368,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
369,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
370,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
371,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
372,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
373,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
374,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
375,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
376,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
377,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
378,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
379,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
380,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
381,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
382,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
383,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
384,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
385,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
386,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
387,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
388,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
389,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
390,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
391,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
392,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
393,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
394,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
395,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
396,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
397,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
398,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
399,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
400,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
401,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
402,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
403,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
404,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
405,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
406,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
407,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
408,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
409,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
410,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
411,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
412,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
413,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
414,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
415,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
416,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
417,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
418,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
419,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
420,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
421,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
422,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
423,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
