Value,AFRICA_2024_DynamicWorld_2024_36NZJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NZJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZJ_M_R,AFRICA_2024_WorldCover_2021_36NZJ_M_R
123,NULL,NULL,Water,Water,Water,NULL
124,NULL,NULL,Water,Water,Water,Wetland
125,NULL,NULL,Forest,NULL,Non_Wetland,NULL
126,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
127,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
128,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
129,NULL,NULL,Forest,NULL,Non_Wetland,Forest
130,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
131,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
132,NULL,NULL,Forest,Water,Non_Wetland,NULL
133,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
134,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
135,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
136,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
137,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
138,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
141,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
142,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
143,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
144,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
145,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
146,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
147,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
148,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL
149,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland
150,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
151,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
152,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
153,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
154,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
155,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
156,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
157,NULL,Cropland,Grassland,NULL,Non_Wetland,Water
158,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
159,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
160,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
161,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
162,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
163,NULL,Cropland,Grassland,Water,Non_Wetland,NULL
164,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
165,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
166,NULL,Cropland,Grassland,Water,Non_Wetland,Water
167,NULL,Cropland,Grassland,Water,Non_Wetland,Forest
168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
169,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
170,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
171,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
172,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
173,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
174,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland
175,NULL,Cropland,Cropland,Water,Non_Wetland,Water
176,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
177,NULL,Cropland,Wetland,NULL,Wetland,NULL
178,NULL,Cropland,Wetland,NULL,Wetland,Grassland
179,NULL,Cropland,Wetland,NULL,Wetland,Wetland
180,NULL,Cropland,Wetland,NULL,Wetland,Bareland
181,NULL,Cropland,Wetland,NULL,Wetland,Water
182,NULL,Cropland,Wetland,NULL,Wetland,Forest
183,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
184,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
185,NULL,Cropland,Wetland,Water,Wetland,Wetland
186,NULL,Cropland,Wetland,Water,Wetland,Bareland
187,NULL,Cropland,Wetland,Water,Wetland,Water
188,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
189,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
190,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
191,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
192,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
193,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
194,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
195,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
196,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
197,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
198,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
199,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
200,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water
201,NULL,Cropland,Bareland,Water,Non_Wetland,NULL
202,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
203,NULL,Cropland,Bareland,Water,Non_Wetland,Cropland
204,NULL,Cropland,Bareland,Water,Non_Wetland,Wetland
205,NULL,Cropland,Bareland,Water,Non_Wetland,Bareland
206,NULL,Cropland,Bareland,Water,Non_Wetland,Water
207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
208,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
209,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
210,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
211,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
212,NULL,Cropland,Built-up,Water,Non_Wetland,Bareland
213,NULL,Cropland,Built-up,Water,Non_Wetland,Water
214,NULL,Cropland,Built-up,Water,Non_Wetland,Forest
215,NULL,Cropland,Water,NULL,Water,NULL
216,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
217,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
218,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
219,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
220,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
221,NULL,Cropland,Forest,NULL,Non_Wetland,Water
222,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
223,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
224,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
225,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
226,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
227,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
228,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
229,NULL,Wetland,NULL,Water,Non_Wetland,NULL
230,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
231,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
232,NULL,Wetland,NULL,Water,Non_Wetland,Forest
233,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
234,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
235,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
236,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
237,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
238,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
239,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
240,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
241,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
242,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
243,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
244,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL
245,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
246,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland
247,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
248,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
249,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
250,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
251,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
252,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
253,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
254,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
255,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
256,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
257,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
258,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL
259,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
260,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
261,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
262,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
263,NULL,Wetland,Grassland,Water,Non_Wetland,NULL
264,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
265,NULL,Wetland,Grassland,Water,Non_Wetland,Cropland
266,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
267,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
268,NULL,Wetland,Grassland,Water,Non_Wetland,Water
269,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
270,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
271,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
272,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
273,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland
274,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
275,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL
276,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
277,NULL,Wetland,Cropland,Water,Non_Wetland,NULL
278,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
279,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
280,NULL,Wetland,Cropland,Water,Non_Wetland,Bareland
281,NULL,Wetland,Cropland,Water,Non_Wetland,Water
282,NULL,Wetland,Wetland,NULL,Wetland,NULL
283,NULL,Wetland,Wetland,NULL,Wetland,Grassland
284,NULL,Wetland,Wetland,NULL,Wetland,Cropland
285,NULL,Wetland,Wetland,NULL,Wetland,Wetland
286,NULL,Wetland,Wetland,NULL,Wetland,Bareland
287,NULL,Wetland,Wetland,NULL,Wetland,Water
288,NULL,Wetland,Wetland,NULL,Wetland,Forest
289,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
290,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
291,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
292,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
293,NULL,Wetland,Wetland,Non_Water,Wetland,Water
294,NULL,Wetland,Wetland,Water,Wetland,NULL
295,NULL,Wetland,Wetland,Water,Wetland,Grassland
296,NULL,Wetland,Wetland,Water,Wetland,Cropland
297,NULL,Wetland,Wetland,Water,Wetland,Wetland
298,NULL,Wetland,Wetland,Water,Wetland,Bareland
299,NULL,Wetland,Wetland,Water,Wetland,Water
300,NULL,Wetland,Wetland,Water,Wetland,Forest
301,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL
302,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL
303,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
304,NULL,Wetland,Bareland,NULL,Non_Wetland,Cropland
305,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
306,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
307,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
308,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
309,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL
310,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
311,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
312,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
313,NULL,Wetland,Bareland,Water,Non_Wetland,NULL
314,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
315,NULL,Wetland,Bareland,Water,Non_Wetland,Cropland
316,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
317,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
318,NULL,Wetland,Bareland,Water,Non_Wetland,Water
319,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
320,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
321,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
322,NULL,Wetland,Built-up,NULL,Non_Wetland,Cropland
323,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
324,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
325,NULL,Wetland,Built-up,NULL,Non_Wetland,Forest
326,NULL,Wetland,Built-up,Water,Non_Wetland,NULL
327,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
328,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
329,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
330,NULL,Wetland,Built-up,Water,Non_Wetland,Water
331,NULL,Wetland,Built-up,Water,Non_Wetland,Forest
332,NULL,Wetland,Water,NULL,Water,NULL
333,NULL,Wetland,Water,NULL,Water,Wetland
334,NULL,Wetland,Water,NULL,Water,Water
335,NULL,Wetland,Water,NULL,Water,Forest
336,NULL,Wetland,Water,Non_Water,Water,NULL
337,NULL,Wetland,Water,Non_Water,Water,Wetland
338,NULL,Wetland,Water,Water,Water,NULL
339,NULL,Wetland,Water,Water,Water,Grassland
340,NULL,Wetland,Water,Water,Water,Cropland
341,NULL,Wetland,Water,Water,Water,Wetland
342,NULL,Wetland,Water,Water,Water,Bareland
343,NULL,Wetland,Water,Water,Water,Water
344,NULL,Wetland,Water,Water,Water,Forest
345,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
346,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
347,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
348,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
349,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL
350,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
351,NULL,Wetland,Forest,Water,Non_Wetland,NULL
352,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
353,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
354,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
355,NULL,Bareland,NULL,NULL,Non_Wetland,Forest
356,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
357,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
358,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
359,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
360,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
361,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
362,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
363,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
364,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
365,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL
366,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
367,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
368,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
369,NULL,Bareland,Shrubland,Water,Non_Wetland,Forest
370,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
371,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
372,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
373,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
374,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
375,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
376,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
377,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL
378,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
379,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
380,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
381,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
382,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Water
383,NULL,Bareland,Grassland,Water,Non_Wetland,NULL
384,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland
385,NULL,Bareland,Grassland,Water,Non_Wetland,Wetland
386,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
387,NULL,Bareland,Grassland,Water,Non_Wetland,Water
388,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
389,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
390,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
391,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
392,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
393,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
394,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL
395,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
396,NULL,Bareland,Cropland,Water,Non_Wetland,NULL
397,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
398,NULL,Bareland,Cropland,Water,Non_Wetland,Water
399,NULL,Bareland,Wetland,NULL,Wetland,NULL
400,NULL,Bareland,Wetland,NULL,Wetland,Grassland
401,NULL,Bareland,Wetland,NULL,Wetland,Wetland
402,NULL,Bareland,Wetland,NULL,Wetland,Bareland
403,NULL,Bareland,Wetland,NULL,Wetland,Water
404,NULL,Bareland,Wetland,NULL,Wetland,Forest
405,NULL,Bareland,Wetland,Non_Water,Wetland,NULL
406,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
407,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
408,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
409,NULL,Bareland,Wetland,Non_Water,Wetland,Water
410,NULL,Bareland,Wetland,Water,Wetland,NULL
411,NULL,Bareland,Wetland,Water,Wetland,Grassland
412,NULL,Bareland,Wetland,Water,Wetland,Wetland
413,NULL,Bareland,Wetland,Water,Wetland,Bareland
414,NULL,Bareland,Wetland,Water,Wetland,Water
415,NULL,Bareland,Wetland,Water,Wetland,Forest
416,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
417,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
418,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
419,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
420,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
421,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
422,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
423,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
424,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
425,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
426,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
427,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
428,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
429,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
430,NULL,Bareland,Bareland,Water,Non_Wetland,NULL
