Value,AFRICA_2024_DynamicWorld_2024_37NHH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHH_M_R,AFRICA_2024_GSW_Yearly_2021_37NHH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHH_M_R,AFRICA_2024_WorldCover_2021_37NHH_M_R
121,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
122,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
123,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
124,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
125,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
126,NULL,Cropland,Grassland,Water,Non_Wetland,Bareland
127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
128,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
129,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
130,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
131,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
132,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
133,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
134,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
135,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
136,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
137,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
138,NULL,Cropland,Wetland,NULL,Wetland,Grassland
139,NULL,Cropland,Wetland,NULL,Wetland,Cropland
140,NULL,Cropland,Wetland,NULL,Wetland,Bareland
141,NULL,Cropland,Wetland,NULL,Wetland,Forest
142,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
143,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
144,NULL,Cropland,Wetland,Non_Water,Wetland,Bareland
145,NULL,Cropland,Wetland,Non_Water,Wetland,Forest
146,NULL,Cropland,Wetland,Water,Wetland,Cropland
147,NULL,Cropland,Wetland,Water,Wetland,Bareland
148,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
149,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
150,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
151,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
152,NULL,Cropland,Water,NULL,Water,Cropland
153,NULL,Cropland,Water,Non_Water,Water,Grassland
154,NULL,Cropland,Water,Non_Water,Water,Wetland
155,NULL,Cropland,Water,Non_Water,Water,Bareland
156,NULL,Cropland,Water,Water,Water,Cropland
157,NULL,Cropland,Water,Water,Water,Bareland
158,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
159,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
160,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
161,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
162,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
163,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
164,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
165,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
166,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
167,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
168,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
169,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
170,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
171,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
172,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
173,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
174,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
175,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
176,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
177,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
182,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
183,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
184,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
185,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
186,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
187,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
188,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
189,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
190,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
191,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
192,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
193,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
194,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
195,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
196,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
197,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
198,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
199,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
200,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
201,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
202,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
203,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
204,NULL,Water,NULL,NULL,Non_Wetland,Forest
205,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
206,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
207,NULL,Water,Shrubland,NULL,Non_Wetland,Water
208,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
209,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
210,NULL,Water,Shrubland,Water,Non_Wetland,NULL
211,NULL,Water,Grassland,NULL,Non_Wetland,NULL
212,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
213,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
214,NULL,Water,Grassland,NULL,Non_Wetland,Forest
215,NULL,Water,Grassland,Water,Non_Wetland,Grassland
216,NULL,Water,Cropland,NULL,Non_Wetland,NULL
217,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
218,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
219,NULL,Water,Cropland,NULL,Non_Wetland,Forest
220,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
221,NULL,Water,Cropland,Water,Non_Wetland,NULL
222,NULL,Water,Cropland,Water,Non_Wetland,Grassland
223,NULL,Water,Cropland,Water,Non_Wetland,Forest
224,NULL,Water,Wetland,NULL,Wetland,Grassland
225,NULL,Water,Bareland,NULL,Non_Wetland,NULL
226,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
227,NULL,Water,Bareland,NULL,Non_Wetland,Forest
228,NULL,Water,Built-up,NULL,Non_Wetland,NULL
229,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
230,NULL,Water,Water,NULL,Water,Forest
231,NULL,Water,Water,Water,Water,Bareland
232,NULL,Water,Forest,NULL,Non_Wetland,NULL
233,NULL,Water,Forest,NULL,Non_Wetland,Grassland
234,NULL,Water,Forest,NULL,Non_Wetland,Water
235,NULL,Water,Forest,NULL,Non_Wetland,Forest
236,NULL,Forest,NULL,NULL,Non_Wetland,NULL
237,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
238,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
239,NULL,Forest,NULL,NULL,Non_Wetland,Forest
240,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
241,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
242,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
243,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
244,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
245,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
246,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
247,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
248,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
249,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
250,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
251,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
252,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
253,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
254,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
255,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
256,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
257,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
258,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
259,NULL,Forest,Wetland,NULL,Wetland,NULL
260,NULL,Forest,Wetland,NULL,Wetland,Grassland
261,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
262,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
263,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
264,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
265,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
266,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
267,NULL,Forest,Forest,NULL,Non_Wetland,NULL
268,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
269,NULL,Forest,Forest,NULL,Non_Wetland,Forest
270,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
271,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
272,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
273,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
274,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
275,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
276,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
277,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
278,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
279,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
280,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
281,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
282,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
283,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
284,Grassland,NULL,Wetland,NULL,Wetland,Grassland
285,Grassland,NULL,Wetland,NULL,Wetland,Cropland
286,Grassland,NULL,Wetland,Water,Wetland,Grassland
287,Grassland,NULL,Water,NULL,Water,Grassland
288,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
289,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
290,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
291,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
292,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
293,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
294,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
295,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
296,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
297,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
298,Grassland,Cropland,Wetland,NULL,Wetland,Forest
299,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
300,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
301,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
302,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
303,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
304,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
305,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
306,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
307,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
308,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
309,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
310,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
311,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
312,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
313,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
314,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
315,Grassland,Forest,Wetland,NULL,Wetland,NULL
316,Grassland,Forest,Wetland,NULL,Wetland,Grassland
317,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
318,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
319,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
320,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
321,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
322,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
323,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
324,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
325,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
326,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
327,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
328,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
329,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
330,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
331,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
332,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
333,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
334,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
335,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
336,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
337,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
338,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
339,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
340,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
341,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
342,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
343,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
344,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
345,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
346,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
347,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
348,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
349,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
350,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
351,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
352,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
353,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
354,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
356,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
357,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
358,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
359,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
360,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
361,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
362,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
363,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
364,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
365,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
366,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
367,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
368,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
369,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
370,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
371,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
372,Cropland,NULL,Wetland,NULL,Wetland,NULL
373,Cropland,NULL,Wetland,NULL,Wetland,Grassland
374,Cropland,NULL,Wetland,NULL,Wetland,Cropland
375,Cropland,NULL,Wetland,NULL,Wetland,Wetland
376,Cropland,NULL,Wetland,NULL,Wetland,Bareland
377,Cropland,NULL,Wetland,NULL,Wetland,Forest
378,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
379,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
380,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
381,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
382,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
383,Cropland,NULL,Wetland,Water,Wetland,Grassland
384,Cropland,NULL,Wetland,Water,Wetland,Cropland
385,Cropland,NULL,Wetland,Water,Wetland,Wetland
386,Cropland,NULL,Wetland,Water,Wetland,Bareland
387,Cropland,NULL,Wetland,Water,Wetland,Forest
388,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
389,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
390,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
391,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
392,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
393,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
394,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
395,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
396,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
397,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
398,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
399,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
400,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
401,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
402,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
403,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
404,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
405,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
406,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
407,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
408,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
409,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
410,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
411,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
412,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
413,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
414,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
415,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
416,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
417,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
418,Cropland,NULL,Water,NULL,Water,Grassland
419,Cropland,NULL,Water,NULL,Water,Cropland
420,Cropland,NULL,Water,NULL,Water,Wetland
421,Cropland,NULL,Water,NULL,Water,Bareland
422,Cropland,NULL,Water,NULL,Water,Forest
423,Cropland,NULL,Water,Non_Water,Water,Grassland
424,Cropland,NULL,Water,Non_Water,Water,Cropland
