Value,AFRICA_2024_DynamicWorld_2024_36PUV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUV_M_R,AFRICA_2024_GSW_Yearly_2021_36PUV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUV_M_R,AFRICA_2024_WorldCover_2021_36PUV_M_R
120,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland
121,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
122,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
123,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
124,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
125,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
126,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
127,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
128,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
129,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
130,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
131,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
133,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
138,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
139,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
140,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
141,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
142,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
143,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
144,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
146,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
147,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
148,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
149,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
150,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
151,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
152,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland
153,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
155,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
156,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
157,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
158,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
159,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
160,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL
161,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
162,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
163,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
164,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
165,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
168,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
169,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
170,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
171,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
172,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
173,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
174,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland
175,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
176,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL
177,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
178,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL
179,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
180,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
181,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
182,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
183,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
184,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
185,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
186,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
187,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
188,NULL,Wetland,Cropland,Water,Non_Wetland,Cropland
189,NULL,Wetland,Wetland,NULL,Wetland,Forest
190,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
191,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
192,NULL,Wetland,Forest,Water,Non_Wetland,Cropland
193,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
194,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
195,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
196,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
197,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
198,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
199,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
206,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
207,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
208,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
209,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
211,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
212,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
213,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
214,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
215,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
216,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
217,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
218,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
219,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
220,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
221,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
222,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
223,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
224,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
225,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
226,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
227,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
228,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
229,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
230,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
231,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
232,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
233,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
234,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
235,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
236,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
237,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
239,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
240,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
241,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
242,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
243,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
244,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
245,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
246,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
247,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
248,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
249,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
250,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
251,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
252,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
253,NULL,Water,Cropland,NULL,Non_Wetland,NULL
254,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
255,NULL,Forest,NULL,NULL,Non_Wetland,NULL
256,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
257,NULL,Forest,NULL,NULL,Non_Wetland,Forest
258,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
259,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
260,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
261,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
262,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
263,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
264,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
265,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
266,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
267,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
268,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
269,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
270,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
271,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
272,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
273,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
274,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
275,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
276,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
277,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
278,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
279,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
280,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
281,NULL,Forest,Grassland,Water,Non_Wetland,Forest
282,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
283,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
284,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
285,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
286,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
287,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
288,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
289,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
290,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
291,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
292,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
293,NULL,Forest,Wetland,NULL,Wetland,NULL
294,NULL,Forest,Wetland,NULL,Wetland,Grassland
295,NULL,Forest,Wetland,NULL,Wetland,Wetland
296,NULL,Forest,Wetland,NULL,Wetland,Forest
297,NULL,Forest,Wetland,Non_Water,Wetland,NULL
298,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
299,NULL,Forest,Wetland,Non_Water,Wetland,Forest
300,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
301,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
302,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
303,NULL,Forest,Forest,NULL,Non_Wetland,NULL
304,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
305,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
306,NULL,Forest,Forest,NULL,Non_Wetland,Forest
307,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
308,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
309,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
310,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
311,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
312,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
313,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
314,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
315,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
316,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
317,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
318,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
320,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
321,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
322,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
323,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
324,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
325,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
326,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
327,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
328,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
329,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
330,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
331,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
332,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
333,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
334,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
335,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
336,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
337,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
338,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
339,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
340,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
341,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
342,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
343,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
344,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
345,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
346,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
347,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
348,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
349,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
350,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
351,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
352,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
353,Grassland,NULL,Cropland,Water,Non_Wetland,NULL
354,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
355,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
356,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
357,Grassland,NULL,Wetland,NULL,Wetland,NULL
358,Grassland,NULL,Wetland,NULL,Wetland,Grassland
359,Grassland,NULL,Wetland,NULL,Wetland,Cropland
360,Grassland,NULL,Wetland,NULL,Wetland,Wetland
361,Grassland,NULL,Wetland,NULL,Wetland,Forest
362,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
363,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
364,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
365,Grassland,NULL,Wetland,Water,Wetland,Cropland
366,Grassland,NULL,Wetland,Water,Wetland,Wetland
367,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
368,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
369,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
370,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
371,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
372,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
373,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
374,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
375,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
376,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
377,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
378,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
379,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
380,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
381,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
382,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
383,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
384,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
385,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
386,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
387,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
388,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
389,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
390,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
391,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
392,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
393,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
397,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
398,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
399,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
400,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
401,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
402,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
403,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
404,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
405,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
406,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
407,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
408,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
409,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
410,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
411,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
412,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
413,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
414,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
415,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
