Value,AFRICA_2024_DynamicWorld_2024_37PCL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,AFRICA_2024_WorldCover_2021_37PCL_M_R
121,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
122,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
123,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
124,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
125,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
126,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
127,NULL,Cropland,NULL,Water,Non_Wetland,Cropland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
132,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
133,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
135,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
136,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
137,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
138,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
139,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
140,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
141,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
142,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
143,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
144,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
145,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
146,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
147,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
148,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
149,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
150,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
151,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
152,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
153,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
154,NULL,Cropland,Wetland,NULL,Wetland,Grassland
155,NULL,Cropland,Wetland,NULL,Wetland,Wetland
156,NULL,Cropland,Wetland,Water,Wetland,Cropland
157,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
158,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
159,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
160,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
161,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
162,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
163,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
164,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
165,NULL,Cropland,Bareland,NULL,Non_Wetland,Wetland
166,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
167,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
168,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
169,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
170,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
171,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
172,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland
173,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
174,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
175,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
176,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
177,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
178,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
179,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
180,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
181,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
182,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
183,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
184,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
185,NULL,Cropland,Forest,Water,Non_Wetland,Cropland
186,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
187,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
188,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
189,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
190,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
191,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
192,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
194,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
195,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
196,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
197,NULL,Wetland,Wetland,NULL,Wetland,Wetland
198,NULL,Wetland,Built-up,Water,Non_Wetland,Forest
199,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
200,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
201,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
202,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
203,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
204,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
205,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
206,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
207,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
208,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
209,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
210,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
211,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
212,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
213,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
214,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
215,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
216,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
217,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland
218,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
219,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
220,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
221,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
228,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
229,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
230,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
231,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
232,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
233,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
234,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
235,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
236,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
237,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
238,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
239,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
240,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
241,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
242,NULL,Built-up,Wetland,NULL,Wetland,Forest
243,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
244,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
245,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
246,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
247,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
248,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
249,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
250,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
251,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
252,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
253,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
254,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
255,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
256,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
257,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
258,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland
259,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
260,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
261,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
262,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
264,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
265,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
266,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
267,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
268,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
269,NULL,Built-up,Forest,Water,Non_Wetland,Cropland
270,NULL,Water,NULL,NULL,Non_Wetland,NULL
271,NULL,Water,NULL,NULL,Non_Wetland,Grassland
272,NULL,Water,NULL,NULL,Non_Wetland,Cropland
273,NULL,Water,NULL,NULL,Non_Wetland,Wetland
274,NULL,Water,NULL,NULL,Non_Wetland,Bareland
275,NULL,Water,NULL,NULL,Non_Wetland,Forest
276,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
277,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
278,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
279,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
280,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
281,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
282,NULL,Water,Shrubland,Water,Non_Wetland,NULL
283,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
284,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
285,NULL,Water,Grassland,NULL,Non_Wetland,NULL
286,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
287,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
288,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
289,NULL,Water,Cropland,NULL,Non_Wetland,NULL
290,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
291,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
292,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
293,NULL,Water,Cropland,NULL,Non_Wetland,Forest
294,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
295,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
296,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
297,NULL,Water,Cropland,Water,Non_Wetland,NULL
298,NULL,Water,Cropland,Water,Non_Wetland,Grassland
299,NULL,Water,Cropland,Water,Non_Wetland,Cropland
300,NULL,Water,Cropland,Water,Non_Wetland,Bareland
301,NULL,Water,Cropland,Water,Non_Wetland,Water
302,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
303,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
304,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
305,NULL,Water,Bareland,NULL,Non_Wetland,NULL
306,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
307,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
308,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
309,NULL,Water,Bareland,NULL,Non_Wetland,Water
310,NULL,Water,Bareland,NULL,Non_Wetland,Forest
311,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
312,NULL,Water,Bareland,Water,Non_Wetland,Grassland
313,NULL,Water,Bareland,Water,Non_Wetland,Water
314,NULL,Water,Built-up,NULL,Non_Wetland,NULL
315,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
316,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
317,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
318,NULL,Water,Water,NULL,Water,Cropland
319,NULL,Water,Forest,NULL,Non_Wetland,NULL
320,NULL,Water,Forest,NULL,Non_Wetland,Grassland
321,NULL,Water,Forest,NULL,Non_Wetland,Cropland
322,NULL,Water,Forest,NULL,Non_Wetland,Wetland
323,NULL,Water,Forest,NULL,Non_Wetland,Bareland
324,NULL,Water,Forest,NULL,Non_Wetland,Water
325,NULL,Water,Forest,NULL,Non_Wetland,Forest
326,NULL,Water,Forest,Water,Non_Wetland,NULL
327,NULL,Water,Forest,Water,Non_Wetland,Cropland
328,NULL,Water,Forest,Water,Non_Wetland,Wetland
329,NULL,Water,Forest,Water,Non_Wetland,Forest
330,NULL,Forest,NULL,NULL,Non_Wetland,NULL
331,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
332,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
333,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
334,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
335,NULL,Forest,NULL,NULL,Non_Wetland,Built-up
336,NULL,Forest,NULL,NULL,Non_Wetland,Forest
337,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland
338,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
342,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
343,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
344,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
345,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
346,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
347,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
349,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
350,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
352,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
353,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
354,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
355,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
356,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
357,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
359,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
360,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
361,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
362,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
363,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
364,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
365,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
366,NULL,Forest,Cropland,Water,Non_Wetland,Forest
367,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
368,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
369,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
370,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
371,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
372,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
373,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
374,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
375,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
376,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
377,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
378,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
379,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
380,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
381,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
382,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
383,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
384,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
385,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
386,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL
388,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
389,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
390,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
391,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
392,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
393,NULL,Forest,Forest,NULL,Non_Wetland,Forest
394,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
395,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
396,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
397,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
398,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
399,NULL,Forest,Forest,Water,Non_Wetland,NULL
400,NULL,Forest,Forest,Water,Non_Wetland,Grassland
401,NULL,Forest,Forest,Water,Non_Wetland,Wetland
402,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
403,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
404,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
405,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
406,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland
407,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
408,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
409,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
410,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
418,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
420,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
421,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
422,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
423,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
