Value,AFRICA_2024_DynamicWorld_2024_36PVT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVT_M_R,AFRICA_2024_GSW_Yearly_2021_36PVT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVT_M_R,AFRICA_2024_WorldCover_2021_36PVT_M_R
119,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
120,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
121,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
122,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
123,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
124,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL
125,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
126,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
127,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
128,NULL,Wetland,Cropland,NULL,Non_Wetland,Forest
129,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
130,NULL,Wetland,Cropland,Water,Non_Wetland,Wetland
131,NULL,Wetland,Wetland,NULL,Wetland,NULL
132,NULL,Wetland,Wetland,NULL,Wetland,Grassland
133,NULL,Wetland,Wetland,NULL,Wetland,Wetland
134,NULL,Wetland,Wetland,NULL,Wetland,Forest
135,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
136,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
137,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
138,NULL,Wetland,Wetland,Water,Wetland,Wetland
139,NULL,Wetland,Wetland,Water,Wetland,Forest
140,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
141,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
142,NULL,Wetland,Water,NULL,Water,Wetland
143,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
144,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
145,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
146,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
147,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
148,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
149,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
150,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
151,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
153,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
154,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
160,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
161,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
162,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
163,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
164,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
165,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
166,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
167,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
168,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
169,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
170,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
171,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
172,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
173,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
174,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
175,NULL,Built-up,Wetland,NULL,Wetland,Forest
176,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
177,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
178,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
179,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
180,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
181,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
182,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
183,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
184,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
185,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
186,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
187,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
188,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
189,NULL,Water,NULL,NULL,Non_Wetland,NULL
190,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
191,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
192,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
193,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
194,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
195,NULL,Water,Wetland,NULL,Wetland,Forest
196,NULL,Water,Forest,NULL,Non_Wetland,Grassland
197,NULL,Water,Forest,NULL,Non_Wetland,Forest
198,NULL,Forest,NULL,NULL,Non_Wetland,NULL
199,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
200,NULL,Forest,NULL,NULL,Non_Wetland,Forest
201,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
202,NULL,Forest,NULL,Water,Non_Wetland,Grassland
203,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
204,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
205,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
206,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
207,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
208,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
209,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
210,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
211,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
212,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
213,NULL,Forest,Shrubland,Water,Non_Wetland,Cropland
214,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
215,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
216,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
217,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
218,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
219,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
220,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
221,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
222,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
223,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
224,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland
225,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
226,NULL,Forest,Cropland,Water,Non_Wetland,Cropland
227,NULL,Forest,Wetland,NULL,Wetland,Grassland
228,NULL,Forest,Wetland,NULL,Wetland,Forest
229,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
230,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
231,NULL,Forest,Forest,NULL,Non_Wetland,NULL
232,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
233,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
234,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
235,NULL,Forest,Forest,NULL,Non_Wetland,Forest
236,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
237,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
238,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
239,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
240,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
241,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
242,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
243,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
244,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
245,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
246,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
247,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
248,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
249,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
250,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
251,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water
252,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
253,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
254,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
255,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
256,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
257,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
258,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
259,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
260,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
261,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
262,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
263,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
264,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
265,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
266,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
267,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
268,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
269,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
270,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
271,Grassland,NULL,Wetland,NULL,Wetland,NULL
272,Grassland,NULL,Wetland,NULL,Wetland,Grassland
273,Grassland,NULL,Wetland,NULL,Wetland,Cropland
274,Grassland,NULL,Wetland,NULL,Wetland,Wetland
275,Grassland,NULL,Wetland,NULL,Wetland,Water
276,Grassland,NULL,Wetland,NULL,Wetland,Forest
277,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
278,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
279,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
280,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
281,Grassland,NULL,Wetland,Non_Water,Wetland,Water
282,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
283,Grassland,NULL,Wetland,Water,Wetland,Grassland
284,Grassland,NULL,Wetland,Water,Wetland,Wetland
285,Grassland,NULL,Wetland,Water,Wetland,Water
286,Grassland,NULL,Wetland,Water,Wetland,Forest
287,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
288,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
289,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
290,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
291,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
292,Grassland,NULL,Water,NULL,Water,Wetland
293,Grassland,NULL,Water,NULL,Water,Forest
294,Grassland,NULL,Water,Non_Water,Water,Wetland
295,Grassland,NULL,Water,Non_Water,Water,Water
296,Grassland,NULL,Water,Non_Water,Water,Forest
297,Grassland,NULL,Water,Water,Water,Wetland
298,Grassland,NULL,Water,Water,Water,Water
299,Grassland,NULL,Water,Water,Water,Forest
300,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
301,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
302,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
303,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
304,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
305,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
306,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
307,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
308,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
309,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
310,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
311,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
312,Grassland,NULL,Forest,Water,Non_Wetland,Forest
313,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
314,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
315,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
316,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
317,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
318,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
319,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
320,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
321,Grassland,Cropland,Wetland,NULL,Wetland,NULL
322,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
323,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
324,Grassland,Cropland,Wetland,NULL,Wetland,Forest
325,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
326,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
327,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
328,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
329,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
330,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
331,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
332,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
333,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
334,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
335,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
336,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
337,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
338,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
339,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
340,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
341,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
342,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
343,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
344,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
345,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
346,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
347,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
348,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
349,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
350,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
351,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
352,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
353,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
354,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
355,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
356,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
357,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
358,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
359,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
360,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
361,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
362,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
363,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
364,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
365,Grassland,Wetland,Wetland,NULL,Wetland,NULL
366,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
367,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
368,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
369,Grassland,Wetland,Wetland,NULL,Wetland,Water
370,Grassland,Wetland,Wetland,NULL,Wetland,Forest
371,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
372,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
373,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
374,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
375,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
376,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
377,Grassland,Wetland,Wetland,Water,Wetland,Grassland
378,Grassland,Wetland,Wetland,Water,Wetland,Wetland
379,Grassland,Wetland,Wetland,Water,Wetland,Water
380,Grassland,Wetland,Wetland,Water,Wetland,Forest
381,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
382,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
383,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
384,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
385,Grassland,Wetland,Water,NULL,Water,Wetland
386,Grassland,Wetland,Water,NULL,Water,Water
387,Grassland,Wetland,Water,NULL,Water,Forest
388,Grassland,Wetland,Water,Non_Water,Water,Wetland
389,Grassland,Wetland,Water,Non_Water,Water,Water
390,Grassland,Wetland,Water,Non_Water,Water,Forest
391,Grassland,Wetland,Water,Water,Water,Wetland
392,Grassland,Wetland,Water,Water,Water,Water
393,Grassland,Wetland,Water,Water,Water,Forest
394,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
395,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
396,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
397,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
398,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
399,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
400,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
401,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
402,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
403,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
404,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
405,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
406,Grassland,Wetland,Forest,Water,Non_Wetland,Water
407,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
408,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
409,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
410,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
411,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
412,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
413,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
414,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
415,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
416,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
417,Grassland,Water,NULL,NULL,Non_Wetland,Forest
418,Grassland,Water,NULL,Water,Non_Wetland,Grassland
419,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
420,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
421,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
422,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
423,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
424,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
425,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
